solver,dataset,seed,timestamp,instance,V,E,first_lb,best_lb,first_ub,best_ub,gap,status,gap_10s,gap_60s,gap_300s,gap_600s,gap_1800s,gap_3600s,n_rounds
dual-fast,T1,1,20260419115628,T1_1000_10000_0.wclq,0,0,1014,1077,2658,2080,0.931291,OK,0.95122,-1,-1,-1,-1,-1,26
dual-fast,T1,1,20260419115628,T1_1000_10000_1.wclq,0,0,986,1074,2695,2111,0.965549,OK,1.014313,0.9803,-1,-1,-1,-1,54
dual-fast,T1,1,20260419115628,T1_1000_10000_2.wclq,0,0,988,1137,2697,2083,0.832014,OK,0.908597,0.860692,-1,-1,-1,-1,54
dual-fast,T1,1,20260419115628,T1_1000_10000_3.wclq,0,0,982,1121,2713,2123,0.893845,OK,0.975948,0.947706,-1,-1,-1,-1,54
dual-fast,T1,1,20260419115628,T1_1000_10000_4.wclq,0,0,986,1136,2754,2124,0.869718,OK,0.952598,0.912926,-1,-1,-1,-1,54
dual-fast,T1,1,20260419115628,T1_1000_10000_5.wclq,0,0,977,1119,2650,2092,0.869526,OK,0.924339,0.869526,-1,-1,-1,-1,54
dual-fast,T1,1,20260419115628,T1_1000_10000_6.wclq,0,0,974,1082,2707,2103,0.943623,OK,0.992565,0.966543,-1,-1,-1,-1,54
dual-fast,T1,1,20260419115628,T1_1000_10000_7.wclq,0,0,917,1027,2607,2061,1.006816,OK,1.047337,1.006816,-1,-1,-1,-1,54
dual-fast,T1,1,20260419115628,T1_1000_10000_8.wclq,0,0,966,1083,2675,2059,0.9012,OK,0.927239,0.918919,-1,-1,-1,-1,54
dual-fast,T1,1,20260419115628,T1_1000_10000_9.wclq,0,0,1053,1116,2795,2172,0.946237,OK,0.98279,0.953237,-1,-1,-1,-1,54
dual-fast,T1,1,20260419115628,T1_1000_1000_0.wclq,0,0,9991,10183,10969,10405,0.021801,OK,0.034702,0.033161,0.02979,0.025123,0.024114,-1,138
dual-fast,T1,1,20260419115628,T1_1000_1000_1.wclq,0,0,10154,10338,10936,10488,0.01451,OK,0.028088,0.01933,0.017363,0.01451,-1,-1,110
dual-fast,T1,1,20260419115628,T1_1000_1000_2.wclq,0,0,10251,10511,11425,10777,0.025307,OK,0.03781,0.035721,0.03236,0.029617,0.029027,-1,138
dual-fast,T1,1,20260419115628,T1_1000_1000_3.wclq,0,0,10186,10338,10899,10559,0.021377,OK,0.027818,0.027818,0.026042,0.02435,0.022366,-1,138
dual-fast,T1,1,20260419115628,T1_1000_1000_4.wclq,0,0,10064,10291,11250,10577,0.027791,OK,0.038582,0.033512,0.030093,0.027991,-1,-1,110
dual-fast,T1,1,20260419115628,T1_1000_1000_5.wclq,0,0,10109,10339,11047,10569,0.022246,OK,0.03633,0.032614,0.025412,0.025412,0.023427,-1,138
dual-fast,T1,1,20260419115628,T1_1000_1000_6.wclq,0,0,10360,10518,11269,10693,0.016638,OK,0.026482,0.022862,0.020519,0.018187,0.016638,-1,138
dual-fast,T1,1,20260419115628,T1_1000_1000_7.wclq,0,0,10028,10159,11002,10472,0.03081,OK,0.041927,0.038866,0.036,0.033044,0.031521,-1,138
dual-fast,T1,1,20260419115628,T1_1000_1000_8.wclq,0,0,10177,10367,11123,10603,0.022765,OK,0.03332,0.032927,0.02822,0.025138,-1,-1,110
dual-fast,T1,1,20260419115628,T1_1000_1000_9.wclq,0,0,10289,10466,11169,10659,0.018441,OK,0.025782,0.023624,0.023329,0.021956,0.01883,-1,138
dual-fast,T1,1,20260419115628,T1_1000_15000_0.wclq,0,0,584,662,1799,1476,1.229607,OK,1.346582,1.229607,-1,-1,-1,-1,54
dual-fast,T1,1,20260419115628,T1_1000_15000_1.wclq,0,0,556,644,1909,1509,1.343168,OK,1.369159,-1,-1,-1,-1,-1,26
dual-fast,T1,1,20260419115628,T1_1000_15000_2.wclq,0,0,581,665,1968,1541,1.317293,OK,1.334848,-1,-1,-1,-1,-1,26
dual-fast,T1,1,20260419115628,T1_1000_15000_3.wclq,0,0,592,668,1956,1539,1.303892,OK,1.381679,1.320301,-1,-1,-1,-1,54
dual-fast,T1,1,20260419115628,T1_1000_15000_4.wclq,0,0,586,670,1909,1503,1.243284,OK,1.326625,1.284195,-1,-1,-1,-1,54
dual-fast,T1,1,20260419115628,T1_1000_15000_5.wclq,0,0,582,654,1907,1517,1.319572,OK,1.392744,1.351938,-1,-1,-1,-1,54
dual-fast,T1,1,20260419115628,T1_1000_15000_6.wclq,0,0,586,661,1913,1514,1.290469,OK,1.34,1.301059,-1,-1,-1,-1,54
dual-fast,T1,1,20260419115628,T1_1000_15000_7.wclq,0,0,570,671,1921,1515,1.257824,OK,1.338392,1.284639,-1,-1,-1,-1,54
dual-fast,T1,1,20260419115628,T1_1000_15000_8.wclq,0,0,608,677,1849,1511,1.231905,OK,1.389063,1.321045,-1,-1,-1,-1,54
dual-fast,T1,1,20260419115628,T1_1000_15000_9.wclq,0,0,611,689,1924,1548,1.246734,OK,1.387097,1.248186,-1,-1,-1,-1,54
dual-fast,T1,1,20260419115628,T1_1000_20000_0.wclq,0,0,408,483,1510,1195,1.47412,OK,1.631808,1.577253,1.47412,-1,-1,-1,54
dual-fast,T1,1,20260419115628,T1_1000_20000_1.wclq,0,0,394,448,1515,1208,1.696429,OK,1.766968,-1,-1,-1,-1,-1,26
dual-fast,T1,1,20260419115628,T1_1000_20000_2.wclq,0,0,403,460,1520,1206,1.621739,OK,1.717439,1.666667,-1,-1,-1,-1,54
dual-fast,T1,1,20260419115628,T1_1000_20000_3.wclq,0,0,405,454,1492,1194,1.629956,OK,1.715576,-1,-1,-1,-1,-1,26
dual-fast,T1,1,20260419115628,T1_1000_20000_4.wclq,0,0,408,453,1514,1197,1.642384,OK,1.713004,1.688341,1.642384,-1,-1,-1,54
dual-fast,T1,1,20260419115628,T1_1000_20000_5.wclq,0,0,393,466,1495,1188,1.549356,OK,1.69265,1.573593,1.549356,-1,-1,-1,54
dual-fast,T1,1,20260419115628,T1_1000_20000_6.wclq,0,0,399,464,1523,1206,1.599138,OK,1.706013,-1,-1,-1,-1,-1,26
dual-fast,T1,1,20260419115628,T1_1000_20000_7.wclq,0,0,398,454,1522,1195,1.632159,OK,1.788018,1.757437,-1,-1,-1,-1,54
dual-fast,T1,1,20260419115628,T1_1000_20000_8.wclq,0,0,396,449,1459,1182,1.632517,OK,1.702032,1.634744,1.632517,-1,-1,-1,54
dual-fast,T1,1,20260419115628,T1_1000_20000_9.wclq,0,0,414,462,1531,1220,1.640693,OK,1.729911,-1,-1,-1,-1,-1,26
dual-fast,T1,1,20260419115628,T1_1000_5000_0.wclq,0,0,2345,2604,4573,3688,0.416283,OK,0.443488,0.424488,-1,-1,-1,-1,54
dual-fast,T1,1,20260419115628,T1_1000_5000_1.wclq,0,0,2284,2552,4442,3592,0.407524,OK,0.443464,0.425911,-1,-1,-1,-1,54
dual-fast,T1,1,20260419115628,T1_1000_5000_2.wclq,0,0,2286,2581,4575,3671,0.422317,OK,0.446414,0.435667,-1,-1,-1,-1,54
dual-fast,T1,1,20260419115628,T1_1000_5000_3.wclq,0,0,2318,2531,4669,3715,0.467799,OK,0.514504,0.488048,0.468379,-1,-1,-1,82
dual-fast,T1,1,20260419115628,T1_1000_5000_4.wclq,0,0,2297,2624,4572,3718,0.416921,OK,0.430704,0.416921,-1,-1,-1,-1,54
dual-fast,T1,1,20260419115628,T1_1000_5000_5.wclq,0,0,2258,2520,4533,3613,0.43373,OK,0.454946,0.435714,-1,-1,-1,-1,54
dual-fast,T1,1,20260419115628,T1_1000_5000_6.wclq,0,0,2295,2512,4538,3650,0.453025,OK,0.455378,0.455378,-1,-1,-1,-1,54
dual-fast,T1,1,20260419115628,T1_1000_5000_7.wclq,0,0,2224,2491,4429,3601,0.445604,OK,0.454289,0.445604,-1,-1,-1,-1,54
dual-fast,T1,1,20260419115628,T1_1000_5000_8.wclq,0,0,2275,2523,4514,3612,0.431629,OK,0.452543,0.4348,-1,-1,-1,-1,54
dual-fast,T1,1,20260419115628,T1_1000_5000_9.wclq,0,0,2312,2532,4543,3663,0.446682,OK,0.474508,0.459857,0.454834,-1,-1,-1,82
dual-fast,T1,1,20260419115628,T1_100_1000_0.wclq,0,0,112,112,220,220,0.964286,OK,0.964286,0.964286,-1,-1,-1,-1,110
dual-fast,T1,1,20260419115628,T1_100_1000_1.wclq,0,0,106,112,220,205,0.830357,OK,0.898148,0.830357,-1,-1,-1,-1,110
dual-fast,T1,1,20260419115628,T1_100_1000_2.wclq,0,0,101,110,209,203,0.845455,OK,0.845455,0.845455,-1,-1,-1,-1,110
dual-fast,T1,1,20260419115628,T1_100_1000_3.wclq,0,0,105,106,200,200,0.886792,OK,0.886792,0.886792,-1,-1,-1,-1,110
dual-fast,T1,1,20260419115628,T1_100_1000_4.wclq,0,0,115,117,226,211,0.803419,OK,0.834783,0.803419,-1,-1,-1,-1,110
dual-fast,T1,2,20260419115628,T1_1000_10000_0.wclq,0,0,1014,1092,2658,2066,0.891941,OK,0.913682,0.897153,-1,-1,-1,-1,54
dual-fast,T1,2,20260419115628,T1_1000_10000_1.wclq,0,0,986,1052,2695,2103,0.999049,OK,1.059109,1.022901,-1,-1,-1,-1,54
dual-fast,T1,2,20260419115628,T1_1000_10000_2.wclq,0,0,988,1107,2697,2091,0.888889,OK,0.914545,0.901357,-1,-1,-1,-1,54
dual-fast,T1,2,20260419115628,T1_1000_10000_3.wclq,0,0,982,1119,2713,2123,0.89723,OK,0.931034,0.907457,-1,-1,-1,-1,54
dual-fast,T1,2,20260419115628,T1_1000_10000_4.wclq,0,0,986,1130,2754,2122,0.877876,OK,0.956164,0.899287,-1,-1,-1,-1,54
dual-fast,T1,2,20260419115628,T1_1000_10000_5.wclq,0,0,977,1108,2650,2090,0.886282,OK,0.909008,0.901729,-1,-1,-1,-1,54
dual-fast,T1,2,20260419115628,T1_1000_10000_6.wclq,0,0,974,1103,2707,2108,0.911151,OK,0.968519,0.961111,-1,-1,-1,-1,54
dual-fast,T1,2,20260419115628,T1_1000_10000_7.wclq,0,0,917,1022,2607,2063,1.018591,OK,1.086086,1.022549,-1,-1,-1,-1,54
dual-fast,T1,2,20260419115628,T1_1000_10000_8.wclq,0,0,966,1062,2675,2048,0.928437,OK,0.974976,0.945024,-1,-1,-1,-1,54
dual-fast,T1,2,20260419115628,T1_1000_10000_9.wclq,0,0,1053,1142,2795,2166,0.896673,OK,0.914186,0.896673,-1,-1,-1,-1,54
dual-fast,T1,2,20260419115628,T1_1000_1000_0.wclq,0,0,9991,10178,10969,10405,0.022303,OK,0.034089,0.032857,0.025527,0.025527,0.025527,-1,138
dual-fast,T1,2,20260419115628,T1_1000_1000_1.wclq,0,0,10154,10339,10936,10489,0.014508,OK,0.027789,0.021322,0.015687,0.015687,-1,-1,110
dual-fast,T1,2,20260419115628,T1_1000_1000_2.wclq,0,0,10251,10519,11425,10781,0.024907,OK,0.034625,0.034132,0.029701,0.024907,-1,-1,110
dual-fast,T1,2,20260419115628,T1_1000_1000_3.wclq,0,0,10186,10340,10899,10559,0.02118,OK,0.031531,0.029343,0.024549,0.022663,-1,-1,110
dual-fast,T1,2,20260419115628,T1_1000_1000_4.wclq,0,0,10064,10297,11250,10577,0.027192,OK,0.039913,0.031899,0.030194,0.028691,-1,-1,110
dual-fast,T1,2,20260419115628,T1_1000_1000_5.wclq,0,0,10109,10312,11047,10570,0.025019,OK,0.034331,0.032126,0.029011,0.026313,0.026214,-1,138
dual-fast,T1,2,20260419115628,T1_1000_1000_6.wclq,0,0,10360,10518,11269,10692,0.016543,OK,0.027281,0.02198,0.019546,0.016638,-1,-1,110
dual-fast,T1,2,20260419115628,T1_1000_1000_7.wclq,0,0,10028,10143,11002,10471,0.032338,OK,0.039786,0.035785,0.034275,0.032847,0.032643,-1,138
dual-fast,T1,2,20260419115628,T1_1000_1000_8.wclq,0,0,10177,10363,11123,10603,0.023159,OK,0.034732,0.031612,0.026428,0.025534,0.024049,-1,138
dual-fast,T1,2,20260419115628,T1_1000_1000_9.wclq,0,0,10289,10452,11169,10659,0.019805,OK,0.025779,0.025094,0.024901,0.022542,0.020977,-1,138
dual-fast,T1,2,20260419115628,T1_1000_15000_0.wclq,0,0,584,662,1799,1476,1.229607,OK,1.283308,1.241692,-1,-1,-1,-1,54
dual-fast,T1,2,20260419115628,T1_1000_15000_1.wclq,0,0,556,653,1909,1504,1.303216,OK,1.374806,1.330781,-1,-1,-1,-1,54
dual-fast,T1,2,20260419115628,T1_1000_15000_2.wclq,0,0,581,671,1968,1537,1.290611,OK,1.429457,1.333333,-1,-1,-1,-1,54
dual-fast,T1,2,20260419115628,T1_1000_15000_3.wclq,0,0,592,670,1956,1539,1.297015,OK,1.384259,-1,-1,-1,-1,-1,26
dual-fast,T1,2,20260419115628,T1_1000_15000_4.wclq,0,0,586,661,1909,1501,1.270802,OK,1.284418,1.276853,-1,-1,-1,-1,54
dual-fast,T1,2,20260419115628,T1_1000_15000_5.wclq,0,0,582,668,1907,1516,1.269461,OK,1.353303,1.300604,-1,-1,-1,-1,54
dual-fast,T1,2,20260419115628,T1_1000_15000_6.wclq,0,0,586,675,1913,1513,1.241481,OK,1.36646,1.32263,-1,-1,-1,-1,54
dual-fast,T1,2,20260419115628,T1_1000_15000_7.wclq,0,0,570,665,1921,1513,1.275188,OK,1.392744,1.337963,-1,-1,-1,-1,54
dual-fast,T1,2,20260419115628,T1_1000_15000_8.wclq,0,0,608,668,1849,1507,1.255988,OK,1.37037,1.348765,-1,-1,-1,-1,54
dual-fast,T1,2,20260419115628,T1_1000_15000_9.wclq,0,0,611,684,1924,1545,1.258772,OK,1.324444,1.292467,-1,-1,-1,-1,54
dual-fast,T1,2,20260419115628,T1_1000_20000_0.wclq,0,0,408,438,1510,1199,1.737443,OK,1.781106,-1,-1,-1,-1,-1,26
dual-fast,T1,2,20260419115628,T1_1000_20000_1.wclq,0,0,394,452,1515,1210,1.676991,OK,1.733781,1.700893,-1,-1,-1,-1,54
dual-fast,T1,2,20260419115628,T1_1000_20000_2.wclq,0,0,403,458,1520,1221,1.665939,OK,1.713969,-1,-1,-1,-1,-1,26
dual-fast,T1,2,20260419115628,T1_1000_20000_3.wclq,0,0,405,472,1492,1193,1.527542,OK,1.587097,1.542373,-1,-1,-1,-1,54
dual-fast,T1,2,20260419115628,T1_1000_20000_4.wclq,0,0,408,452,1514,1187,1.626106,OK,1.684444,-1,-1,-1,-1,-1,26
dual-fast,T1,2,20260419115628,T1_1000_20000_5.wclq,0,0,393,447,1495,1188,1.657718,OK,1.749425,-1,-1,-1,-1,-1,26
dual-fast,T1,2,20260419115628,T1_1000_20000_6.wclq,0,0,399,474,1523,1209,1.550633,OK,1.565401,-1,-1,-1,-1,-1,26
dual-fast,T1,2,20260419115628,T1_1000_20000_7.wclq,0,0,398,445,1522,1211,1.721348,OK,1.761905,-1,-1,-1,-1,-1,26
dual-fast,T1,2,20260419115628,T1_1000_20000_8.wclq,0,0,396,461,1459,1179,1.557484,OK,1.683857,1.56833,1.557484,-1,-1,-1,54
dual-fast,T1,2,20260419115628,T1_1000_20000_9.wclq,0,0,414,463,1531,1217,1.62851,OK,1.674672,-1,-1,-1,-1,-1,26
dual-fast,T1,2,20260419115628,T1_1000_5000_0.wclq,0,0,2345,2611,4573,3688,0.412486,OK,0.443923,0.421195,-1,-1,-1,-1,54
dual-fast,T1,2,20260419115628,T1_1000_5000_1.wclq,0,0,2284,2536,4442,3591,0.416009,OK,0.425,0.416009,-1,-1,-1,-1,54
dual-fast,T1,2,20260419115628,T1_1000_5000_2.wclq,0,0,2286,2594,4575,3671,0.415189,OK,0.448072,0.422317,0.415189,0.415189,-1,-1,82
dual-fast,T1,2,20260419115628,T1_1000_5000_3.wclq,0,0,2318,2530,4669,3741,0.478656,OK,0.491263,0.479842,-1,-1,-1,-1,54
dual-fast,T1,2,20260419115628,T1_1000_5000_4.wclq,0,0,2297,2631,4572,3723,0.415051,OK,0.437309,0.422273,-1,-1,-1,-1,54
dual-fast,T1,2,20260419115628,T1_1000_5000_5.wclq,0,0,2258,2554,4533,3604,0.41112,OK,0.434576,0.431404,0.413469,-1,-1,-1,82
dual-fast,T1,2,20260419115628,T1_1000_5000_6.wclq,0,0,2295,2546,4538,3645,0.431658,OK,0.442694,0.437574,0.433621,-1,-1,-1,82
dual-fast,T1,2,20260419115628,T1_1000_5000_7.wclq,0,0,2224,2511,4429,3603,0.434886,OK,0.45899,0.434886,0.434886,-1,-1,-1,82
dual-fast,T1,2,20260419115628,T1_1000_5000_8.wclq,0,0,2275,2512,4514,3603,0.434315,OK,0.462495,0.439473,-1,-1,-1,-1,54
dual-fast,T1,2,20260419115628,T1_1000_5000_9.wclq,0,0,2312,2542,4543,3670,0.443745,OK,0.473157,0.457143,-1,-1,-1,-1,54
dual-fast,T1,2,20260419115628,T1_100_1000_0.wclq,0,0,112,112,220,220,0.964286,OK,0.964286,0.964286,-1,-1,-1,-1,110
dual-fast,T1,2,20260419115628,T1_100_1000_1.wclq,0,0,106,112,220,205,0.830357,OK,0.898148,0.830357,-1,-1,-1,-1,110
dual-fast,T1,2,20260419115628,T1_100_1000_2.wclq,0,0,101,110,209,203,0.845455,OK,0.845455,0.845455,-1,-1,-1,-1,110
dual-fast,T1,2,20260419115628,T1_100_1000_3.wclq,0,0,105,106,200,200,0.886792,OK,0.886792,0.886792,-1,-1,-1,-1,110
dual-fast,T1,2,20260419115628,T1_100_1000_4.wclq,0,0,115,116,226,211,0.818966,OK,0.818966,0.818966,-1,-1,-1,-1,110
dual-fast,T1,1,20260419115630,T1_100_1000_5.wclq,0,0,104,112,214,202,0.803571,OK,0.803571,-1,-1,-1,-1,-1,82
dual-fast,T1,1,20260419115630,T1_100_1000_6.wclq,0,0,110,111,207,201,0.810811,OK,0.810811,0.810811,-1,-1,-1,-1,110
dual-fast,T1,1,20260419115630,T1_100_1000_7.wclq,0,0,105,105,209,200,0.904762,OK,0.904762,0.904762,-1,-1,-1,-1,110
dual-fast,T1,1,20260419115630,T1_100_1000_8.wclq,0,0,98,108,217,198,0.833333,OK,0.833333,0.833333,-1,-1,-1,-1,110
dual-fast,T1,1,20260419115630,T1_100_1000_9.wclq,0,0,99,106,212,196,0.849057,OK,0.849057,0.849057,-1,-1,-1,-1,110
dual-fast,T1,1,20260419115630,T1_100_100_0.wclq,0,0,1086,1114,1180,1136,0.019749,OK,0.032727,0.021583,0.021583,0.020665,-1,-1,222
dual-fast,T1,1,20260419115630,T1_100_100_1.wclq,100,100,1007,1013,1013,1013,0.0,OPT,0.003964,0.001978,0.001978,0.001978,0.001978,-1,242
dual-fast,T1,1,20260419115630,T1_100_100_2.wclq,100,100,1022,1039,1059,1039,0.0,OPT,0.002896,0.002896,-1,-1,-1,-1,143
dual-fast,T1,1,20260419115630,T1_100_100_3.wclq,0,0,1052,1076,1169,1111,0.032528,OK,0.041237,0.035415,0.032528,0.032528,-1,-1,222
dual-fast,T1,1,20260419115630,T1_100_100_4.wclq,0,0,1061,1065,1108,1080,0.014085,OK,0.015038,0.015038,0.014085,0.014085,-1,-1,222
dual-fast,T1,1,20260419115630,T1_100_100_5.wclq,100,100,1000,1001,1001,1001,0.0,OPT,-1,-1,-1,-1,-1,-1,69
dual-fast,T1,1,20260419115630,T1_100_100_6.wclq,100,100,1044,1052,1081,1052,0.0,OPT,0.00286,0.00286,-1,-1,-1,-1,143
dual-fast,T1,1,20260419115630,T1_100_100_7.wclq,0,0,1037,1047,1072,1059,0.011461,OK,0.019249,0.019249,0.019249,0.019249,0.011461,-1,249
dual-fast,T1,1,20260419115630,T1_100_100_8.wclq,0,0,1034,1039,1055,1048,0.008662,OK,0.011583,0.009634,0.009634,0.008662,-1,-1,222
dual-fast,T1,1,20260419115630,T1_100_100_9.wclq,100,100,1048,1071,1101,1071,0.0,OPT,0.005634,0.0,-1,-1,-1,-1,121
dual-fast,T1,1,20260419115630,T1_100_2000_0.wclq,0,0,47,48,106,106,1.208333,OK,1.208333,1.208333,-1,-1,-1,-1,110
dual-fast,T1,1,20260419115630,T1_100_2000_1.wclq,0,0,44,44,108,108,1.454545,OK,1.454545,1.454545,-1,-1,-1,-1,110
dual-fast,T1,1,20260419115630,T1_100_2000_2.wclq,0,0,45,45,105,105,1.333333,OK,1.333333,1.333333,-1,-1,-1,-1,110
dual-fast,T1,1,20260419115630,T1_100_2000_3.wclq,0,0,48,49,110,110,1.244898,OK,1.244898,1.244898,-1,-1,-1,-1,110
dual-fast,T1,1,20260419115630,T1_100_2000_4.wclq,0,0,43,43,105,103,1.395349,OK,1.395349,1.395349,-1,-1,-1,-1,110
dual-fast,T1,1,20260419115630,T1_100_2000_5.wclq,0,0,41,41,109,106,1.585366,OK,1.585366,1.585366,-1,-1,-1,-1,110
dual-fast,T1,1,20260419115630,T1_100_2000_6.wclq,0,0,47,47,105,105,1.234043,OK,1.234043,1.234043,-1,-1,-1,-1,110
dual-fast,T1,1,20260419115630,T1_100_2000_7.wclq,0,0,47,49,110,110,1.244898,OK,1.244898,1.244898,-1,-1,-1,-1,110
dual-fast,T1,1,20260419115630,T1_100_2000_8.wclq,0,0,48,48,115,114,1.375,OK,1.375,1.375,1.375,-1,-1,-1,138
dual-fast,T1,1,20260419115630,T1_100_2000_9.wclq,0,0,43,48,111,107,1.229167,OK,1.229167,1.229167,1.229167,-1,-1,-1,138
dual-fast,T1,1,20260419115630,T1_100_250_0.wclq,0,0,551,553,676,659,0.191682,OK,0.191682,-1,-1,-1,-1,-1,110
dual-fast,T1,1,20260419115630,T1_100_250_1.wclq,0,0,563,575,673,641,0.114783,OK,0.114783,-1,-1,-1,-1,-1,110
dual-fast,T1,1,20260419115630,T1_100_250_2.wclq,0,0,558,575,676,616,0.071304,OK,0.071304,-1,-1,-1,-1,-1,110
dual-fast,T1,1,20260419115630,T1_100_250_3.wclq,0,0,535,544,656,636,0.169118,OK,0.169118,-1,-1,-1,-1,-1,82
dual-fast,T1,1,20260419115630,T1_100_250_4.wclq,0,0,495,515,602,590,0.145631,OK,0.145631,-1,-1,-1,-1,-1,110
dual-fast,T1,1,20260419115630,T1_100_250_5.wclq,0,0,509,516,545,545,0.056202,OK,0.056202,-1,-1,-1,-1,-1,110
dual-fast,T1,1,20260419115630,T1_100_250_6.wclq,0,0,553,565,658,632,0.118584,OK,0.12656,-1,-1,-1,-1,-1,110
dual-fast,T1,1,20260419115630,T1_100_250_7.wclq,0,0,574,582,652,629,0.080756,OK,0.080756,-1,-1,-1,-1,-1,110
dual-fast,T1,1,20260419115630,T1_100_250_8.wclq,0,0,538,557,664,643,0.154399,OK,0.156475,-1,-1,-1,-1,-1,110
dual-fast,T1,1,20260419115630,T1_100_250_9.wclq,0,0,551,557,633,598,0.073609,OK,0.073609,-1,-1,-1,-1,-1,110
dual-fast,T1,1,20260419115630,T1_100_500_0.wclq,0,0,261,273,407,381,0.395604,OK,0.395604,0.395604,-1,-1,-1,-1,110
dual-fast,T1,1,20260419115630,T1_100_500_1.wclq,0,0,228,235,353,333,0.417021,OK,0.417021,0.417021,-1,-1,-1,-1,138
dual-fast,T1,1,20260419115630,T1_100_500_2.wclq,0,0,266,288,396,374,0.298611,OK,0.303136,0.298611,-1,-1,-1,-1,110
dual-fast,T1,1,20260419115630,T1_100_500_3.wclq,0,0,241,253,382,355,0.403162,OK,0.403162,0.403162,-1,-1,-1,-1,110
dual-fast,T1,1,20260419115630,T1_100_500_4.wclq,0,0,262,286,377,364,0.272727,OK,0.272727,0.272727,-1,-1,-1,-1,110
dual-fast,T1,1,20260419115630,T1_100_500_5.wclq,0,0,228,242,341,340,0.404959,OK,0.404959,0.404959,-1,-1,-1,-1,110
dual-fast,T1,1,20260419115630,T1_100_500_6.wclq,0,0,244,252,376,347,0.376984,OK,0.376984,0.376984,-1,-1,-1,-1,110
dual-fast,T1,1,20260419115630,T1_100_500_7.wclq,0,0,237,251,341,337,0.342629,OK,0.342629,0.342629,-1,-1,-1,-1,110
dual-fast,T1,1,20260419115630,T1_100_500_8.wclq,0,0,252,258,398,364,0.410853,OK,0.410853,0.410853,-1,-1,-1,-1,110
dual-fast,T1,1,20260419115630,T1_100_500_9.wclq,0,0,239,255,373,361,0.415686,OK,0.415686,-1,-1,-1,-1,-1,82
dual-fast,T1,1,20260419115630,T1_100_750_0.wclq,0,0,152,166,277,263,0.584337,OK,0.584337,0.584337,-1,-1,-1,-1,110
dual-fast,T1,1,20260419115630,T1_100_750_1.wclq,0,0,147,159,272,254,0.597484,OK,0.597484,0.597484,-1,-1,-1,-1,110
dual-fast,T1,1,20260419115630,T1_100_750_2.wclq,0,0,180,186,272,242,0.301075,OK,0.301075,0.301075,-1,-1,-1,-1,110
dual-fast,T1,1,20260419115630,T1_100_750_3.wclq,0,0,145,158,287,264,0.670886,OK,0.670886,0.670886,-1,-1,-1,-1,110
dual-fast,T1,1,20260419115630,T1_100_750_4.wclq,0,0,164,164,279,261,0.591463,OK,0.591463,-1,-1,-1,-1,-1,82
dual-fast,T1,1,20260419115630,T1_100_750_5.wclq,0,0,155,163,259,255,0.564417,OK,0.564417,-1,-1,-1,-1,-1,82
dual-fast,T1,1,20260419115630,T1_100_750_6.wclq,0,0,154,163,263,252,0.546012,OK,0.565217,0.546012,-1,-1,-1,-1,110
dual-fast,T1,1,20260419115630,T1_100_750_7.wclq,0,0,148,162,263,244,0.506173,OK,0.506173,-1,-1,-1,-1,-1,82
dual-fast,T1,1,20260419115630,T1_100_750_8.wclq,0,0,147,161,279,267,0.658385,OK,0.658385,0.658385,-1,-1,-1,-1,110
dual-fast,T1,1,20260419115630,T1_100_750_9.wclq,0,0,155,163,277,256,0.570552,OK,0.570552,0.570552,-1,-1,-1,-1,110
dual-fast,T1,2,20260419115630,T1_100_1000_5.wclq,0,0,104,112,214,202,0.803571,OK,0.803571,-1,-1,-1,-1,-1,82
dual-fast,T1,2,20260419115630,T1_100_1000_6.wclq,0,0,110,111,207,201,0.810811,OK,0.810811,0.810811,-1,-1,-1,-1,110
dual-fast,T1,2,20260419115630,T1_100_1000_7.wclq,0,0,105,105,209,200,0.904762,OK,0.904762,0.904762,-1,-1,-1,-1,110
dual-fast,T1,2,20260419115630,T1_100_1000_8.wclq,0,0,98,108,217,198,0.833333,OK,0.833333,0.833333,-1,-1,-1,-1,110
dual-fast,T1,2,20260419115630,T1_100_1000_9.wclq,0,0,99,102,212,196,0.921569,OK,0.921569,0.921569,-1,-1,-1,-1,110
dual-fast,T1,2,20260419115630,T1_100_100_0.wclq,0,0,1086,1114,1180,1136,0.019749,OK,0.032727,0.021583,0.021583,0.020665,-1,-1,222
dual-fast,T1,2,20260419115630,T1_100_100_1.wclq,100,100,1007,1013,1013,1013,0.0,OPT,0.001978,-1,-1,-1,-1,-1,94
dual-fast,T1,2,20260419115630,T1_100_100_2.wclq,100,100,1022,1039,1059,1039,0.0,OPT,0.002896,0.002896,-1,-1,-1,-1,142
dual-fast,T1,2,20260419115630,T1_100_100_3.wclq,0,0,1052,1076,1169,1111,0.032528,OK,0.041237,0.041237,0.034451,0.034451,-1,-1,222
dual-fast,T1,2,20260419115630,T1_100_100_4.wclq,0,0,1061,1064,1108,1080,0.015038,OK,0.015038,0.015038,0.015038,0.015038,-1,-1,222
dual-fast,T1,2,20260419115630,T1_100_100_5.wclq,100,100,1000,1001,1001,1001,0.0,OPT,-1,-1,-1,-1,-1,-1,69
dual-fast,T1,2,20260419115630,T1_100_100_6.wclq,100,100,1044,1052,1081,1052,0.0,OPT,0.00286,0.00286,-1,-1,-1,-1,143
dual-fast,T1,2,20260419115630,T1_100_100_7.wclq,0,0,1037,1047,1072,1059,0.011461,OK,0.019249,0.019249,0.019249,0.019249,-1,-1,222
