solver,seed,instance,V,E,best_lb,best_ub,gap,status
dual-fast,2,T1_50_500_2.wclq,50,500,60,86,0.433333,OK
dual-fast,2,T1_50_500_8.wclq,50,500,57,96,0.684211,OK
dual-fast,2,T1_50_50_4.wclq,50,50,496,502,0.012097,OK
dual-fast,2,T1_50_750_0.wclq,50,750,38,69,0.815789,OK
dual-fast,2,T1_50_750_6.wclq,50,750,34,61,0.794118,OK
dual-fast,2,T1_800_0_2.wclq,800,799,8383,8632,0.029703,OK
dual-fast,2,T1_800_0_8.wclq,800,799,8274,8453,0.021634,OK
dual-fast,2,T1_800_10000_4.wclq,800,10000,652,1403,1.15184,OK
dual-fast,2,T1_800_1000_0.wclq,800,1000,7359,7738,0.051502,OK
dual-fast,2,T1_800_1000_6.wclq,800,1000,7380,7681,0.040786,OK
dual-fast,2,T1_800_2000_2.wclq,800,2000,4459,5093,0.142184,OK
dual-fast,2,T1_800_2000_8.wclq,800,2000,4316,4964,0.150139,OK
dual-fast,2,T1_800_5000_4.wclq,800,5000,1444,2407,0.666898,OK
fast-v19,1,T1_1000_10000_0.wclq,1000,10000,1141,2073,0.816827,OK
fast-v19,1,T1_1000_10000_6.wclq,1000,10000,1155,2120,0.835498,OK
fast-v19,1,T1_1000_1000_2.wclq,1000,1000,10251,10787,0.052288,OK
fast-v19,1,T1_1000_1000_8.wclq,1000,1000,10177,10606,0.042154,OK
fast-v19,1,T1_1000_15000_4.wclq,1000,15000,695,1506,1.166906,OK
fast-v19,1,T1_1000_20000_0.wclq,1000,20000,486,1195,1.458848,OK
fast-v19,1,T1_1000_20000_6.wclq,1000,20000,490,1218,1.485714,OK
fast-v19,1,T1_1000_5000_2.wclq,1000,5000,2651,3671,0.38476,OK
fast-v19,1,T1_1000_5000_8.wclq,1000,5000,2599,3627,0.395537,OK
fast-v19,1,T1_100_1000_4.wclq,100,1000,126,211,0.674603,OK
fast-v19,1,T1_100_100_0.wclq,100,100,1101,1136,0.031789,OK
fast-v19,1,T1_100_100_6.wclq,100,100,1048,1052,0.003817,OK
fast-v19,1,T1_100_2000_2.wclq,100,2000,48,105,1.1875,OK
fast-v19,1,T1_100_2000_8.wclq,100,2000,48,114,1.375,OK
fast-v19,1,T1_100_250_4.wclq,100,250,522,590,0.130268,OK
fast-v19,1,T1_100_500_0.wclq,100,500,287,381,0.327526,OK
fast-v19,1,T1_100_500_6.wclq,100,500,264,347,0.314394,OK
fast-v19,1,T1_100_750_2.wclq,100,750,192,242,0.260417,OK
fast-v19,1,T1_100_750_8.wclq,100,750,162,267,0.648148,OK
fast-v19,1,T1_150_1000_4.wclq,150,1000,298,433,0.45302,OK
fast-v19,1,T1_150_150_0.wclq,150,150,1606,1667,0.037983,OK
fast-v19,1,T1_150_150_6.wclq,150,150,1562,1615,0.033931,OK
fast-v19,1,T1_150_2000_2.wclq,150,2000,137,248,0.810219,OK
fast-v19,1,T1_150_2000_8.wclq,150,2000,127,258,1.031496,OK
fast-v19,1,T1_150_250_4.wclq,150,250,1136,1212,0.066901,OK
fast-v19,1,T1_150_3000_0.wclq,150,3000,82,180,1.195122,OK
fast-v19,1,T1_150_3000_6.wclq,150,3000,79,166,1.101266,OK
fast-v19,1,T1_150_500_2.wclq,150,500,633,757,0.195893,OK
fast-v19,1,T1_150_500_8.wclq,150,500,632,759,0.200949,OK
fast-v19,1,T1_150_750_4.wclq,150,750,407,549,0.348894,OK
fast-v19,1,T1_200_1000_0.wclq,200,1000,562,728,0.295374,OK
fast-v19,1,T1_200_1000_6.wclq,200,1000,536,716,0.335821,OK
fast-v19,1,T1_200_2000_2.wclq,200,2000,250,408,0.632,OK
fast-v19,1,T1_200_2000_8.wclq,200,2000,235,416,0.770213,OK
fast-v19,1,T1_200_250_4.wclq,200,250,1854,1894,0.021575,OK
fast-v19,1,T1_200_3000_0.wclq,200,3000,153,296,0.934641,OK
fast-v19,1,T1_200_3000_6.wclq,200,3000,146,282,0.931507,OK
fast-v19,1,T1_200_500_2.wclq,200,500,1130,1280,0.132743,OK
fast-v19,1,T1_200_500_8.wclq,200,500,1080,1230,0.138889,OK
fast-v19,1,T1_200_750_4.wclq,200,750,718,897,0.249304,OK
fast-v19,1,T1_250_1000_0.wclq,250,1000,896,1109,0.237723,OK
fast-v19,1,T1_250_1000_6.wclq,250,1000,837,1057,0.262843,OK
fast-v19,1,T1_250_2000_2.wclq,250,2000,396,638,0.611111,OK
fast-v19,1,T1_250_2000_8.wclq,250,2000,377,617,0.636605,OK
fast-v19,1,T1_250_250_4.wclq,250,250,2636,2711,0.028452,OK
fast-v19,1,T1_250_3000_0.wclq,250,3000,238,428,0.798319,OK
fast-v19,1,T1_250_3000_6.wclq,250,3000,240,456,0.9,OK
fast-v19,1,T1_250_5000_2.wclq,250,5000,127,287,1.259843,OK
fast-v19,1,T1_250_5000_8.wclq,250,5000,132,289,1.189394,OK
fast-v19,1,T1_250_500_4.wclq,250,500,1770,1930,0.090395,OK
fast-v19,1,T1_250_750_0.wclq,250,750,1181,1387,0.174428,OK
fast-v19,1,T1_250_750_6.wclq,250,750,1147,1297,0.130776,OK
fast-v19,1,T1_300_1000_2.wclq,300,1000,1257,1504,0.1965,OK
fast-v19,1,T1_300_1000_8.wclq,300,1000,1227,1497,0.220049,OK
fast-v19,1,T1_300_2000_4.wclq,300,2000,573,888,0.549738,OK
fast-v19,1,T1_300_3000_0.wclq,300,3000,345,606,0.756522,OK
fast-v19,1,T1_300_3000_6.wclq,300,3000,354,625,0.765537,OK
fast-v19,1,T1_300_300_2.wclq,300,300,3173,3193,0.006303,OK
fast-v19,1,T1_300_300_8.wclq,300,300,3117,3167,0.016041,OK
fast-v19,1,T1_300_5000_4.wclq,300,5000,197,411,1.086294,OK
fast-v19,1,T1_300_500_0.wclq,300,500,2296,2480,0.080139,OK
fast-v19,1,T1_300_500_6.wclq,300,500,2244,2439,0.086898,OK
fast-v19,1,T1_300_750_2.wclq,300,750,1658,1892,0.141134,OK
fast-v19,1,T1_300_750_8.wclq,300,750,1646,1859,0.129405,OK
fast-v19,1,T1_500_10000_4.wclq,500,10000,254,587,1.311024,OK
fast-v19,1,T1_500_1000_0.wclq,500,1000,3263,3654,0.119828,OK
fast-v19,1,T1_500_1000_6.wclq,500,1000,3300,3644,0.104242,OK
fast-v19,1,T1_500_2000_2.wclq,500,2000,1805,2222,0.231025,OK
fast-v19,1,T1_500_2000_8.wclq,500,2000,1635,2118,0.295413,OK
fast-v19,1,T1_500_5000_4.wclq,500,5000,589,1055,0.791171,OK
fast-v19,1,T1_500_500_0.wclq,500,500,5157,5476,0.061858,OK
fast-v19,1,T1_500_500_6.wclq,500,500,5153,5320,0.032408,OK
fast-v19,1,T1_50_1000_2.wclq,50,1000,21,41,0.952381,OK
fast-v19,1,T1_50_1000_8.wclq,50,1000,26,46,0.769231,OK
fast-v19,1,T1_50_100_4.wclq,50,100,321,356,0.109034,OK
fast-v19,1,T1_50_250_0.wclq,50,250,142,181,0.274648,OK
fast-v19,1,T1_50_250_6.wclq,50,250,130,163,0.253846,OK
fast-v19,1,T1_50_500_2.wclq,50,500,63,86,0.365079,OK
fast-v19,1,T1_50_500_8.wclq,50,500,59,96,0.627119,OK
fast-v19,1,T1_50_50_4.wclq,50,50,496,502,0.012097,OK
fast-v19,1,T1_50_750_0.wclq,50,750,38,69,0.815789,OK
fast-v19,1,T1_50_750_6.wclq,50,750,34,61,0.794118,OK
fast-v19,1,T1_800_0_2.wclq,800,799,8267,8632,0.044151,OK
fast-v19,1,T1_800_0_8.wclq,800,799,8173,8453,0.034259,OK
fast-v19,1,T1_800_10000_4.wclq,800,10000,687,1407,1.048035,OK
fast-v19,1,T1_800_1000_0.wclq,800,1000,7235,7742,0.070076,OK
fast-v19,1,T1_800_1000_6.wclq,800,1000,7319,7679,0.049187,OK
fast-v19,1,T1_800_2000_2.wclq,800,2000,4496,5095,0.13323,OK
fast-v19,1,T1_800_2000_8.wclq,800,2000,4369,4964,0.136187,OK
fast-v19,1,T1_800_5000_4.wclq,800,5000,1594,2407,0.510038,OK
fast-v19,2,T1_1000_10000_0.wclq,1000,10000,1149,2085,0.814621,OK
fast-v19,2,T1_1000_10000_6.wclq,1000,10000,1146,2115,0.84555,OK
fast-v19,2,T1_1000_1000_2.wclq,1000,1000,10251,10783,0.051897,OK
fast-v19,2,T1_1000_1000_8.wclq,1000,1000,10177,10603,0.041859,OK
fast-v19,2,T1_1000_15000_4.wclq,1000,15000,695,1505,1.165468,OK
fast-v19,2,T1_1000_20000_0.wclq,1000,20000,479,1207,1.519833,OK
fast-v19,2,T1_1000_20000_6.wclq,1000,20000,486,1209,1.487654,OK
fast-v19,2,T1_1000_5000_2.wclq,1000,5000,2654,3671,0.383195,OK
fast-v19,2,T1_1000_5000_8.wclq,1000,5000,2588,3631,0.403014,OK
fast-v19,2,T1_100_1000_4.wclq,100,1000,127,211,0.661417,OK
fast-v19,2,T1_100_100_0.wclq,100,100,1101,1136,0.031789,OK
fast-v19,2,T1_100_100_6.wclq,100,100,1048,1052,0.003817,OK
fast-v19,2,T1_100_2000_2.wclq,100,2000,48,105,1.1875,OK
fast-v19,2,T1_100_2000_8.wclq,100,2000,48,114,1.375,OK
fast-v19,2,T1_100_250_4.wclq,100,250,520,590,0.134615,OK
fast-v19,2,T1_100_500_0.wclq,100,500,279,381,0.365591,OK
fast-v19,2,T1_100_500_6.wclq,100,500,265,347,0.309434,OK
fast-v19,2,T1_100_750_2.wclq,100,750,196,242,0.234694,OK
fast-v19,2,T1_100_750_8.wclq,100,750,165,267,0.618182,OK
fast-v19,2,T1_150_1000_4.wclq,150,1000,300,433,0.443333,OK
fast-v19,2,T1_150_150_0.wclq,150,150,1616,1667,0.031559,OK
fast-v19,2,T1_150_150_6.wclq,150,150,1562,1615,0.033931,OK
fast-v19,2,T1_150_2000_2.wclq,150,2000,135,248,0.837037,OK
fast-v19,2,T1_150_2000_8.wclq,150,2000,128,258,1.015625,OK
fast-v19,2,T1_150_250_4.wclq,150,250,1136,1212,0.066901,OK
fast-v19,2,T1_150_3000_0.wclq,150,3000,82,180,1.195122,OK
fast-v19,2,T1_150_3000_6.wclq,150,3000,78,166,1.128205,OK
fast-v19,2,T1_150_500_2.wclq,150,500,631,757,0.199683,OK
fast-v19,2,T1_150_500_8.wclq,150,500,633,759,0.199052,OK
fast-v19,2,T1_150_750_4.wclq,150,750,408,549,0.345588,OK
fast-v19,2,T1_200_1000_0.wclq,200,1000,564,728,0.29078,OK
fast-v19,2,T1_200_1000_6.wclq,200,1000,536,716,0.335821,OK
fast-v19,2,T1_200_2000_2.wclq,200,2000,253,408,0.612648,OK
fast-v19,2,T1_200_2000_8.wclq,200,2000,237,416,0.755274,OK
fast-v19,2,T1_200_250_4.wclq,200,250,1849,1894,0.024337,OK
fast-v19,2,T1_200_3000_0.wclq,200,3000,150,296,0.973333,OK
fast-v19,2,T1_200_3000_6.wclq,200,3000,142,282,0.985915,OK
fast-v19,2,T1_200_500_2.wclq,200,500,1133,1280,0.129744,OK
fast-v19,2,T1_200_500_8.wclq,200,500,1076,1230,0.143123,OK
fast-v19,2,T1_200_750_4.wclq,200,750,716,897,0.252793,OK
fast-v19,2,T1_250_1000_0.wclq,250,1000,905,1109,0.225414,OK
fast-v19,2,T1_250_1000_6.wclq,250,1000,844,1057,0.25237,OK
fast-v19,2,T1_250_2000_2.wclq,250,2000,402,638,0.587065,OK
fast-v19,2,T1_250_2000_8.wclq,250,2000,375,617,0.645333,OK
fast-v19,2,T1_250_250_4.wclq,250,250,2636,2711,0.028452,OK
fast-v19,2,T1_250_3000_0.wclq,250,3000,247,428,0.732794,OK
fast-v19,2,T1_250_3000_6.wclq,250,3000,238,456,0.915966,OK
fast-v19,2,T1_250_5000_2.wclq,250,5000,125,287,1.296,OK
fast-v19,2,T1_250_5000_8.wclq,250,5000,131,289,1.206107,OK
fast-v19,2,T1_250_500_4.wclq,250,500,1769,1930,0.091012,OK
fast-v19,2,T1_250_750_0.wclq,250,750,1180,1387,0.175424,OK
fast-v19,2,T1_250_750_6.wclq,250,750,1139,1297,0.138718,OK
fast-v19,2,T1_300_1000_2.wclq,300,1000,1252,1504,0.201278,OK
fast-v19,2,T1_300_1000_8.wclq,300,1000,1236,1491,0.206311,OK
fast-v19,2,T1_300_2000_4.wclq,300,2000,569,888,0.560633,OK
fast-v19,2,T1_300_3000_0.wclq,300,3000,353,606,0.716714,OK
fast-v19,2,T1_300_3000_6.wclq,300,3000,354,625,0.765537,OK
fast-v19,2,T1_300_300_2.wclq,300,300,3173,3193,0.006303,OK
fast-v19,2,T1_300_300_8.wclq,300,300,3117,3167,0.016041,OK
fast-v19,2,T1_300_5000_4.wclq,300,5000,197,412,1.091371,OK
fast-v19,2,T1_300_500_0.wclq,300,500,2281,2480,0.087242,OK
fast-v19,2,T1_300_500_6.wclq,300,500,2236,2439,0.090787,OK
fast-v19,2,T1_300_750_2.wclq,300,750,1659,1892,0.140446,OK
fast-v19,2,T1_300_750_8.wclq,300,750,1640,1859,0.133537,OK
fast-v19,2,T1_500_10000_4.wclq,500,10000,252,587,1.329365,OK
fast-v19,2,T1_500_1000_0.wclq,500,1000,3298,3654,0.107944,OK
fast-v19,2,T1_500_1000_6.wclq,500,1000,3291,3639,0.105743,OK
fast-v19,2,T1_500_2000_2.wclq,500,2000,1792,2219,0.238281,OK
fast-v19,2,T1_500_2000_8.wclq,500,2000,1647,2128,0.292046,OK
fast-v19,2,T1_500_5000_4.wclq,500,5000,590,1055,0.788136,OK
fast-v19,2,T1_500_500_0.wclq,500,500,5153,5476,0.062682,OK
fast-v19,2,T1_500_500_6.wclq,500,500,5153,5320,0.032408,OK
fast-v19,2,T1_50_1000_2.wclq,50,1000,21,41,0.952381,OK
fast-v19,2,T1_50_1000_8.wclq,50,1000,26,46,0.769231,OK
fast-v19,2,T1_50_100_4.wclq,50,100,322,356,0.10559,OK
fast-v19,2,T1_50_250_0.wclq,50,250,141,181,0.283688,OK
fast-v19,2,T1_50_250_6.wclq,50,250,130,163,0.253846,OK
fast-v19,2,T1_50_500_2.wclq,50,500,64,86,0.34375,OK
fast-v19,2,T1_50_500_8.wclq,50,500,59,96,0.627119,OK
fast-v19,2,T1_50_50_4.wclq,50,50,495,502,0.014141,OK
fast-v19,2,T1_50_750_0.wclq,50,750,38,69,0.815789,OK
fast-v19,2,T1_50_750_6.wclq,50,750,34,61,0.794118,OK
fast-v19,2,T1_800_0_2.wclq,800,799,8267,8635,0.044514,OK
fast-v19,2,T1_800_0_8.wclq,800,799,8173,8453,0.034259,OK
fast-v19,2,T1_800_10000_4.wclq,800,10000,689,1407,1.04209,OK
fast-v19,2,T1_800_1000_0.wclq,800,1000,7259,7738,0.065987,OK
fast-v19,2,T1_800_1000_6.wclq,800,1000,7322,7692,0.050533,OK
fast-v19,2,T1_800_2000_2.wclq,800,2000,4506,5096,0.130937,OK
fast-v19,2,T1_800_2000_8.wclq,800,2000,4353,4975,0.14289,OK
fast-v19,2,T1_800_5000_4.wclq,800,5000,1573,2407,0.530197,OK
fast-v28,1,T1_1000_10000_0.wclq,1000,10000,1141,2080,0.822962,OK
fast-v28,1,T1_1000_10000_6.wclq,1000,10000,1155,2115,0.831169,OK
fast-v28,1,T1_1000_1000_2.wclq,1000,1000,10251,10786,0.05219,OK
fast-v28,1,T1_1000_1000_8.wclq,1000,1000,10177,10606,0.042154,OK
fast-v28,1,T1_1000_15000_4.wclq,1000,15000,695,1501,1.159712,OK
fast-v28,1,T1_1000_20000_0.wclq,1000,20000,486,1195,1.458848,OK
fast-v28,1,T1_1000_20000_6.wclq,1000,20000,490,1212,1.473469,OK
fast-v28,1,T1_1000_5000_2.wclq,1000,5000,2651,3682,0.38891,OK
fast-v28,1,T1_1000_5000_8.wclq,1000,5000,2599,3634,0.39823,OK
fast-v28,1,T1_100_1000_4.wclq,100,1000,132,211,0.598485,OK
fast-v28,1,T1_100_100_0.wclq,100,100,1102,1136,0.030853,OK
fast-v28,1,T1_100_100_6.wclq,100,100,1048,1052,0.003817,OK
fast-v28,1,T1_100_2000_2.wclq,100,2000,48,105,1.1875,OK
fast-v28,1,T1_100_2000_8.wclq,100,2000,48,114,1.375,OK
fast-v28,1,T1_100_250_4.wclq,100,250,521,590,0.132438,OK
fast-v28,1,T1_100_500_0.wclq,100,500,287,381,0.327526,OK
fast-v28,1,T1_100_500_6.wclq,100,500,264,347,0.314394,OK
fast-v28,1,T1_100_750_2.wclq,100,750,195,242,0.241026,OK
fast-v28,1,T1_100_750_8.wclq,100,750,165,267,0.618182,OK
fast-v28,1,T1_150_1000_4.wclq,150,1000,297,433,0.457912,OK
fast-v28,1,T1_150_150_0.wclq,150,150,1607,1667,0.037337,OK
fast-v28,1,T1_150_150_6.wclq,150,150,1562,1615,0.033931,OK
fast-v28,1,T1_150_2000_2.wclq,150,2000,137,248,0.810219,OK
fast-v28,1,T1_150_2000_8.wclq,150,2000,127,258,1.031496,OK
fast-v28,1,T1_150_250_4.wclq,150,250,1135,1212,0.067841,OK
fast-v28,1,T1_150_3000_0.wclq,150,3000,82,180,1.195122,OK
fast-v28,1,T1_150_3000_6.wclq,150,3000,79,166,1.101266,OK
fast-v28,1,T1_150_500_2.wclq,150,500,633,757,0.195893,OK
fast-v28,1,T1_150_500_8.wclq,150,500,627,759,0.210526,OK
fast-v28,1,T1_150_750_4.wclq,150,750,404,549,0.358911,OK
fast-v28,1,T1_200_1000_0.wclq,200,1000,562,728,0.295374,OK
fast-v28,1,T1_200_1000_6.wclq,200,1000,536,716,0.335821,OK
fast-v28,1,T1_200_2000_2.wclq,200,2000,250,408,0.632,OK
fast-v28,1,T1_200_2000_8.wclq,200,2000,235,416,0.770213,OK
fast-v28,1,T1_200_250_4.wclq,200,250,1854,1894,0.021575,OK
fast-v28,1,T1_200_3000_0.wclq,200,3000,153,296,0.934641,OK
fast-v28,1,T1_200_3000_6.wclq,200,3000,142,282,0.985915,OK
fast-v28,1,T1_200_500_2.wclq,200,500,1124,1280,0.13879,OK
fast-v28,1,T1_200_500_8.wclq,200,500,1080,1230,0.138889,OK
fast-v28,1,T1_200_750_4.wclq,200,750,716,897,0.252793,OK
fast-v28,1,T1_250_1000_0.wclq,250,1000,896,1109,0.237723,OK
fast-v28,1,T1_250_1000_6.wclq,250,1000,837,1057,0.262843,OK
fast-v28,1,T1_250_2000_2.wclq,250,2000,396,638,0.611111,OK
fast-v28,1,T1_250_2000_8.wclq,250,2000,378,617,0.632275,OK
fast-v28,1,T1_250_250_4.wclq,250,250,2636,2711,0.028452,OK
fast-v28,1,T1_250_3000_0.wclq,250,3000,243,428,0.761317,OK
fast-v28,1,T1_250_3000_6.wclq,250,3000,240,456,0.9,OK
fast-v28,1,T1_250_5000_2.wclq,250,5000,125,287,1.296,OK
fast-v28,1,T1_250_5000_8.wclq,250,5000,129,289,1.24031,OK
fast-v28,1,T1_250_500_4.wclq,250,500,1770,1930,0.090395,OK
fast-v28,1,T1_250_750_0.wclq,250,750,1181,1384,0.171888,OK
fast-v28,1,T1_250_750_6.wclq,250,750,1147,1297,0.130776,OK
fast-v28,1,T1_300_1000_2.wclq,300,1000,1257,1504,0.1965,OK
fast-v28,1,T1_300_1000_8.wclq,300,1000,1236,1492,0.20712,OK
fast-v28,1,T1_300_2000_4.wclq,300,2000,573,888,0.549738,OK
fast-v28,1,T1_300_3000_0.wclq,300,3000,345,606,0.756522,OK
fast-v28,1,T1_300_3000_6.wclq,300,3000,349,625,0.790831,OK
fast-v28,1,T1_300_300_2.wclq,300,300,3173,3193,0.006303,OK
fast-v28,1,T1_300_300_8.wclq,300,300,3117,3167,0.016041,OK
fast-v28,1,T1_300_5000_4.wclq,300,5000,197,411,1.086294,OK
fast-v28,1,T1_300_500_0.wclq,300,500,2296,2480,0.080139,OK
fast-v28,1,T1_300_500_6.wclq,300,500,2238,2439,0.089812,OK
fast-v28,1,T1_300_750_2.wclq,300,750,1665,1892,0.136336,OK
fast-v28,1,T1_300_750_8.wclq,300,750,1646,1859,0.129405,OK
fast-v28,1,T1_500_10000_4.wclq,500,10000,254,587,1.311024,OK
fast-v28,1,T1_500_1000_0.wclq,500,1000,3276,3654,0.115385,OK
fast-v28,1,T1_500_1000_6.wclq,500,1000,3304,3639,0.101392,OK
fast-v28,1,T1_500_2000_2.wclq,500,2000,1805,2219,0.229363,OK
fast-v28,1,T1_500_2000_8.wclq,500,2000,1635,2128,0.301529,OK
fast-v28,1,T1_500_5000_4.wclq,500,5000,589,1055,0.791171,OK
fast-v28,1,T1_500_500_0.wclq,500,500,5152,5476,0.062888,OK
fast-v28,1,T1_500_500_6.wclq,500,500,5153,5320,0.032408,OK
fast-v28,1,T1_50_1000_2.wclq,50,1000,21,41,0.952381,OK
fast-v28,1,T1_50_1000_8.wclq,50,1000,26,46,0.769231,OK
fast-v28,1,T1_50_100_4.wclq,50,100,321,356,0.109034,OK
fast-v28,1,T1_50_250_0.wclq,50,250,142,181,0.274648,OK
fast-v28,1,T1_50_250_6.wclq,50,250,131,163,0.244275,OK
fast-v28,1,T1_50_500_2.wclq,50,500,63,86,0.365079,OK
fast-v28,1,T1_50_500_8.wclq,50,500,59,96,0.627119,OK
fast-v28,1,T1_50_50_4.wclq,50,50,496,502,0.012097,OK
fast-v28,1,T1_50_750_0.wclq,50,750,38,69,0.815789,OK
fast-v28,1,T1_50_750_6.wclq,50,750,34,61,0.794118,OK
fast-v28,1,T1_800_0_2.wclq,800,799,8267,8636,0.044635,OK
fast-v28,1,T1_800_0_8.wclq,800,799,8173,8453,0.034259,OK
fast-v28,1,T1_800_10000_4.wclq,800,10000,687,1408,1.049491,OK
fast-v28,1,T1_800_1000_0.wclq,800,1000,7235,7740,0.0698,OK
fast-v28,1,T1_800_1000_6.wclq,800,1000,7319,7679,0.049187,OK
fast-v28,1,T1_800_2000_2.wclq,800,2000,4496,5095,0.13323,OK
fast-v28,1,T1_800_2000_8.wclq,800,2000,4369,4973,0.138247,OK
fast-v28,1,T1_800_5000_4.wclq,800,5000,1594,2407,0.510038,OK
fast-v28,2,T1_1000_10000_0.wclq,1000,10000,1149,2084,0.813751,OK
fast-v28,2,T1_1000_10000_6.wclq,1000,10000,1146,2115,0.84555,OK
fast-v28,2,T1_1000_1000_2.wclq,1000,1000,10251,10785,0.052092,OK
fast-v28,2,T1_1000_1000_8.wclq,1000,1000,10177,10603,0.041859,OK
fast-v28,2,T1_1000_15000_4.wclq,1000,15000,695,1511,1.174101,OK
fast-v28,2,T1_1000_20000_0.wclq,1000,20000,479,1205,1.515658,OK
fast-v28,2,T1_1000_20000_6.wclq,1000,20000,486,1209,1.487654,OK
fast-v28,2,T1_1000_5000_2.wclq,1000,5000,2654,3671,0.383195,OK
fast-v28,2,T1_1000_5000_8.wclq,1000,5000,2588,3632,0.4034,OK
fast-v28,2,T1_100_1000_4.wclq,100,1000,128,211,0.648438,OK
fast-v28,2,T1_100_100_0.wclq,100,100,1101,1136,0.031789,OK
fast-v28,2,T1_100_100_6.wclq,100,100,1048,1052,0.003817,OK
fast-v28,2,T1_100_2000_2.wclq,100,2000,48,105,1.1875,OK
fast-v28,2,T1_100_2000_8.wclq,100,2000,48,114,1.375,OK
fast-v28,2,T1_100_250_4.wclq,100,250,520,590,0.134615,OK
fast-v28,2,T1_100_500_0.wclq,100,500,281,381,0.355872,OK
fast-v28,2,T1_100_500_6.wclq,100,500,265,347,0.309434,OK
fast-v28,2,T1_100_750_2.wclq,100,750,196,242,0.234694,OK
fast-v28,2,T1_100_750_8.wclq,100,750,165,267,0.618182,OK
fast-v28,2,T1_150_1000_4.wclq,150,1000,298,433,0.45302,OK
fast-v28,2,T1_150_150_0.wclq,150,150,1615,1667,0.032198,OK
fast-v28,2,T1_150_150_6.wclq,150,150,1562,1615,0.033931,OK
fast-v28,2,T1_150_2000_2.wclq,150,2000,134,248,0.850746,OK
fast-v28,2,T1_150_2000_8.wclq,150,2000,128,258,1.015625,OK
fast-v28,2,T1_150_250_4.wclq,150,250,1135,1212,0.067841,OK
fast-v28,2,T1_150_3000_0.wclq,150,3000,82,180,1.195122,OK
fast-v28,2,T1_150_3000_6.wclq,150,3000,78,166,1.128205,OK
fast-v28,2,T1_150_500_2.wclq,150,500,629,757,0.203498,OK
fast-v28,2,T1_150_500_8.wclq,150,500,630,759,0.204762,OK
fast-v28,2,T1_150_750_4.wclq,150,750,408,549,0.345588,OK
fast-v28,2,T1_200_1000_0.wclq,200,1000,564,728,0.29078,OK
fast-v28,2,T1_200_1000_6.wclq,200,1000,534,716,0.340824,OK
fast-v28,2,T1_200_2000_2.wclq,200,2000,253,408,0.612648,OK
fast-v28,2,T1_200_2000_8.wclq,200,2000,235,416,0.770213,OK
fast-v28,2,T1_200_250_4.wclq,200,250,1849,1894,0.024337,OK
fast-v28,2,T1_200_3000_0.wclq,200,3000,150,296,0.973333,OK
fast-v28,2,T1_200_3000_6.wclq,200,3000,141,282,1.0,OK
fast-v28,2,T1_200_500_2.wclq,200,500,1133,1280,0.129744,OK
fast-v28,2,T1_200_500_8.wclq,200,500,1074,1230,0.145251,OK
fast-v28,2,T1_200_750_4.wclq,200,750,718,897,0.249304,OK
fast-v28,2,T1_250_1000_0.wclq,250,1000,905,1109,0.225414,OK
fast-v28,2,T1_250_1000_6.wclq,250,1000,844,1057,0.25237,OK
fast-v28,2,T1_250_2000_2.wclq,250,2000,402,638,0.587065,OK
fast-v28,2,T1_250_2000_8.wclq,250,2000,378,617,0.632275,OK
fast-v28,2,T1_250_250_4.wclq,250,250,2636,2711,0.028452,OK
fast-v28,2,T1_250_3000_0.wclq,250,3000,247,428,0.732794,OK
fast-v28,2,T1_250_3000_6.wclq,250,3000,237,456,0.924051,OK
fast-v28,2,T1_250_5000_2.wclq,250,5000,126,287,1.277778,OK
fast-v28,2,T1_250_5000_8.wclq,250,5000,126,289,1.293651,OK
fast-v28,2,T1_250_500_4.wclq,250,500,1777,1930,0.0861,OK
fast-v28,2,T1_250_750_0.wclq,250,750,1180,1387,0.175424,OK
fast-v28,2,T1_250_750_6.wclq,250,750,1137,1297,0.140721,OK
fast-v28,2,T1_300_1000_2.wclq,300,1000,1252,1504,0.201278,OK
fast-v28,2,T1_300_1000_8.wclq,300,1000,1236,1492,0.20712,OK
fast-v28,2,T1_300_2000_4.wclq,300,2000,569,888,0.560633,OK
fast-v28,2,T1_300_3000_0.wclq,300,3000,353,606,0.716714,OK
fast-v28,2,T1_300_3000_6.wclq,300,3000,354,625,0.765537,OK
fast-v28,2,T1_300_300_2.wclq,300,300,3173,3193,0.006303,OK
fast-v28,2,T1_300_300_8.wclq,300,300,3117,3167,0.016041,OK
fast-v28,2,T1_300_5000_4.wclq,300,5000,197,411,1.086294,OK
fast-v28,2,T1_300_500_0.wclq,300,500,2284,2480,0.085814,OK
fast-v28,2,T1_300_500_6.wclq,300,500,2233,2439,0.092253,OK
fast-v28,2,T1_300_750_2.wclq,300,750,1659,1892,0.140446,OK
fast-v28,2,T1_300_750_8.wclq,300,750,1640,1859,0.133537,OK
fast-v28,2,T1_500_10000_4.wclq,500,10000,252,587,1.329365,OK
fast-v28,2,T1_500_1000_0.wclq,500,1000,3261,3654,0.120515,OK
fast-v28,2,T1_500_1000_6.wclq,500,1000,3292,3641,0.106015,OK
fast-v28,2,T1_500_2000_2.wclq,500,2000,1792,2219,0.238281,OK
fast-v28,2,T1_500_2000_8.wclq,500,2000,1647,2118,0.285974,OK
fast-v28,2,T1_500_5000_4.wclq,500,5000,590,1055,0.788136,OK
fast-v28,2,T1_500_500_0.wclq,500,500,5155,5476,0.06227,OK
fast-v28,2,T1_500_500_6.wclq,500,500,5153,5320,0.032408,OK
