solver,dataset,seed,timestamp,instance,V,E,first_lb,best_lb,first_ub,best_ub,gap,status,gap_10s,gap_60s,gap_300s,gap_600s,gap_1800s,gap_3600s,n_rounds
dual-deep,T1,1,20260419144350,T1_1000_1000_8.wclq,1000,1000,10166,10166,11108,10603,0.042986,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419144350,T1_1000_1000_9.wclq,1000,1000,10260,10260,11158,10661,0.039084,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419144350,T1_1000_15000_0.wclq,1000,15000,584,584,1799,1504,1.575342,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419144350,T1_1000_15000_1.wclq,1000,15000,556,556,1909,1523,1.739209,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419144350,T1_1000_15000_2.wclq,1000,15000,581,581,1968,1543,1.655766,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419144350,T1_1000_15000_3.wclq,1000,15000,592,592,1956,1542,1.60473,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419144350,T1_1000_15000_4.wclq,1000,15000,586,586,1909,1510,1.576792,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419144350,T1_1000_15000_5.wclq,1000,15000,582,582,1907,1520,1.611684,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419144350,T1_1000_15000_6.wclq,1000,15000,586,586,1913,1527,1.605802,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419144350,T1_1000_15000_7.wclq,1000,15000,570,570,1921,1531,1.685965,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419144350,T1_1000_15000_8.wclq,1000,15000,608,608,1849,1517,1.495066,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419144350,T1_1000_15000_9.wclq,1000,15000,611,611,1924,1554,1.543372,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419144350,T1_1000_20000_0.wclq,1000,20000,408,408,1510,1202,1.946078,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419144350,T1_1000_20000_1.wclq,1000,20000,394,394,1515,1207,2.063452,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419144350,T1_1000_20000_2.wclq,1000,20000,403,403,1520,1206,1.992556,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419144350,T1_1000_20000_3.wclq,1000,20000,405,405,1492,1198,1.958025,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419144350,T1_1000_20000_4.wclq,1000,20000,408,408,1514,1192,1.921569,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419144350,T1_1000_20000_5.wclq,1000,20000,393,393,1495,1195,2.040712,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419144350,T1_1000_20000_6.wclq,1000,20000,399,399,1523,1215,2.045113,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419144350,T1_1000_20000_7.wclq,1000,20000,398,398,1522,1194,2.0,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419144350,T1_1000_20000_8.wclq,1000,20000,396,396,1459,1187,1.997475,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419144350,T1_1000_20000_9.wclq,1000,20000,414,414,1531,1220,1.94686,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419144350,T1_1000_5000_0.wclq,1000,5000,2345,2345,4573,3664,0.562473,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419144350,T1_1000_5000_1.wclq,1000,5000,2284,2284,4442,3576,0.565674,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419144350,T1_1000_5000_2.wclq,1000,5000,2286,2286,4575,3671,0.605862,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419144350,T1_1000_5000_3.wclq,1000,5000,2318,2318,4669,3713,0.601812,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419144350,T1_1000_5000_4.wclq,1000,5000,2297,2297,4572,3706,0.613409,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419144350,T1_1000_5000_5.wclq,1000,5000,2258,2258,4533,3604,0.596103,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419144350,T1_1000_5000_6.wclq,1000,5000,2295,2295,4538,3633,0.583007,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419144350,T1_1000_5000_7.wclq,1000,5000,2224,2224,4429,3588,0.613309,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419144350,T1_1000_5000_8.wclq,1000,5000,2275,2275,4514,3602,0.583297,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419144350,T1_1000_5000_9.wclq,1000,5000,2312,2312,4543,3660,0.583045,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419144350,T1_100_1000_0.wclq,100,1000,112,112,220,220,0.964286,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419144350,T1_100_1000_1.wclq,100,1000,106,106,220,205,0.933962,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419144350,T1_100_1000_2.wclq,100,1000,101,101,209,203,1.009901,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419144350,T1_100_1000_3.wclq,100,1000,105,105,200,200,0.904762,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419144350,T1_100_1000_4.wclq,100,1000,115,115,226,211,0.834783,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419151117,T1_1000_10000_0.wclq,1000,10000,1014,1014,2658,2090,1.061144,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419151117,T1_1000_10000_1.wclq,1000,10000,986,986,2695,2130,1.160243,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419151117,T1_1000_10000_2.wclq,1000,10000,988,988,2697,2117,1.142713,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419151117,T1_1000_10000_3.wclq,1000,10000,982,982,2713,2125,1.163951,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419151117,T1_1000_10000_4.wclq,1000,10000,986,986,2754,2149,1.179513,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419151117,T1_1000_10000_5.wclq,1000,10000,977,977,2650,2104,1.153531,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419151117,T1_1000_10000_6.wclq,1000,10000,974,974,2707,2121,1.177618,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419151117,T1_1000_10000_7.wclq,1000,10000,917,917,2607,2089,1.278081,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419151117,T1_1000_10000_8.wclq,1000,10000,966,966,2675,2065,1.137681,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419151117,T1_1000_10000_9.wclq,1000,10000,1053,1053,2795,2170,1.060779,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419151117,T1_1000_1000_0.wclq,1000,1000,9991,9991,10969,10406,0.041537,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419151117,T1_1000_1000_1.wclq,1000,1000,10154,10154,10936,10485,0.032598,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419151117,T1_1000_1000_2.wclq,1000,1000,10318,10318,11342,10770,0.043807,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419151117,T1_1000_1000_3.wclq,1000,1000,10162,10162,10913,10565,0.039658,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419151117,T1_1000_1000_4.wclq,1000,1000,10100,10100,11220,10579,0.047426,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419151117,T1_1000_1000_5.wclq,1000,1000,10103,10103,11144,10565,0.045729,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419151117,T1_1000_1000_6.wclq,1000,1000,10318,10318,11311,10693,0.036344,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419151117,T1_1000_1000_7.wclq,1000,1000,9999,9999,11067,10473,0.047405,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419151117,T1_1000_1000_8.wclq,1000,1000,10166,10166,11108,10603,0.042986,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419151117,T1_1000_1000_9.wclq,1000,1000,10260,10260,11158,10660,0.038986,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419151117,T1_1000_15000_0.wclq,1000,15000,584,584,1799,1497,1.563356,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419151117,T1_1000_15000_1.wclq,1000,15000,556,556,1909,1528,1.748201,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419151117,T1_1000_15000_2.wclq,1000,15000,581,581,1968,1556,1.678141,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419151117,T1_1000_15000_3.wclq,1000,15000,592,592,1956,1553,1.623311,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419151117,T1_1000_15000_4.wclq,1000,15000,586,586,1909,1505,1.568259,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419151117,T1_1000_15000_5.wclq,1000,15000,582,582,1907,1532,1.632302,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419151117,T1_1000_15000_6.wclq,1000,15000,586,586,1913,1521,1.595563,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419151117,T1_1000_15000_7.wclq,1000,15000,570,570,1921,1531,1.685965,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419151117,T1_1000_15000_8.wclq,1000,15000,608,608,1849,1532,1.519737,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419151117,T1_1000_15000_9.wclq,1000,15000,611,611,1924,1548,1.533552,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419151117,T1_1000_20000_0.wclq,1000,20000,408,408,1510,1195,1.928922,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419151117,T1_1000_20000_1.wclq,1000,20000,394,394,1515,1212,2.076142,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419151117,T1_1000_20000_2.wclq,1000,20000,403,403,1520,1206,1.992556,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419151117,T1_1000_20000_3.wclq,1000,20000,405,405,1492,1193,1.945679,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419151117,T1_1000_20000_4.wclq,1000,20000,408,408,1514,1206,1.955882,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419151117,T1_1000_20000_5.wclq,1000,20000,393,393,1495,1195,2.040712,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419151117,T1_1000_20000_6.wclq,1000,20000,399,399,1523,1216,2.047619,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419151117,T1_1000_20000_7.wclq,1000,20000,398,398,1522,1196,2.005025,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419151117,T1_1000_20000_8.wclq,1000,20000,396,396,1459,1186,1.994949,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419151117,T1_1000_20000_9.wclq,1000,20000,414,414,1531,1209,1.92029,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419151117,T1_1000_5000_0.wclq,1000,5000,2345,2345,4573,3664,0.562473,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419151117,T1_1000_5000_1.wclq,1000,5000,2284,2284,4442,3576,0.565674,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419151117,T1_1000_5000_2.wclq,1000,5000,2286,2286,4575,3671,0.605862,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419151117,T1_1000_5000_3.wclq,1000,5000,2318,2318,4669,3713,0.601812,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419151117,T1_1000_5000_4.wclq,1000,5000,2297,2297,4572,3706,0.613409,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419151117,T1_1000_5000_5.wclq,1000,5000,2258,2258,4533,3604,0.596103,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419151117,T1_1000_5000_6.wclq,1000,5000,2295,2295,4538,3633,0.583007,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419151117,T1_1000_5000_7.wclq,1000,5000,2224,2224,4429,3588,0.613309,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419151117,T1_1000_5000_8.wclq,1000,5000,2275,2275,4514,3602,0.583297,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419151117,T1_1000_5000_9.wclq,1000,5000,2312,2312,4543,3660,0.583045,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419151117,T1_100_1000_0.wclq,100,1000,112,112,220,220,0.964286,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419151117,T1_100_1000_1.wclq,100,1000,106,106,220,205,0.933962,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419151117,T1_100_1000_2.wclq,100,1000,101,101,209,203,1.009901,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419151117,T1_100_1000_3.wclq,100,1000,105,105,200,200,0.904762,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419151117,T1_100_1000_4.wclq,100,1000,115,115,226,211,0.834783,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419154853,T1_100_1000_5.wclq,100,1000,104,104,214,202,0.942308,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419154853,T1_100_1000_6.wclq,100,1000,110,110,207,201,0.827273,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419154853,T1_100_1000_7.wclq,100,1000,105,105,209,200,0.904762,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419154853,T1_100_1000_8.wclq,100,1000,98,98,217,198,1.020408,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419154853,T1_100_1000_9.wclq,100,1000,99,99,212,196,0.979798,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419154853,T1_100_100_0.wclq,100,100,1090,1090,1194,1136,0.042202,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419154853,T1_100_100_1.wclq,100,100,1001,1001,1022,1013,0.011988,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419154853,T1_100_100_2.wclq,100,100,1027,1027,1060,1039,0.011685,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419154853,T1_100_100_3.wclq,100,100,1052,1052,1169,1111,0.056084,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419154853,T1_100_100_4.wclq,100,100,1061,1061,1108,1080,0.017908,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419154853,T1_100_100_5.wclq,100,100,1000,1001,1001,1001,0.0,OPT,0.001,0.001,0.001,0.001,-1,-1,235
dual-deep,T1,1,20260419154853,T1_100_100_6.wclq,100,100,1038,1038,1081,1052,0.013487,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419154853,T1_100_100_7.wclq,100,100,1032,1032,1084,1059,0.026163,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419154853,T1_100_100_8.wclq,100,100,1028,1028,1055,1048,0.019455,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419154853,T1_100_100_9.wclq,100,100,1036,1036,1091,1071,0.033784,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419154853,T1_100_2000_0.wclq,100,2000,47,47,106,106,1.255319,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419154853,T1_100_2000_1.wclq,100,2000,44,44,108,108,1.454545,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419154853,T1_100_2000_2.wclq,100,2000,45,45,105,105,1.333333,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419154853,T1_100_2000_3.wclq,100,2000,48,48,110,110,1.291667,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419154853,T1_100_2000_4.wclq,100,2000,43,43,105,103,1.395349,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419154853,T1_100_2000_5.wclq,100,2000,41,41,109,106,1.585366,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419154853,T1_100_2000_6.wclq,100,2000,47,47,105,105,1.234043,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419154853,T1_100_2000_7.wclq,100,2000,47,47,110,110,1.340426,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419154853,T1_100_2000_8.wclq,100,2000,48,48,115,114,1.375,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419154853,T1_100_2000_9.wclq,100,2000,43,43,111,107,1.488372,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419154853,T1_100_250_0.wclq,100,250,551,551,676,659,0.196007,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419154853,T1_100_250_1.wclq,100,250,563,563,673,641,0.138544,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419154853,T1_100_250_2.wclq,100,250,558,558,676,616,0.103943,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419154853,T1_100_250_3.wclq,100,250,535,535,656,636,0.188785,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419154853,T1_100_250_4.wclq,100,250,495,495,602,590,0.191919,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419154853,T1_100_250_5.wclq,100,250,509,509,545,545,0.070727,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419154853,T1_100_250_6.wclq,100,250,553,553,658,632,0.142857,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419154853,T1_100_250_7.wclq,100,250,574,574,652,629,0.095819,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419154853,T1_100_250_8.wclq,100,250,538,538,664,643,0.195167,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419154853,T1_100_250_9.wclq,100,250,551,551,633,598,0.085299,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419154853,T1_100_500_0.wclq,100,500,261,261,407,381,0.45977,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419154853,T1_100_500_1.wclq,100,500,228,228,353,333,0.460526,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419154853,T1_100_500_2.wclq,100,500,266,266,396,374,0.406015,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419154853,T1_100_500_3.wclq,100,500,241,241,382,355,0.473029,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419154853,T1_100_500_4.wclq,100,500,262,262,377,364,0.389313,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419154853,T1_100_500_5.wclq,100,500,228,228,341,340,0.491228,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419154853,T1_100_500_6.wclq,100,500,244,244,376,347,0.422131,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419154853,T1_100_500_7.wclq,100,500,237,237,341,337,0.421941,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419154853,T1_100_500_8.wclq,100,500,252,252,398,364,0.444444,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419154853,T1_100_500_9.wclq,100,500,239,239,373,361,0.51046,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419154853,T1_100_750_0.wclq,100,750,152,152,277,263,0.730263,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419154853,T1_100_750_1.wclq,100,750,147,147,272,254,0.727891,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419154853,T1_100_750_2.wclq,100,750,180,180,272,242,0.344444,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419154853,T1_100_750_3.wclq,100,750,145,145,287,264,0.82069,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419154853,T1_100_750_4.wclq,100,750,164,164,279,261,0.591463,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419154853,T1_100_750_5.wclq,100,750,155,155,259,255,0.645161,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419154853,T1_100_750_6.wclq,100,750,154,154,263,252,0.636364,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419154853,T1_100_750_7.wclq,100,750,148,148,263,244,0.648649,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419154853,T1_100_750_8.wclq,100,750,147,147,279,267,0.816327,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,1,20260419154853,T1_100_750_9.wclq,100,750,155,155,277,256,0.651613,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419155658,T1_100_1000_5.wclq,100,1000,104,104,214,202,0.942308,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419155658,T1_100_1000_6.wclq,100,1000,110,110,207,201,0.827273,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419155658,T1_100_1000_7.wclq,100,1000,105,105,209,200,0.904762,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419155658,T1_100_1000_8.wclq,100,1000,98,98,217,198,1.020408,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419155658,T1_100_1000_9.wclq,100,1000,99,99,212,196,0.979798,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419155658,T1_100_100_0.wclq,100,100,1090,1090,1194,1136,0.042202,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419155658,T1_100_100_1.wclq,100,100,1001,1001,1022,1013,0.011988,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419155658,T1_100_100_2.wclq,100,100,1027,1027,1060,1039,0.011685,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419155658,T1_100_100_3.wclq,100,100,1052,1052,1169,1111,0.056084,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419155658,T1_100_100_4.wclq,100,100,1061,1061,1108,1080,0.017908,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419155658,T1_100_100_5.wclq,100,100,1000,1001,1001,1001,0.0,OPT,0.001,-1,-1,-1,-1,-1,135
dual-deep,T1,2,20260419155658,T1_100_100_6.wclq,100,100,1038,1038,1081,1052,0.013487,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419155658,T1_100_100_7.wclq,100,100,1032,1032,1084,1059,0.026163,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419155658,T1_100_100_8.wclq,100,100,1028,1028,1055,1048,0.019455,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419155658,T1_100_100_9.wclq,100,100,1036,1036,1091,1071,0.033784,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419155658,T1_100_2000_0.wclq,100,2000,47,47,106,106,1.255319,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419155658,T1_100_2000_1.wclq,100,2000,44,44,108,108,1.454545,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419155658,T1_100_2000_2.wclq,100,2000,45,45,105,105,1.333333,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419155658,T1_100_2000_3.wclq,100,2000,48,48,110,110,1.291667,OK,-1,-1,-1,-1,-1,-1,1
dual-deep,T1,2,20260419155658,T1_100_2000_4.wclq,100,2000,43,43,105,103,1.395349,OK,-1,-1,-1,-1,-1,-1,1
