Instance,PeakMem(MB),Time(s)
T2_250_250_8.wclq,1.05,0.22
T2_1000_20000_9.wclq,2.00,3603.35
T2_150_2000_1.wclq,1.47,83.73
T2_50_1000_6.wclq,1.06,0.22
T2_250_2000_3.wclq,1.52,1174.10
