Instance,PeakMem(MB),Time(s)
C4000.5.clq,108.83,3603.13
gen200_p0.9_55.clq,1.84,3600.23
hamming6-2.clq,1.30,0.25
DSJC500_5.clq,3.64,3600.16
p_hat300-2.clq,1.86,3600.24
