Instance,PeakMem(MB),Time(s)
inf-roadNet-CA.clq,517.13,out_of_time
web-it-2004.clq,229.96,out_of_time
tech-ip.clq,865.25,3701.38
wikipedia_link_en.clq,7358.16,out_of_time
sc-rel9.clq,1739.80,out_of_time
