candidate,family,instance,solver,seed,dbs_best_lb,dbs_verified_ub,dbs_gap,dbs_solver_opt,controller_best_lb,controller_verified_ub,controller_gap,controller_solver_opt,delta_lb_controller_minus_dbs,delta_ub_controller_minus_dbs,delta_gap_controller_minus_dbs,delta_opt_controller_minus_dbs
v009,DIMACS10,as-22july06.clq,fast-v19,3,166420,166420,0,1,166420,166420,0,1,0,0,0,0
v009,DIMACS10,eu-2005.clq,deep-v6,1,2779417,2819520,40103,0,2779417,2819520,40103,0,0,0,0,0
v009,DIMACS10,eu-2005.clq,deep-v6,2,2779417,2819520,40103,0,2779417,2819520,40103,0,0,0,0,0
v009,DIMACS10,eu-2005.clq,deep-v6,3,2779061,2819520,40459,0,2779061,2819520,40459,0,0,0,0,0
v009,DIMACS10,eu-2005.clq,fast-v19,1,2779366,2817358,37992,0,2779366,2817401,38035,0,0,43,43,0
v009,DIMACS10,eu-2005.clq,fast-v19,2,2779366,2821246,41880,0,2779366,2821246,41880,0,0,0,0,0
v009,DIMACS10,eu-2005.clq,fast-v19,3,2779366,2817314,37948,0,2779366,2821246,41880,0,0,3932,3932,0
v009,DIMACS10,in-2004.clq,deep-v6,1,7390714,7430142,39428,0,7390565,7430305,39740,0,-149,163,312,0
v009,DIMACS10,in-2004.clq,deep-v6,2,7390565,7430305,39740,0,7390447,7430741,40294,0,-118,436,554,0
v009,DIMACS10,in-2004.clq,deep-v6,3,7390873,7430111,39238,0,7390873,7430112,39239,0,0,1,1,0
v009,DIMACS10,in-2004.clq,fast-v19,1,7389943,7432198,42255,0,7390383,7432198,41815,0,440,0,-440,0
v009,DIMACS10,in-2004.clq,fast-v19,2,7390450,7431469,41019,0,7390383,7432198,41815,0,-67,729,796,0
v009,DIMACS10,in-2004.clq,fast-v19,3,7389915,7432198,42283,0,7390650,7430574,39924,0,735,-1624,-2359,0
v009,DIMACS10,ldoor.clq,deep-v6,1,985749,1150077,164328,0,985749,1150077,164328,0,0,0,0,0
v009,DIMACS10,ldoor.clq,deep-v6,2,985971,1150006,164035,0,985971,1150006,164035,0,0,0,0,0
v009,DIMACS10,ldoor.clq,deep-v6,3,985920,1150399,164479,0,985920,1150399,164479,0,0,0,0,0
v009,DIMACS10,ldoor.clq,fast-v19,1,983294,1153734,170440,0,980060,1259233,279173,0,-3234,105499,108733,0
v009,DIMACS10,ldoor.clq,fast-v19,2,980389,1152423,172034,0,980060,1260960,280900,0,-329,108537,108866,0
v009,DIMACS10,ldoor.clq,fast-v19,3,983355,1152671,169316,0,980060,1258320,278260,0,-3295,105649,108944,0
v009,DIMACS10,uk-2002.clq,fast-v19,1,99425773,101687786,2262013,0,99425773,101687786,2262013,0,0,0,0,0
v009,DIMACS10,uk-2002.clq,fast-v19,2,99425773,101687786,2262013,0,99425773,101687786,2262013,0,0,0,0,0
v009,DIMACS10,uk-2002.clq,fast-v19,3,99425773,101687786,2262013,0,99662701,101480253,1817552,0,236928,-207533,-444461,0
v009,SNAP,Amazon0302.clq,deep-v6,1,2271539,2467474,195935,0,2266893,2464962,198069,0,-4646,-2512,2134,0
v009,SNAP,Amazon0302.clq,deep-v6,2,2271321,2467417,196096,0,2271130,2467443,196313,0,-191,26,217,0
v009,SNAP,Amazon0302.clq,deep-v6,3,2271063,2442831,171768,0,2266893,2464962,198069,0,-4170,22131,26301,0
v009,SNAP,Amazon0302.clq,fast-v19,1,2264711,2443910,179199,0,2264711,2626288,361577,0,0,182378,182378,0
v009,SNAP,Amazon0302.clq,fast-v19,2,2264711,2443773,179062,0,2264711,2625497,360786,0,0,181724,181724,0
v009,SNAP,Amazon0302.clq,fast-v19,3,2264711,2443744,179033,0,2264711,2627344,362633,0,0,183600,183600,0
v009,SNAP,Cit-HepTh.clq,deep-v6,1,213158,214753,1595,0,213122,214677,1555,0,-36,-76,-40,0
v009,SNAP,Cit-HepTh.clq,deep-v6,2,213147,214696,1549,0,213129,214769,1640,0,-18,73,91,0
v009,SNAP,Cit-HepTh.clq,deep-v6,3,213141,214794,1653,0,213146,214746,1600,0,5,-48,-53,0
v009,SNAP,Cit-HepTh.clq,fast-v19,1,213014,215262,2248,0,213014,215262,2248,0,0,0,0,0
v009,SNAP,Cit-HepTh.clq,fast-v19,2,213014,215277,2263,0,213014,215277,2263,0,0,0,0,0
v009,SNAP,Cit-HepTh.clq,fast-v19,3,213014,215232,2218,0,213014,215232,2218,0,0,0,0,0
v009,SNAP,Slashdot0902.clq,deep-v6,1,1142491,1143054,563,0,1142491,1143047,556,0,0,-7,-7,0
v009,SNAP,Slashdot0902.clq,deep-v6,2,1142491,1143016,525,0,1142491,1143028,537,0,0,12,12,0
v009,SNAP,Slashdot0902.clq,deep-v6,3,1142491,1143035,544,0,1142491,1143040,549,0,0,5,5,0
v009,SNAP,Slashdot0902.clq,fast-v19,1,1142449,1143119,670,0,1142449,1143119,670,0,0,0,0,0
v009,SNAP,Slashdot0902.clq,fast-v19,2,1142449,1143119,670,0,1142449,1143119,670,0,0,0,0,0
v009,SNAP,Slashdot0902.clq,fast-v19,3,1142449,1143119,670,0,1142449,1143119,670,0,0,0,0,0
v009,SNAP,Wiki-Vote.clq,deep-v6,1,86402,86402,0,1,86402,86402,0,1,0,0,0,0
v009,SNAP,Wiki-Vote.clq,deep-v6,2,86402,86402,0,1,86402,86402,0,1,0,0,0,0
v009,SNAP,Wiki-Vote.clq,deep-v6,3,86402,86402,0,1,86402,86402,0,1,0,0,0,0
v009,SNAP,Wiki-Vote.clq,fast-v19,1,86402,86402,0,1,86402,86402,0,1,0,0,0,0
v009,SNAP,Wiki-Vote.clq,fast-v19,2,86402,86402,0,1,86402,86402,0,1,0,0,0,0
v009,SNAP,Wiki-Vote.clq,fast-v19,3,86402,86402,0,1,86402,86402,0,1,0,0,0,0
v009,SNAP,p2p-Gnutella25.clq,deep-v6,1,377449,377449,0,1,377449,377449,0,1,0,0,0,0
v009,SNAP,p2p-Gnutella25.clq,deep-v6,2,377449,377449,0,1,377449,377449,0,1,0,0,0,0
v009,SNAP,p2p-Gnutella25.clq,deep-v6,3,377449,377449,0,1,377449,377449,0,1,0,0,0,0
v009,SNAP,p2p-Gnutella25.clq,fast-v19,1,377449,377449,0,1,377449,377449,0,1,0,0,0,0
v009,SNAP,p2p-Gnutella25.clq,fast-v19,2,377449,377449,0,1,377449,377449,0,1,0,0,0,0
v009,SNAP,p2p-Gnutella25.clq,fast-v19,3,377449,377449,0,1,377449,377449,0,1,0,0,0,0
v009,T1,T1_1000_1000_2.wclq,deep-v6,1,10392,10775,383,0,10395,10774,379,0,3,-1,-4,0
v009,T1,T1_1000_1000_2.wclq,deep-v6,2,10388,10774,386,0,10413,10775,362,0,25,1,-24,0
v009,T1,T1_1000_1000_2.wclq,deep-v6,3,10376,10774,398,0,10401,10773,372,0,25,-1,-26,0
v009,T1,T1_1000_1000_2.wclq,fast-v19,1,10251,10781,530,0,10251,10781,530,0,0,0,0,0
v009,T1,T1_1000_1000_2.wclq,fast-v19,2,10251,10784,533,0,10251,10783,532,0,0,-1,-1,0
v009,T1,T1_1000_1000_2.wclq,fast-v19,3,10251,10784,533,0,10251,10784,533,0,0,0,0,0
v009,T1,T1_100_100_2.wclq,deep-v6,1,1036,1039,3,0,1035,1039,4,0,-1,0,1,0
v009,T1,T1_100_100_2.wclq,deep-v6,2,1036,1039,3,0,1035,1039,4,0,-1,0,1,0
v009,T1,T1_100_100_2.wclq,deep-v6,3,1036,1039,3,0,1036,1039,3,0,0,0,0,0
v009,T1,T1_100_100_2.wclq,fast-v19,1,1022,1039,17,0,1022,1039,17,0,0,0,0,0
v009,T1,T1_100_100_2.wclq,fast-v19,2,1022,1039,17,0,1022,1039,17,0,0,0,0,0
v009,T1,T1_100_100_2.wclq,fast-v19,3,1022,1039,17,0,1022,1039,17,0,0,0,0,0
v009,T1,T1_200_2000_8.wclq,deep-v6,1,225,416,191,0,221,416,195,0,-4,0,4,0
v009,T1,T1_200_2000_8.wclq,deep-v6,2,222,416,194,0,222,416,194,0,0,0,0,0
v009,T1,T1_200_2000_8.wclq,deep-v6,3,220,416,196,0,229,416,187,0,9,0,-9,0
v009,T1,T1_200_2000_8.wclq,fast-v19,1,198,416,218,0,231,416,185,0,33,0,-33,0
v009,T1,T1_200_2000_8.wclq,fast-v19,2,202,416,214,0,233,416,183,0,31,0,-31,0
v009,T1,T1_200_2000_8.wclq,fast-v19,3,200,416,216,0,222,416,194,0,22,0,-22,0
v009,T1,T1_200_250_7.wclq,deep-v6,1,1879,1937,58,0,1885,1937,52,0,6,0,-6,0
v009,T1,T1_200_250_7.wclq,deep-v6,2,1889,1937,48,0,1879,1937,58,0,-10,0,10,0
v009,T1,T1_200_250_7.wclq,deep-v6,3,1886,1937,51,0,1884,1937,53,0,-2,0,2,0
v009,T1,T1_200_250_7.wclq,fast-v19,1,1833,1937,104,0,1833,1937,104,0,0,0,0,0
v009,T1,T1_200_250_7.wclq,fast-v19,2,1833,1937,104,0,1834,1937,103,0,1,0,-1,0
v009,T1,T1_200_250_7.wclq,fast-v19,3,1833,1937,104,0,1853,1937,84,0,20,0,-20,0
v009,T1,T1_50_1000_0.wclq,deep-v6,1,28,40,12,0,28,40,12,0,0,0,0,0
v009,T1,T1_50_1000_0.wclq,deep-v6,2,28,40,12,0,28,40,12,0,0,0,0,0
v009,T1,T1_50_1000_0.wclq,deep-v6,3,28,40,12,0,28,40,12,0,0,0,0,0
v009,T1,T1_50_1000_0.wclq,fast-v19,1,28,40,12,0,28,40,12,0,0,0,0,0
v009,T1,T1_50_1000_0.wclq,fast-v19,2,28,40,12,0,28,40,12,0,0,0,0,0
v009,T1,T1_50_1000_0.wclq,fast-v19,3,28,40,12,0,28,40,12,0,0,0,0,0
v009,T2,T2_1000_20000_9.wclq,deep-v6,1,5996,7177,1181,0,5934,7177,1243,0,-62,0,62,0
v009,T2,T2_1000_20000_9.wclq,deep-v6,2,5957,7177,1220,0,6032,7177,1145,0,75,0,-75,0
v009,T2,T2_1000_20000_9.wclq,deep-v6,3,5908,7177,1269,0,6021,7177,1156,0,113,0,-113,0
v009,T2,T2_1000_20000_9.wclq,fast-v19,1,5343,7177,1834,0,6094,7177,1083,0,751,0,-751,0
v009,T2,T2_1000_20000_9.wclq,fast-v19,2,5343,7177,1834,0,5343,7177,1834,0,0,0,0,0
v009,T2,T2_1000_20000_9.wclq,fast-v19,3,5343,7177,1834,0,6116,7177,1061,0,773,0,-773,0
v009,T2,T2_150_2000_1.wclq,deep-v6,1,517,598,81,0,509,598,89,0,-8,0,8,0
v009,T2,T2_150_2000_1.wclq,deep-v6,2,512,598,86,0,512,598,86,0,0,0,0,0
v009,T2,T2_150_2000_1.wclq,deep-v6,3,513,598,85,0,513,598,85,0,0,0,0,0
v009,T2,T2_150_2000_1.wclq,fast-v19,1,503,598,95,0,508,598,90,0,5,0,-5,0
v009,T2,T2_150_2000_1.wclq,fast-v19,2,503,598,95,0,508,598,90,0,5,0,-5,0
v009,T2,T2_150_2000_1.wclq,fast-v19,3,503,598,95,0,508,598,90,0,5,0,-5,0
v009,T2,T2_250_2000_3.wclq,deep-v6,1,1057,1183,126,0,1059,1183,124,0,2,0,-2,0
v009,T2,T2_250_2000_3.wclq,deep-v6,2,1057,1183,126,0,1042,1183,141,0,-15,0,15,0
v009,T2,T2_250_2000_3.wclq,deep-v6,3,1057,1183,126,0,1055,1183,128,0,-2,0,2,0
v009,T2,T2_250_2000_3.wclq,fast-v19,1,1003,1183,180,0,1003,1183,180,0,0,0,0,0
v009,T2,T2_250_2000_3.wclq,fast-v19,2,1003,1183,180,0,1003,1183,180,0,0,0,0,0
v009,T2,T2_250_2000_3.wclq,fast-v19,3,1003,1183,180,0,1003,1183,180,0,0,0,0,0
v009,T2,T2_250_250_8.wclq,deep-v6,1,306,306,0,1,306,306,0,1,0,0,0,0
v009,T2,T2_250_250_8.wclq,deep-v6,2,306,306,0,1,306,306,0,1,0,0,0,0
v009,T2,T2_250_250_8.wclq,deep-v6,3,306,306,0,1,306,306,0,1,0,0,0,0
v009,T2,T2_250_250_8.wclq,fast-v19,1,306,306,0,1,306,306,0,1,0,0,0,0
v009,T2,T2_250_250_8.wclq,fast-v19,2,306,306,0,1,306,306,0,1,0,0,0,0
v009,T2,T2_250_250_8.wclq,fast-v19,3,306,306,0,1,306,306,0,1,0,0,0,0
v009,T2,T2_50_1000_6.wclq,deep-v6,1,11,11,0,1,11,11,0,1,0,0,0,0
v009,T2,T2_50_1000_6.wclq,deep-v6,2,11,11,0,1,11,11,0,1,0,0,0,0
v009,T2,T2_50_1000_6.wclq,deep-v6,3,11,11,0,1,11,11,0,1,0,0,0,0
v009,T2,T2_50_1000_6.wclq,fast-v19,1,11,11,0,1,11,11,0,1,0,0,0,0
v009,T2,T2_50_1000_6.wclq,fast-v19,2,11,11,0,1,11,11,0,1,0,0,0,0
v009,T2,T2_50_1000_6.wclq,fast-v19,3,11,11,0,1,11,11,0,1,0,0,0,0
v009,UDG,UDG_1000_200_8.wclq,deep-v6,1,38,41,3,0,38,41,3,0,0,0,0,0
v009,UDG,UDG_1000_200_8.wclq,deep-v6,2,38,41,3,0,38,41,3,0,0,0,0,0
v009,UDG,UDG_1000_200_8.wclq,deep-v6,3,38,41,3,0,38,41,3,0,0,0,0,0
v009,UDG,UDG_1000_200_8.wclq,fast-v19,1,38,41,3,0,38,41,3,0,0,0,0,0
v009,UDG,UDG_1000_200_8.wclq,fast-v19,2,38,41,3,0,38,41,3,0,0,0,0,0
v009,UDG,UDG_1000_200_8.wclq,fast-v19,3,38,41,3,0,38,41,3,0,0,0,0,0
v009,UDG,UDG_100_200_1.wclq,deep-v6,1,210,210,0,1,210,210,0,1,0,0,0,0
v009,UDG,UDG_100_200_1.wclq,deep-v6,2,210,210,0,1,210,210,0,1,0,0,0,0
v009,UDG,UDG_100_200_1.wclq,deep-v6,3,210,210,0,1,210,210,0,1,0,0,0,0
v009,UDG,UDG_100_200_1.wclq,fast-v19,1,210,210,0,1,210,210,0,1,0,0,0,0
v009,UDG,UDG_100_200_1.wclq,fast-v19,2,210,210,0,1,210,210,0,1,0,0,0,0
v009,UDG,UDG_100_200_1.wclq,fast-v19,3,210,210,0,1,210,210,0,1,0,0,0,0
v009,UDG,UDG_500_150_3.wclq,deep-v6,1,162,162,0,1,162,162,0,1,0,0,0,0
v009,UDG,UDG_500_150_3.wclq,deep-v6,2,162,162,0,1,162,162,0,1,0,0,0,0
v009,UDG,UDG_500_150_3.wclq,deep-v6,3,162,162,0,1,162,162,0,1,0,0,0,0
v009,UDG,UDG_500_150_3.wclq,fast-v19,1,162,162,0,1,162,162,0,1,0,0,0,0
v009,UDG,UDG_500_150_3.wclq,fast-v19,2,162,162,0,1,162,162,0,1,0,0,0,0
v009,UDG,UDG_500_150_3.wclq,fast-v19,3,162,162,0,1,162,162,0,1,0,0,0,0
v009,UDG,UDG_50_150_0.wclq,deep-v6,1,462,462,0,1,462,462,0,1,0,0,0,0
v009,UDG,UDG_50_150_0.wclq,deep-v6,2,462,462,0,1,462,462,0,1,0,0,0,0
v009,UDG,UDG_50_150_0.wclq,deep-v6,3,462,462,0,1,462,462,0,1,0,0,0,0
v009,UDG,UDG_50_150_0.wclq,fast-v19,1,462,462,0,1,462,462,0,1,0,0,0,0
v009,UDG,UDG_50_150_0.wclq,fast-v19,2,462,462,0,1,462,462,0,1,0,0,0,0
v009,UDG,UDG_50_150_0.wclq,fast-v19,3,462,462,0,1,462,462,0,1,0,0,0,0
v009,UDG,UDG_800_200_8.wclq,deep-v6,1,39,39,0,1,39,39,0,1,0,0,0,0
v009,UDG,UDG_800_200_8.wclq,deep-v6,2,39,39,0,1,39,39,0,1,0,0,0,0
v009,UDG,UDG_800_200_8.wclq,deep-v6,3,39,39,0,1,39,39,0,1,0,0,0,0
v009,UDG,UDG_800_200_8.wclq,fast-v19,1,39,39,0,1,39,39,0,1,0,0,0,0
v009,UDG,UDG_800_200_8.wclq,fast-v19,2,39,39,0,1,39,39,0,1,0,0,0,0
v009,UDG,UDG_800_200_8.wclq,fast-v19,3,39,39,0,1,39,39,0,1,0,0,0,0
