Instance,PeakMem(MB),Time(s)
T1_200_250_7.wclq,1.46,3336.09
T1_1000_1000_2.wclq,1.70,3644.76
T1_50_1000_0.wclq,1.32,1.60
T1_100_100_2.wclq,1.44,out_of_time
T1_200_2000_8.wclq,1.50,1264.93
