Instance,PeakMem(MB),Time(s)
inf-roadNet-CA.clq,509.80,out_of_time
web-it-2004.clq,296.92,3603.05
tech-ip.clq,1021.88,out_of_time
wikipedia_link_en.clq,7404.91,3632.05
sc-rel9.clq,1797.50,out_of_time
