solver,seed,instance,V,E,first_lb,best_lb,first_ub,best_ub,gap,status,gap_10s,gap_30s,gap_60s,gap_120s,gap_300s,n_rounds
deep-T1,1,T1_1000_10000_0.wclq,1000,10000,1014,1014,2658,2108,1.078895,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_1000_10000_1.wclq,1000,10000,986,986,2695,2123,1.153144,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_1000_10000_2.wclq,1000,10000,988,988,2697,2125,1.15081,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_1000_10000_3.wclq,1000,10000,982,982,2713,2167,1.206721,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_1000_10000_4.wclq,1000,10000,986,986,2754,2153,1.18357,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_1000_10000_5.wclq,1000,10000,977,977,2650,2123,1.172979,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_1000_10000_7.wclq,1000,10000,917,917,2607,2100,1.290076,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_1000_10000_8.wclq,1000,10000,966,966,2675,2070,1.142857,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_1000_10000_9.wclq,1000,10000,1053,1053,2795,2182,1.072175,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_1000_1000_0.wclq,1000,1000,9991,9991,10969,10407,0.041637,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_1000_1000_1.wclq,1000,1000,10154,10154,10936,10495,0.033583,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_1000_1000_2.wclq,1000,1000,10318,10318,11342,10773,0.044098,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_1000_1000_3.wclq,1000,1000,10162,10162,10913,10575,0.040642,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_1000_1000_4.wclq,1000,1000,10100,10100,11220,10583,0.047822,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_1000_1000_5.wclq,1000,1000,10103,10103,11144,10560,0.045234,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_1000_1000_6.wclq,1000,1000,10318,10318,11311,10693,0.036344,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_1000_1000_7.wclq,1000,1000,9999,9999,11067,10476,0.047705,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_1000_1000_9.wclq,1000,1000,10260,10260,11158,10661,0.039084,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_1000_15000_0.wclq,1000,15000,584,584,1799,1520,1.60274,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_1000_15000_1.wclq,1000,15000,556,556,1909,1534,1.758993,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_1000_15000_2.wclq,1000,15000,581,581,1968,1543,1.655766,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_1000_15000_3.wclq,1000,15000,592,592,1956,1542,1.60473,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_1000_15000_5.wclq,1000,15000,582,582,1907,1546,1.656357,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_1000_15000_6.wclq,1000,15000,586,586,1913,1529,1.609215,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_1000_15000_7.wclq,1000,15000,570,570,1921,1536,1.694737,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_1000_15000_8.wclq,1000,15000,608,608,1849,1517,1.495066,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_1000_15000_9.wclq,1000,15000,611,611,1924,1554,1.543372,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_1000_20000_1.wclq,1000,20000,394,394,1515,1217,2.088832,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_1000_20000_2.wclq,1000,20000,403,403,1520,1225,2.039702,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_1000_20000_3.wclq,1000,20000,405,405,1492,1198,1.958025,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_1000_20000_4.wclq,1000,20000,408,408,1514,1210,1.965686,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_1000_20000_5.wclq,1000,20000,393,393,1495,1209,2.076336,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_1000_20000_6.wclq,1000,20000,399,399,1523,1222,2.062657,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_1000_20000_7.wclq,1000,20000,398,398,1522,1208,2.035176,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_1000_20000_8.wclq,1000,20000,396,396,1459,1201,2.032828,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_1000_20000_9.wclq,1000,20000,414,414,1531,1233,1.978261,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_1000_5000_0.wclq,1000,5000,2345,2345,4573,3664,0.562473,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_1000_5000_1.wclq,1000,5000,2284,2284,4442,3576,0.565674,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_1000_5000_2.wclq,1000,5000,2286,2286,4575,3671,0.605862,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_1000_5000_3.wclq,1000,5000,2318,2318,4669,3713,0.601812,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_1000_5000_5.wclq,1000,5000,2258,2258,4533,3604,0.596103,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_1000_5000_6.wclq,1000,5000,2295,2295,4538,3633,0.583007,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_1000_5000_7.wclq,1000,5000,2224,2224,4429,3588,0.613309,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_1000_5000_8.wclq,1000,5000,2275,2275,4514,3602,0.583297,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_1000_5000_9.wclq,1000,5000,2312,2312,4543,3660,0.583045,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_100_1000_0.wclq,100,1000,112,112,220,220,0.964286,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_100_1000_1.wclq,100,1000,106,106,220,205,0.933962,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_100_1000_3.wclq,100,1000,105,105,200,200,0.904762,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_100_1000_4.wclq,100,1000,115,115,226,211,0.834783,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_100_1000_5.wclq,100,1000,104,104,214,202,0.942308,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_100_1000_7.wclq,100,1000,105,105,209,200,0.904762,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_100_1000_9.wclq,100,1000,99,99,212,196,0.979798,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_100_100_0.wclq,100,100,1090,1090,1194,1136,0.042202,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_100_100_1.wclq,100,100,1001,1001,1022,1013,0.011988,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_100_100_2.wclq,100,100,1027,1027,1060,1039,0.011685,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_100_100_6.wclq,100,100,1038,1038,1081,1052,0.013487,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_100_100_7.wclq,100,100,1032,1032,1084,1060,0.027132,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_100_100_8.wclq,100,100,1028,1028,1055,1048,0.019455,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_100_2000_1.wclq,100,2000,44,44,108,108,1.454545,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_100_2000_2.wclq,100,2000,45,45,105,105,1.333333,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_100_2000_4.wclq,100,2000,43,43,105,103,1.395349,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_100_2000_5.wclq,100,2000,41,41,109,106,1.585366,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_100_2000_6.wclq,100,2000,47,47,105,105,1.234043,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_100_2000_7.wclq,100,2000,47,47,110,110,1.340426,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_100_2000_8.wclq,100,2000,48,48,115,114,1.375,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_100_2000_9.wclq,100,2000,43,43,111,107,1.488372,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_100_250_2.wclq,100,250,558,558,676,616,0.103943,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_100_250_3.wclq,100,250,535,535,656,636,0.188785,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_100_250_4.wclq,100,250,495,495,602,590,0.191919,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_100_250_5.wclq,100,250,509,509,545,545,0.070727,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_100_250_6.wclq,100,250,553,553,658,632,0.142857,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_100_250_7.wclq,100,250,574,574,652,629,0.095819,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_100_500_0.wclq,100,500,261,261,407,381,0.45977,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_100_500_3.wclq,100,500,241,241,382,355,0.473029,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_100_500_4.wclq,100,500,262,262,377,364,0.389313,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_100_500_5.wclq,100,500,228,228,341,340,0.491228,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_100_500_7.wclq,100,500,237,237,341,337,0.421941,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_100_500_8.wclq,100,500,252,252,398,364,0.444444,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_100_750_0.wclq,100,750,152,152,277,263,0.730263,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_100_750_1.wclq,100,750,147,147,272,254,0.727891,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_100_750_2.wclq,100,750,180,180,272,242,0.344444,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_100_750_6.wclq,100,750,154,154,263,252,0.636364,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_100_750_8.wclq,100,750,147,147,279,267,0.816327,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_150_1000_0.wclq,150,1000,271,271,511,466,0.719557,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_150_1000_1.wclq,150,1000,253,253,446,424,0.675889,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_150_1000_2.wclq,150,1000,262,262,468,439,0.675573,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_150_1000_3.wclq,150,1000,272,272,486,456,0.676471,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_150_1000_6.wclq,150,1000,270,270,451,426,0.577778,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_150_150_0.wclq,150,150,1602,1602,1718,1667,0.040574,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_150_150_1.wclq,150,150,1519,1519,1537,1533,0.009217,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_150_150_4.wclq,150,150,1502,1502,1534,1514,0.007989,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_150_150_5.wclq,150,150,1479,1482,1486,1486,0.002699,OK,0.004733,0.002699,0.002699,0.002699,-1,618
deep-T1,1,T1_150_150_6.wclq,150,150,1559,1559,1637,1615,0.03592,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_150_150_7.wclq,150,150,1538,1538,1623,1598,0.039012,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_150_150_8.wclq,150,150,1507,1507,1663,1573,0.043796,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_150_150_9.wclq,150,150,1550,1550,1732,1636,0.055484,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_150_2000_0.wclq,150,2000,113,113,267,250,1.212389,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_150_2000_2.wclq,150,2000,123,123,273,248,1.01626,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_150_2000_3.wclq,150,2000,111,111,273,255,1.297297,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_150_2000_4.wclq,150,2000,107,107,243,233,1.17757,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_150_2000_5.wclq,150,2000,100,100,253,236,1.36,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_150_2000_8.wclq,150,2000,111,111,275,258,1.324324,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_150_2000_9.wclq,150,2000,112,112,262,242,1.160714,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_150_250_1.wclq,150,250,1106,1106,1220,1169,0.056962,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_150_250_2.wclq,150,250,1149,1149,1315,1261,0.097476,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_150_250_3.wclq,150,250,1170,1170,1329,1242,0.061538,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_150_250_4.wclq,150,250,1107,1107,1274,1212,0.094851,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_150_250_5.wclq,150,250,1089,1089,1239,1170,0.07438,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_150_250_9.wclq,150,250,1191,1191,1281,1246,0.04618,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_150_3000_0.wclq,150,3000,73,73,183,180,1.465753,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_150_3000_1.wclq,150,3000,62,62,182,161,1.596774,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_150_3000_2.wclq,150,3000,68,68,177,168,1.470588,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_150_3000_6.wclq,150,3000,64,64,167,166,1.59375,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_150_3000_7.wclq,150,3000,65,65,174,151,1.323077,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_150_3000_8.wclq,150,3000,67,67,185,170,1.537313,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_150_3000_9.wclq,150,3000,70,70,190,175,1.5,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_150_500_0.wclq,150,500,641,641,843,791,0.234009,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_150_500_2.wclq,150,500,607,607,824,757,0.247117,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_150_500_3.wclq,150,500,610,610,838,773,0.267213,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_150_500_4.wclq,150,500,597,597,803,747,0.251256,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_150_500_7.wclq,150,500,567,567,741,686,0.209877,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_150_750_1.wclq,150,750,388,388,620,551,0.420103,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_150_750_2.wclq,150,750,391,391,637,574,0.468031,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_150_750_3.wclq,150,750,386,386,623,555,0.437824,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_150_750_4.wclq,150,750,379,379,593,549,0.448549,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_150_750_5.wclq,150,750,325,325,552,506,0.556923,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_150_750_6.wclq,150,750,362,362,579,539,0.48895,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_150_750_8.wclq,150,750,345,345,563,539,0.562319,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_200_1000_0.wclq,200,1000,518,518,825,728,0.405405,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_200_1000_3.wclq,200,1000,498,498,821,725,0.455823,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_200_1000_4.wclq,200,1000,504,504,810,731,0.450397,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_200_1000_8.wclq,200,1000,491,491,840,730,0.486762,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_200_2000_1.wclq,200,2000,199,199,492,424,1.130653,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_200_2000_3.wclq,200,2000,205,205,469,417,1.034146,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_200_2000_4.wclq,200,2000,204,204,466,412,1.019608,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_200_2000_6.wclq,200,2000,196,196,456,405,1.066327,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_200_2000_8.wclq,200,2000,198,198,461,416,1.10101,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_200_250_1.wclq,200,250,1822,1822,1965,1905,0.045554,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_200_250_2.wclq,200,250,1823,1823,1969,1898,0.041141,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_200_250_4.wclq,200,250,1833,1833,1940,1894,0.033279,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_200_250_6.wclq,200,250,1764,1764,1945,1856,0.052154,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_200_250_7.wclq,200,250,1848,1848,2016,1937,0.04816,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_200_250_9.wclq,200,250,1824,1824,2066,1981,0.086075,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_200_3000_0.wclq,200,3000,130,130,324,296,1.276923,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_200_3000_1.wclq,200,3000,121,121,350,300,1.479339,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_200_3000_2.wclq,200,3000,133,133,338,292,1.195489,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_200_3000_3.wclq,200,3000,126,126,338,295,1.34127,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_200_3000_4.wclq,200,3000,127,127,340,300,1.362205,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_200_3000_5.wclq,200,3000,114,114,312,274,1.403509,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_200_3000_6.wclq,200,3000,116,116,322,282,1.431034,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_200_3000_7.wclq,200,3000,128,128,329,290,1.265625,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_200_3000_8.wclq,200,3000,121,121,322,288,1.380165,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_200_3000_9.wclq,200,3000,139,139,366,311,1.23741,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_200_500_1.wclq,200,500,1063,1063,1353,1215,0.142992,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_200_500_3.wclq,200,500,1087,1087,1303,1223,0.125115,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_200_500_5.wclq,200,500,1021,1021,1275,1196,0.171401,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_200_500_6.wclq,200,500,1005,1005,1235,1157,0.151244,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_200_500_9.wclq,200,500,1092,1092,1413,1289,0.180403,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_200_750_1.wclq,200,750,668,668,1003,887,0.327844,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_200_750_2.wclq,200,750,760,760,1078,963,0.267105,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_200_750_3.wclq,200,750,677,677,1004,904,0.335303,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_200_750_7.wclq,200,750,713,713,1001,902,0.265077,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_200_750_8.wclq,200,750,696,696,1049,939,0.349138,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_250_1000_0.wclq,250,1000,819,819,1241,1109,0.35409,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_250_1000_1.wclq,250,1000,755,755,1191,1035,0.370861,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_250_1000_2.wclq,250,1000,877,877,1278,1125,0.282782,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_250_1000_3.wclq,250,1000,813,813,1275,1090,0.340713,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_250_1000_4.wclq,250,1000,789,789,1232,1066,0.351077,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_250_1000_6.wclq,250,1000,786,786,1185,1057,0.344784,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_250_1000_7.wclq,250,1000,795,795,1190,1079,0.357233,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_250_1000_8.wclq,250,1000,747,747,1255,1101,0.473896,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_250_1000_9.wclq,250,1000,841,841,1256,1146,0.362663,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_250_2000_1.wclq,250,2000,316,316,709,598,0.892405,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_250_2000_3.wclq,250,2000,370,370,756,643,0.737838,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_250_2000_4.wclq,250,2000,360,360,736,639,0.775,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_250_2000_5.wclq,250,2000,323,323,689,585,0.811146,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_250_2000_8.wclq,250,2000,328,328,711,617,0.881098,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_250_250_2.wclq,250,250,2557,2557,2702,2617,0.023465,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_250_250_3.wclq,250,250,2570,2570,2746,2658,0.034241,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_250_250_7.wclq,250,250,2478,2478,2717,2605,0.051251,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_250_250_9.wclq,250,250,2609,2609,2868,2746,0.052511,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_250_3000_1.wclq,250,3000,193,193,505,425,1.202073,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_250_3000_3.wclq,250,3000,209,209,535,464,1.220096,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_250_3000_4.wclq,250,3000,222,222,526,465,1.094595,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_250_3000_6.wclq,250,3000,192,192,524,456,1.375,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_250_3000_7.wclq,250,3000,211,211,502,435,1.061611,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_250_3000_8.wclq,250,3000,198,198,510,450,1.272727,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_250_3000_9.wclq,250,3000,207,207,552,473,1.285024,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_250_5000_0.wclq,250,5000,110,110,325,290,1.636364,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_250_5000_1.wclq,250,5000,106,106,310,291,1.745283,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_250_5000_3.wclq,250,5000,117,117,346,298,1.547009,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_250_5000_4.wclq,250,5000,109,109,309,287,1.633028,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_250_5000_5.wclq,250,5000,102,102,316,281,1.754902,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_250_5000_8.wclq,250,5000,106,106,332,289,1.726415,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_250_5000_9.wclq,250,5000,107,107,331,291,1.719626,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_250_500_0.wclq,250,500,1672,1672,1953,1827,0.092703,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_250_500_1.wclq,250,500,1527,1527,1917,1778,0.164375,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_250_500_2.wclq,250,500,1641,1641,1891,1808,0.101767,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_250_500_3.wclq,250,500,1613,1613,1950,1789,0.109113,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_250_500_4.wclq,250,500,1746,1746,2060,1930,0.105384,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_250_500_5.wclq,250,500,1565,1565,1899,1703,0.088179,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_250_500_8.wclq,250,500,1626,1626,2009,1818,0.118081,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_250_500_9.wclq,250,500,1681,1681,2020,1858,0.105294,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_250_750_4.wclq,250,750,1068,1068,1458,1324,0.2397,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_250_750_6.wclq,250,750,1088,1088,1433,1297,0.192096,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_250_750_7.wclq,250,750,1174,1174,1528,1373,0.169506,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_250_750_9.wclq,250,750,1182,1182,1592,1417,0.198816,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_300_1000_0.wclq,300,1000,1164,1164,1647,1482,0.273196,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_300_1000_7.wclq,300,1000,1172,1172,1716,1515,0.292662,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_300_1000_9.wclq,300,1000,1218,1218,1679,1531,0.256979,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_300_2000_1.wclq,300,2000,515,515,975,838,0.627184,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_300_2000_2.wclq,300,2000,520,520,1018,900,0.730769,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_300_2000_3.wclq,300,2000,505,505,1017,851,0.685149,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_300_2000_5.wclq,300,2000,493,493,1039,864,0.752535,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_300_2000_6.wclq,300,2000,486,486,991,853,0.755144,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_300_2000_7.wclq,300,2000,502,502,989,852,0.697211,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_300_2000_8.wclq,300,2000,505,505,999,850,0.683168,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_300_3000_2.wclq,300,3000,302,302,721,642,1.125828,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_300_3000_3.wclq,300,3000,291,291,720,628,1.158076,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_300_3000_4.wclq,300,3000,304,304,706,622,1.046053,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_300_3000_6.wclq,300,3000,302,302,733,625,1.069536,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_300_3000_7.wclq,300,3000,288,288,724,606,1.104167,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_300_3000_8.wclq,300,3000,309,309,734,612,0.980583,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_300_3000_9.wclq,300,3000,311,311,782,661,1.125402,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_300_300_1.wclq,300,300,3000,3000,3203,3090,0.03,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_300_300_2.wclq,300,300,3170,3170,3251,3193,0.007256,OK,-1,-1,-1,-1,-1,1
deep-T1,1,T1_300_300_5.wclq,300,300,3095,3095,3136,3119,0.007754,OK,-1,-1,-1,-1,-1,1
