candidate,family,instance,solver,seed,dbs_best_lb,dbs_verified_ub,dbs_gap,dbs_solver_opt,controller_best_lb,controller_verified_ub,controller_gap,controller_solver_opt,delta_lb_controller_minus_dbs,delta_ub_controller_minus_dbs,delta_gap_controller_minus_dbs,delta_opt_controller_minus_dbs
baseline,DIMACS,C4000.5.clq,fast-v19,1,3,9223372036854775807,9223372036854775804,0,3,9223372036854775807,9223372036854775804,0,0,0,0,0
baseline,DIMACS,C4000.5.clq,fast-v19,2,3,9223372036854775807,9223372036854775804,0,3,9223372036854775807,9223372036854775804,0,0,0,0,0
baseline,DIMACS,C4000.5.clq,fast-v19,3,3,9223372036854775807,9223372036854775804,0,3,9223372036854775807,9223372036854775804,0,0,0,0,0
baseline,DIMACS,DSJC500_5.clq,deep-v6,1,11,16,5,0,11,16,5,0,0,0,0,0
baseline,DIMACS,DSJC500_5.clq,deep-v6,2,11,16,5,0,11,16,5,0,0,0,0,0
baseline,DIMACS,DSJC500_5.clq,deep-v6,3,11,16,5,0,11,16,5,0,0,0,0,0
baseline,DIMACS,DSJC500_5.clq,fast-v19,1,11,16,5,0,11,16,5,0,0,0,0,0
baseline,DIMACS,DSJC500_5.clq,fast-v19,2,11,16,5,0,12,16,4,0,1,0,-1,0
baseline,DIMACS,DSJC500_5.clq,fast-v19,3,11,16,5,0,11,16,5,0,0,0,0,0
baseline,DIMACS,gen200_p0.9_55.clq,deep-v6,1,5,6,1,0,5,6,1,0,0,0,0,0
baseline,DIMACS,gen200_p0.9_55.clq,deep-v6,2,5,6,1,0,5,6,1,0,0,0,0,0
baseline,DIMACS,gen200_p0.9_55.clq,deep-v6,3,5,6,1,0,5,6,1,0,0,0,0,0
baseline,DIMACS,gen200_p0.9_55.clq,fast-v19,1,5,6,1,0,5,6,1,0,0,0,0,0
baseline,DIMACS,gen200_p0.9_55.clq,fast-v19,2,5,6,1,0,5,6,1,0,0,0,0,0
baseline,DIMACS,gen200_p0.9_55.clq,fast-v19,3,5,6,1,0,5,6,1,0,0,0,0,0
baseline,DIMACS,hamming6-2.clq,deep-v6,1,5,5,0,1,5,5,0,1,0,0,0,0
baseline,DIMACS,hamming6-2.clq,deep-v6,2,5,5,0,1,5,5,0,1,0,0,0,0
baseline,DIMACS,hamming6-2.clq,deep-v6,3,5,5,0,1,5,5,0,1,0,0,0,0
baseline,DIMACS,hamming6-2.clq,fast-v19,1,5,5,0,1,5,5,0,1,0,0,0,0
baseline,DIMACS,hamming6-2.clq,fast-v19,2,5,5,0,1,5,5,0,1,0,0,0,0
baseline,DIMACS,hamming6-2.clq,fast-v19,3,5,5,0,1,5,5,0,1,0,0,0,0
baseline,DIMACS,p_hat300-2.clq,deep-v6,1,29,31,2,0,29,31,2,0,0,0,0,0
baseline,DIMACS,p_hat300-2.clq,deep-v6,2,29,31,2,0,29,31,2,0,0,0,0,0
baseline,DIMACS,p_hat300-2.clq,deep-v6,3,29,31,2,0,29,31,2,0,0,0,0,0
baseline,DIMACS,p_hat300-2.clq,fast-v19,1,29,31,2,0,29,31,2,0,0,0,0,0
baseline,DIMACS,p_hat300-2.clq,fast-v19,2,29,31,2,0,29,31,2,0,0,0,0,0
baseline,DIMACS,p_hat300-2.clq,fast-v19,3,29,31,2,0,29,31,2,0,0,0,0,0
baseline,T1,T1_1000_1000_2.wclq,deep-v6,1,10318,10774,456,0,10318,10774,456,0,0,0,0,0
baseline,T1,T1_1000_1000_2.wclq,deep-v6,2,10318,10773,455,0,10318,10773,455,0,0,0,0,0
baseline,T1,T1_1000_1000_2.wclq,deep-v6,3,10318,10772,454,0,10318,10772,454,0,0,0,0,0
baseline,T1,T1_1000_1000_2.wclq,fast-v19,1,10425,10781,356,0,10414,10785,371,0,-11,4,15,0
baseline,T1,T1_1000_1000_2.wclq,fast-v19,2,10419,10783,364,0,10394,10787,393,0,-25,4,29,0
baseline,T1,T1_1000_1000_2.wclq,fast-v19,3,10413,10785,372,0,10409,10786,377,0,-4,1,5,0
baseline,T1,T1_100_100_2.wclq,deep-v6,1,1027,1039,12,0,1027,1039,12,0,0,0,0,0
baseline,T1,T1_100_100_2.wclq,deep-v6,2,1027,1039,12,0,1027,1039,12,0,0,0,0,0
baseline,T1,T1_100_100_2.wclq,deep-v6,3,1027,1039,12,0,1027,1039,12,0,0,0,0,0
baseline,T1,T1_100_100_2.wclq,fast-v19,1,1036,1039,3,0,1036,1039,3,0,0,0,0,0
baseline,T1,T1_100_100_2.wclq,fast-v19,2,1036,1039,3,0,1036,1039,3,0,0,0,0,0
baseline,T1,T1_100_100_2.wclq,fast-v19,3,1036,1039,3,0,1036,1039,3,0,0,0,0,0
baseline,T1,T1_200_2000_8.wclq,deep-v6,1,198,416,218,0,198,416,218,0,0,0,0,0
baseline,T1,T1_200_2000_8.wclq,deep-v6,2,198,416,218,0,198,416,218,0,0,0,0,0
baseline,T1,T1_200_2000_8.wclq,deep-v6,3,198,416,218,0,198,416,218,0,0,0,0,0
baseline,T1,T1_200_2000_8.wclq,fast-v19,1,225,416,191,0,220,416,196,0,-5,0,5,0
baseline,T1,T1_200_2000_8.wclq,fast-v19,2,218,416,198,0,220,416,196,0,2,0,-2,0
baseline,T1,T1_200_2000_8.wclq,fast-v19,3,218,416,198,0,220,416,196,0,2,0,-2,0
baseline,T1,T1_200_250_7.wclq,deep-v6,1,1848,1937,89,0,1848,1937,89,0,0,0,0,0
baseline,T1,T1_200_250_7.wclq,deep-v6,2,1848,1937,89,0,1848,1937,89,0,0,0,0,0
baseline,T1,T1_200_250_7.wclq,deep-v6,3,1848,1937,89,0,1848,1937,89,0,0,0,0,0
baseline,T1,T1_200_250_7.wclq,fast-v19,1,1875,1937,62,0,1877,1937,60,0,2,0,-2,0
baseline,T1,T1_200_250_7.wclq,fast-v19,2,1879,1937,58,0,1877,1937,60,0,-2,0,2,0
baseline,T1,T1_200_250_7.wclq,fast-v19,3,1876,1937,61,0,1877,1937,60,0,1,0,-1,0
baseline,T1,T1_50_1000_0.wclq,deep-v6,1,28,40,12,0,28,40,12,0,0,0,0,0
baseline,T1,T1_50_1000_0.wclq,deep-v6,2,28,40,12,0,28,40,12,0,0,0,0,0
baseline,T1,T1_50_1000_0.wclq,deep-v6,3,28,40,12,0,28,40,12,0,0,0,0,0
baseline,T1,T1_50_1000_0.wclq,fast-v19,1,28,40,12,0,28,40,12,0,0,0,0,0
baseline,T1,T1_50_1000_0.wclq,fast-v19,2,28,40,12,0,28,40,12,0,0,0,0,0
baseline,T1,T1_50_1000_0.wclq,fast-v19,3,28,40,12,0,28,40,12,0,0,0,0,0
baseline,T2,T2_1000_20000_9.wclq,deep-v6,1,5343,7177,1834,0,5343,7177,1834,0,0,0,0,0
baseline,T2,T2_1000_20000_9.wclq,deep-v6,2,5343,7177,1834,0,5343,7177,1834,0,0,0,0,0
baseline,T2,T2_1000_20000_9.wclq,deep-v6,3,5343,7177,1834,0,5343,7177,1834,0,0,0,0,0
baseline,T2,T2_1000_20000_9.wclq,fast-v19,1,5932,7177,1245,0,5991,7177,1186,0,59,0,-59,0
baseline,T2,T2_1000_20000_9.wclq,fast-v19,2,5965,7177,1212,0,6009,7177,1168,0,44,0,-44,0
baseline,T2,T2_1000_20000_9.wclq,fast-v19,3,6004,7177,1173,0,6025,7177,1152,0,21,0,-21,0
baseline,T2,T2_150_2000_1.wclq,deep-v6,1,503,598,95,0,503,598,95,0,0,0,0,0
baseline,T2,T2_150_2000_1.wclq,deep-v6,2,503,598,95,0,503,598,95,0,0,0,0,0
baseline,T2,T2_150_2000_1.wclq,deep-v6,3,503,598,95,0,503,598,95,0,0,0,0,0
baseline,T2,T2_150_2000_1.wclq,fast-v19,1,517,598,81,0,507,598,91,0,-10,0,10,0
baseline,T2,T2_150_2000_1.wclq,fast-v19,2,515,598,83,0,515,598,83,0,0,0,0,0
baseline,T2,T2_150_2000_1.wclq,fast-v19,3,513,598,85,0,513,598,85,0,0,0,0,0
baseline,T2,T2_250_2000_3.wclq,deep-v6,1,1003,1183,180,0,1003,1183,180,0,0,0,0,0
baseline,T2,T2_250_2000_3.wclq,deep-v6,2,1003,1183,180,0,1003,1183,180,0,0,0,0,0
baseline,T2,T2_250_2000_3.wclq,deep-v6,3,1003,1183,180,0,1003,1183,180,0,0,0,0,0
baseline,T2,T2_250_2000_3.wclq,fast-v19,1,1056,1183,127,0,1055,1183,128,0,-1,0,1,0
baseline,T2,T2_250_2000_3.wclq,fast-v19,2,1054,1183,129,0,1055,1183,128,0,1,0,-1,0
baseline,T2,T2_250_2000_3.wclq,fast-v19,3,1059,1183,124,0,1056,1183,127,0,-3,0,3,0
baseline,T2,T2_250_250_8.wclq,deep-v6,1,306,306,0,1,306,306,0,1,0,0,0,0
baseline,T2,T2_250_250_8.wclq,deep-v6,2,306,306,0,1,306,306,0,1,0,0,0,0
baseline,T2,T2_250_250_8.wclq,deep-v6,3,306,306,0,1,306,306,0,1,0,0,0,0
baseline,T2,T2_250_250_8.wclq,fast-v19,1,306,306,0,1,306,306,0,1,0,0,0,0
baseline,T2,T2_250_250_8.wclq,fast-v19,2,306,306,0,1,306,306,0,1,0,0,0,0
baseline,T2,T2_250_250_8.wclq,fast-v19,3,306,306,0,1,306,306,0,1,0,0,0,0
baseline,T2,T2_50_1000_6.wclq,deep-v6,1,11,11,0,1,11,11,0,1,0,0,0,0
baseline,T2,T2_50_1000_6.wclq,deep-v6,2,11,11,0,1,11,11,0,1,0,0,0,0
baseline,T2,T2_50_1000_6.wclq,deep-v6,3,11,11,0,1,11,11,0,1,0,0,0,0
baseline,T2,T2_50_1000_6.wclq,fast-v19,1,11,11,0,1,11,11,0,1,0,0,0,0
baseline,T2,T2_50_1000_6.wclq,fast-v19,2,11,11,0,1,11,11,0,1,0,0,0,0
baseline,T2,T2_50_1000_6.wclq,fast-v19,3,11,11,0,1,11,11,0,1,0,0,0,0
baseline,UDG,UDG_1000_200_8.wclq,deep-v6,1,38,41,3,0,38,41,3,0,0,0,0,0
baseline,UDG,UDG_1000_200_8.wclq,deep-v6,2,38,41,3,0,38,41,3,0,0,0,0,0
baseline,UDG,UDG_1000_200_8.wclq,deep-v6,3,38,41,3,0,38,41,3,0,0,0,0,0
baseline,UDG,UDG_1000_200_8.wclq,fast-v19,1,38,41,3,0,38,41,3,0,0,0,0,0
baseline,UDG,UDG_1000_200_8.wclq,fast-v19,2,38,41,3,0,38,41,3,0,0,0,0,0
baseline,UDG,UDG_1000_200_8.wclq,fast-v19,3,38,41,3,0,38,41,3,0,0,0,0,0
baseline,UDG,UDG_100_200_1.wclq,deep-v6,1,210,210,0,1,210,210,0,1,0,0,0,0
baseline,UDG,UDG_100_200_1.wclq,deep-v6,2,210,210,0,1,210,210,0,1,0,0,0,0
baseline,UDG,UDG_100_200_1.wclq,deep-v6,3,210,210,0,1,210,210,0,1,0,0,0,0
baseline,UDG,UDG_100_200_1.wclq,fast-v19,1,210,210,0,1,210,210,0,1,0,0,0,0
baseline,UDG,UDG_100_200_1.wclq,fast-v19,2,210,210,0,1,210,210,0,1,0,0,0,0
baseline,UDG,UDG_100_200_1.wclq,fast-v19,3,210,210,0,1,210,210,0,1,0,0,0,0
baseline,UDG,UDG_500_150_3.wclq,deep-v6,1,162,162,0,1,162,162,0,1,0,0,0,0
baseline,UDG,UDG_500_150_3.wclq,deep-v6,2,162,162,0,1,162,162,0,1,0,0,0,0
baseline,UDG,UDG_500_150_3.wclq,deep-v6,3,162,162,0,1,162,162,0,1,0,0,0,0
baseline,UDG,UDG_500_150_3.wclq,fast-v19,1,162,162,0,1,162,162,0,1,0,0,0,0
baseline,UDG,UDG_500_150_3.wclq,fast-v19,2,162,162,0,1,162,162,0,1,0,0,0,0
baseline,UDG,UDG_500_150_3.wclq,fast-v19,3,162,162,0,1,162,162,0,1,0,0,0,0
baseline,UDG,UDG_50_150_0.wclq,deep-v6,1,462,462,0,1,462,462,0,1,0,0,0,0
baseline,UDG,UDG_50_150_0.wclq,deep-v6,2,462,462,0,1,462,462,0,1,0,0,0,0
baseline,UDG,UDG_50_150_0.wclq,deep-v6,3,462,462,0,1,462,462,0,1,0,0,0,0
baseline,UDG,UDG_50_150_0.wclq,fast-v19,1,462,462,0,1,462,462,0,1,0,0,0,0
baseline,UDG,UDG_50_150_0.wclq,fast-v19,2,462,462,0,1,462,462,0,1,0,0,0,0
baseline,UDG,UDG_50_150_0.wclq,fast-v19,3,462,462,0,1,462,462,0,1,0,0,0,0
baseline,UDG,UDG_800_200_8.wclq,deep-v6,1,39,39,0,1,39,39,0,1,0,0,0,0
baseline,UDG,UDG_800_200_8.wclq,deep-v6,2,39,39,0,1,39,39,0,1,0,0,0,0
baseline,UDG,UDG_800_200_8.wclq,deep-v6,3,39,39,0,1,39,39,0,1,0,0,0,0
baseline,UDG,UDG_800_200_8.wclq,fast-v19,1,39,39,0,1,39,39,0,1,0,0,0,0
baseline,UDG,UDG_800_200_8.wclq,fast-v19,2,39,39,0,1,39,39,0,1,0,0,0,0
baseline,UDG,UDG_800_200_8.wclq,fast-v19,3,39,39,0,1,39,39,0,1,0,0,0,0
