instance,V,E,first_lb,best_lb,first_ub,best_ub,gap,status,n_rounds,solver,dataset,seed,timestamp,lb_gain
tech-ip.clq,2250498,21643497,2094,2094,2393,2341,0.11795606494746896,OK,5,fast-v19,NDR,2,20260513113053,0
web-it-2004.clq,509338,7178413,2567317,2567317,2567728,2567630,0.00012191716098946878,OK,11,fast-v19,NDR,3,20260513113053,0
wikipedia_link_en.clq,27154756,31024475,2408968440,2408968440,2408968784,2408968687,1.0253351430374073e-07,OK,12,fast-v19,NDR,3,20260513113053,0
web-it-2004.clq,509338,7178413,2567317,2567317,2567728,2567630,0.00012191716098946878,OK,11,fast-v19,NDR,4,20260513114134,0
web-it-2004.clq,509338,7178413,2567317,2567317,2567728,2567630,0.00012191716098946878,OK,11,fast-v19,NDR,5,20260513120656,0
Amazon0302.clq,262111,899792,2264711,2264711,2468631,2548700,0.12539745689405846,OK,1,fast-v19,SNAP,1,20260513120823,0
Cit-HepTh.clq,27769,352285,213014,213014,216122,214633,0.007600439407738458,OK,5,fast-v19,SNAP,1,20260513120823,0
Slashdot0902.clq,82168,504230,1142449,1142449,1143119,1143119,0.0005864594393272698,OK,33,fast-v19,SNAP,1,20260513120823,0
Wiki-Vote.clq,7115,100762,86402,86402,86402,86402,0.0,OPT,1,fast-v19,SNAP,1,20260513120823,0
p2p-Gnutella25.clq,22687,54705,377449,377449,377449,377449,0.0,OPT,1,fast-v19,SNAP,1,20260513120823,0
Amazon0302.clq,262111,899792,2264711,2264711,2468631,2548214,0.12518285997639433,OK,1,fast-v19,SNAP,2,20260513120947,0
Cit-HepTh.clq,27769,352285,213014,213014,216122,214669,0.007769442384068652,OK,5,fast-v19,SNAP,2,20260513120947,0
Slashdot0902.clq,82168,504230,1142449,1142449,1143119,1143119,0.0005864594393272698,OK,36,fast-v19,SNAP,2,20260513120947,0
Wiki-Vote.clq,7115,100762,86402,86402,86402,86402,0.0,OPT,1,fast-v19,SNAP,2,20260513120947,0
p2p-Gnutella25.clq,22687,54705,377449,377449,377449,377449,0.0,OPT,1,fast-v19,SNAP,2,20260513120947,0
Amazon0302.clq,262111,899792,2264711,2264711,2468631,2549068,0.12555995003335965,OK,1,fast-v19,SNAP,3,20260513121936,0
Cit-HepTh.clq,27769,352285,213014,213014,216122,214711,0.007966612523120547,OK,5,fast-v19,SNAP,3,20260513121936,0
Slashdot0902.clq,82168,504230,1142449,1142449,1143119,1143119,0.0005864594393272698,OK,36,fast-v19,SNAP,3,20260513121936,0
Wiki-Vote.clq,7115,100762,86402,86402,86402,86402,0.0,OPT,1,fast-v19,SNAP,3,20260513121936,0
p2p-Gnutella25.clq,22687,54705,377449,377449,377449,377449,0.0,OPT,1,fast-v19,SNAP,3,20260513121936,0
Amazon0302.clq,262111,899792,2264711,2264711,2468631,2553128,0.1273526732549981,OK,1,fast-v19,SNAP,4,20260513122224,0
Cit-HepTh.clq,27769,352285,213014,213014,216122,214818,0.008468926924990846,OK,5,fast-v19,SNAP,4,20260513122224,0
Slashdot0902.clq,82168,504230,1142449,1142449,1143119,1143119,0.0005864594393272698,OK,45,fast-v19,SNAP,4,20260513122224,0
Wiki-Vote.clq,7115,100762,86402,86402,86402,86402,0.0,OPT,1,fast-v19,SNAP,4,20260513122224,0
p2p-Gnutella25.clq,22687,54705,377449,377449,377449,377449,0.0,OPT,1,fast-v19,SNAP,4,20260513122224,0
Amazon0302.clq,262111,899792,2264711,2264711,2468631,2550235,0.1260752475702198,OK,1,fast-v19,SNAP,5,20260513122224,0
Cit-HepTh.clq,27769,352285,213014,213014,216122,214652,0.007689635423023838,OK,5,fast-v19,SNAP,5,20260513122224,0
Slashdot0902.clq,82168,504230,1142449,1142449,1143119,1143119,0.0005864594393272698,OK,36,fast-v19,SNAP,5,20260513122224,0
Wiki-Vote.clq,7115,100762,86402,86402,86402,86402,0.0,OPT,1,fast-v19,SNAP,5,20260513122224,0
p2p-Gnutella25.clq,22687,54705,377449,377449,377449,377449,0.0,OPT,1,fast-v19,SNAP,5,20260513122224,0
T1_1000_1000_2.wclq,1000,1000,10251,10251,11425,10785,0.0520924787825578,OK,22,fast-v19,T1,1,20260513122346,0
T1_100_100_2.wclq,0,0,1022,1027,1059,1039,0.011684518013631937,TIMEOUT,62,fast-v19,T1,1,20260513122346,5
T1_200_2000_8.wclq,200,2000,198,238,461,416,0.7478991596638656,OK,30,fast-v19,T1,1,20260513122346,40
T1_200_250_7.wclq,200,250,1833,1866,2011,1937,0.03804930332261522,OK,61,fast-v19,T1,1,20260513122346,33
T1_50_1000_0.wclq,50,1000,28,28,40,40,0.42857142857142855,OK,3,fast-v19,T1,1,20260513122346,0
T1_1000_1000_2.wclq,1000,1000,10251,10251,11425,10783,0.051897375865769195,OK,20,fast-v19,T1,2,20260513122346,0
T1_100_100_2.wclq,0,0,1022,1027,1059,1039,0.011684518013631937,TIMEOUT,64,fast-v19,T1,2,20260513122346,5
T1_200_2000_8.wclq,200,2000,198,242,461,416,0.71900826446281,OK,29,fast-v19,T1,2,20260513122346,44
T1_200_250_7.wclq,200,250,1833,1871,2011,1937,0.03527525387493319,OK,72,fast-v19,T1,2,20260513122346,38
T1_50_1000_0.wclq,50,1000,28,28,40,40,0.42857142857142855,OK,6,fast-v19,T1,2,20260513122346,0
T1_1000_1000_2.wclq,1000,1000,10251,10251,11425,10782,0.05179982440737489,OK,21,fast-v19,T1,3,20260513122636,0
T1_100_100_2.wclq,0,0,1022,1027,1059,1039,0.011684518013631937,TIMEOUT,64,fast-v19,T1,3,20260513122636,5
T1_200_2000_8.wclq,200,2000,198,237,461,416,0.7552742616033755,OK,31,fast-v19,T1,3,20260513122636,39
T1_200_250_7.wclq,200,250,1833,1873,2011,1937,0.03416978109983983,OK,76,fast-v19,T1,3,20260513122636,40
T1_50_1000_0.wclq,50,1000,28,28,40,40,0.42857142857142855,OK,28,fast-v19,T1,3,20260513122636,0
T1_1000_1000_2.wclq,1000,1000,10251,10251,11425,10784,0.0519949273241635,OK,20,fast-v19,T1,4,20260513123332,0
T1_100_100_2.wclq,0,0,1022,1025,1059,1039,0.013658536585365854,TIMEOUT,64,fast-v19,T1,4,20260513123332,3
T1_200_2000_8.wclq,200,2000,198,237,461,416,0.7552742616033755,OK,19,fast-v19,T1,4,20260513123332,39
T1_200_250_7.wclq,200,250,1833,1874,2011,1937,0.0336179295624333,OK,66,fast-v19,T1,4,20260513123332,41
T1_50_1000_0.wclq,50,1000,28,28,40,40,0.42857142857142855,OK,17,fast-v19,T1,4,20260513123332,0
T1_1000_1000_2.wclq,1000,1000,10251,10251,11425,10782,0.05179982440737489,OK,22,fast-v19,T1,5,20260513124908,0
T1_100_100_2.wclq,0,0,1022,1028,1059,1039,0.010700389105058366,TIMEOUT,64,fast-v19,T1,5,20260513124908,6
T1_200_2000_8.wclq,200,2000,198,238,461,416,0.7478991596638656,OK,21,fast-v19,T1,5,20260513124908,40
T1_200_250_7.wclq,200,250,1833,1872,2011,1937,0.034722222222222224,OK,75,fast-v19,T1,5,20260513124908,39
T1_50_1000_0.wclq,50,1000,28,28,40,40,0.42857142857142855,OK,27,fast-v19,T1,5,20260513124908,0
T2_1000_20000_9.wclq,1000,20000,5343,6108,7683,7177,0.17501637197118533,OK,24,fast-v19,T2,1,20260513131008,765
T2_150_2000_1.wclq,0,0,503,519,598,598,0.15221579961464354,TIMEOUT,22,fast-v19,T2,1,20260513131008,16
T2_250_2000_3.wclq,250,2000,1003,1068,1224,1183,0.10767790262172285,OK,36,fast-v19,T2,1,20260513131008,65
T2_250_250_8.wclq,250,250,306,306,306,306,0.0,OPT,1,fast-v19,T2,1,20260513131008,0
T2_50_1000_6.wclq,50,1000,11,11,11,11,0.0,OPT,1,fast-v19,T2,1,20260513131008,0
T2_1000_20000_9.wclq,1000,20000,5343,6147,7683,7177,0.1675614120709289,OK,19,fast-v19,T2,2,20260513131545,804
T2_150_2000_1.wclq,150,2000,503,523,598,598,0.14340344168260039,OK,67,fast-v19,T2,2,20260513131545,20
T2_250_2000_3.wclq,250,2000,1003,1062,1224,1183,0.11393596986817325,OK,27,fast-v19,T2,2,20260513131545,59
T2_250_250_8.wclq,250,250,306,306,306,306,0.0,OPT,1,fast-v19,T2,2,20260513131545,0
T2_50_1000_6.wclq,50,1000,11,11,11,11,0.0,OPT,1,fast-v19,T2,2,20260513131545,0
T2_1000_20000_9.wclq,1000,20000,5343,6127,7683,7177,0.17137261302431858,OK,23,fast-v19,T2,3,20260513132400,784
T2_150_2000_1.wclq,150,2000,503,521,598,598,0.14779270633397312,OK,28,fast-v19,T2,3,20260513132400,18
T2_250_2000_3.wclq,250,2000,1003,1067,1224,1183,0.10871602624179943,OK,36,fast-v19,T2,3,20260513132400,64
T2_250_250_8.wclq,250,250,306,306,306,306,0.0,OPT,1,fast-v19,T2,3,20260513132400,0
T2_50_1000_6.wclq,50,1000,11,11,11,11,0.0,OPT,1,fast-v19,T2,3,20260513132400,0
T2_1000_20000_9.wclq,1000,20000,5343,6122,7683,7177,0.17232930414897094,OK,24,fast-v19,T2,4,20260513132400,779
T2_150_2000_1.wclq,150,2000,503,526,598,598,0.13688212927756654,OK,21,fast-v19,T2,4,20260513132400,23
T2_250_2000_3.wclq,250,2000,1003,1068,1224,1183,0.10767790262172285,OK,21,fast-v19,T2,4,20260513132400,65
T2_250_250_8.wclq,250,250,306,306,306,306,0.0,OPT,1,fast-v19,T2,4,20260513132400,0
T2_50_1000_6.wclq,50,1000,11,11,11,11,0.0,OPT,1,fast-v19,T2,4,20260513132400,0
T2_1000_20000_9.wclq,1000,20000,5343,6142,7683,7177,0.16851188537935527,OK,24,fast-v19,T2,5,20260513132928,799
T2_150_2000_1.wclq,0,0,503,523,598,598,0.14340344168260039,TIMEOUT,45,fast-v19,T2,5,20260513132928,20
T2_250_2000_3.wclq,250,2000,1003,1065,1224,1183,0.1107981220657277,OK,32,fast-v19,T2,5,20260513132928,62
T2_250_250_8.wclq,250,250,306,306,306,306,0.0,OPT,1,fast-v19,T2,5,20260513132928,0
T2_50_1000_6.wclq,50,1000,11,11,11,11,0.0,OPT,1,fast-v19,T2,5,20260513132928,0
UDG_1000_200_8.wclq,1000,52120,38,38,41,41,0.07894736842105263,OK,50,fast-v19,UDG,1,20260513132928,0
UDG_100_200_1.wclq,100,598,210,210,210,210,0.0,OPT,1,fast-v19,UDG,1,20260513132928,0
UDG_500_150_3.wclq,500,7564,162,162,162,162,0.0,OPT,1,fast-v19,UDG,1,20260513132928,0
UDG_50_150_0.wclq,50,89,462,462,462,462,0.0,OPT,1,fast-v19,UDG,1,20260513132928,0
UDG_800_200_8.wclq,800,33642,39,39,39,39,0.0,OPT,1,fast-v19,UDG,1,20260513132928,0
UDG_1000_200_8.wclq,1000,52120,38,38,41,41,0.07894736842105263,OK,51,fast-v19,UDG,2,20260513133455,0
UDG_100_200_1.wclq,100,598,210,210,210,210,0.0,OPT,1,fast-v19,UDG,2,20260513133455,0
UDG_500_150_3.wclq,500,7564,162,162,162,162,0.0,OPT,1,fast-v19,UDG,2,20260513133455,0
UDG_50_150_0.wclq,50,89,462,462,462,462,0.0,OPT,1,fast-v19,UDG,2,20260513133455,0
UDG_800_200_8.wclq,800,33642,39,39,39,39,0.0,OPT,1,fast-v19,UDG,2,20260513133455,0
UDG_1000_200_8.wclq,1000,52120,38,38,41,41,0.07894736842105263,OK,47,fast-v19,UDG,3,20260513133611,0
UDG_100_200_1.wclq,100,598,210,210,210,210,0.0,OPT,1,fast-v19,UDG,3,20260513133611,0
UDG_500_150_3.wclq,500,7564,162,162,162,162,0.0,OPT,1,fast-v19,UDG,3,20260513133611,0
UDG_50_150_0.wclq,50,89,462,462,462,462,0.0,OPT,1,fast-v19,UDG,3,20260513133611,0
UDG_800_200_8.wclq,800,33642,39,39,39,39,0.0,OPT,1,fast-v19,UDG,3,20260513133611,0
UDG_1000_200_8.wclq,1000,52120,38,38,41,41,0.07894736842105263,OK,7,fast-v19,UDG,4,20260513133845,0
UDG_100_200_1.wclq,100,598,210,210,210,210,0.0,OPT,1,fast-v19,UDG,4,20260513133845,0
UDG_500_150_3.wclq,500,7564,162,162,162,162,0.0,OPT,1,fast-v19,UDG,4,20260513133845,0
UDG_50_150_0.wclq,50,89,462,462,462,462,0.0,OPT,1,fast-v19,UDG,4,20260513133845,0
UDG_800_200_8.wclq,800,33642,39,39,39,39,0.0,OPT,1,fast-v19,UDG,4,20260513133845,0
UDG_1000_200_8.wclq,1000,52120,38,38,41,41,0.07894736842105263,OK,83,fast-v19,UDG,5,20260513134244,0
UDG_100_200_1.wclq,100,598,210,210,210,210,0.0,OPT,1,fast-v19,UDG,5,20260513134244,0
UDG_500_150_3.wclq,500,7564,162,162,162,162,0.0,OPT,1,fast-v19,UDG,5,20260513134244,0
UDG_50_150_0.wclq,50,89,462,462,462,462,0.0,OPT,1,fast-v19,UDG,5,20260513134244,0
UDG_800_200_8.wclq,800,33642,39,39,39,39,0.0,OPT,1,fast-v19,UDG,5,20260513134244,0
C4000.5.clq,4000,4000268,3,3,9,9,2.0,OK,3,fast-v19,DIMACS,1,20260513111848,0
DSJC500_5.clq,500,62624,11,12,16,16,0.3333333333333333,OK,5,fast-v19,DIMACS,1,20260513111848,1
gen200_p0.9_55.clq,200,17910,5,5,6,6,0.2,OK,2,fast-v19,DIMACS,1,20260513111848,0
hamming6-2.clq,64,1824,5,5,5,5,0.0,OPT,1,fast-v19,DIMACS,1,20260513111848,0
p_hat300-2.clq,300,21928,29,29,31,31,0.06896551724137931,OK,8,fast-v19,DIMACS,1,20260513111848,0
C4000.5.clq,4000,4000268,3,3,9,9,2.0,OK,2,fast-v19,DIMACS,2,20260513112005,0
DSJC500_5.clq,500,62624,11,11,16,16,0.45454545454545453,OK,5,fast-v19,DIMACS,2,20260513112005,0
gen200_p0.9_55.clq,200,17910,5,5,6,6,0.2,OK,2,fast-v19,DIMACS,2,20260513112005,0
hamming6-2.clq,64,1824,5,5,5,5,0.0,OPT,1,fast-v19,DIMACS,2,20260513112005,0
p_hat300-2.clq,300,21928,29,29,31,31,0.06896551724137931,OK,5,fast-v19,DIMACS,2,20260513112005,0
C4000.5.clq,4000,4000268,3,3,9,9,2.0,OK,3,fast-v19,DIMACS,3,20260513112130,0
DSJC500_5.clq,500,62624,11,11,16,16,0.45454545454545453,OK,13,fast-v19,DIMACS,3,20260513112130,0
gen200_p0.9_55.clq,200,17910,5,5,6,6,0.2,OK,3,fast-v19,DIMACS,3,20260513112130,0
hamming6-2.clq,64,1824,5,5,5,5,0.0,OPT,1,fast-v19,DIMACS,3,20260513112130,0
p_hat300-2.clq,300,21928,29,29,31,31,0.06896551724137931,OK,4,fast-v19,DIMACS,3,20260513112130,0
C4000.5.clq,4000,4000268,3,3,9,9,2.0,OK,3,fast-v19,DIMACS,4,20260513112130,0
DSJC500_5.clq,500,62624,11,11,16,16,0.45454545454545453,OK,6,fast-v19,DIMACS,4,20260513112130,0
gen200_p0.9_55.clq,200,17910,5,5,6,6,0.2,OK,2,fast-v19,DIMACS,4,20260513112130,0
hamming6-2.clq,64,1824,5,5,5,5,0.0,OPT,1,fast-v19,DIMACS,4,20260513112130,0
p_hat300-2.clq,300,21928,29,29,31,31,0.06896551724137931,OK,10,fast-v19,DIMACS,4,20260513112130,0
C4000.5.clq,4000,4000268,3,3,9,9,2.0,OK,2,fast-v19,DIMACS,5,20260513112254,0
DSJC500_5.clq,500,62624,11,12,16,16,0.3333333333333333,OK,4,fast-v19,DIMACS,5,20260513112254,1
gen200_p0.9_55.clq,200,17910,5,5,6,6,0.2,OK,3,fast-v19,DIMACS,5,20260513112254,0
hamming6-2.clq,64,1824,5,5,5,5,0.0,OPT,1,fast-v19,DIMACS,5,20260513112254,0
p_hat300-2.clq,300,21928,29,29,31,31,0.06896551724137931,OK,4,fast-v19,DIMACS,5,20260513112254,0
