Instance,PeakMem(MB),Time(s)
T1_200_250_7.wclq,1.49,2512.99
T1_1000_1000_2.wclq,1.73,3639.83
T1_50_1000_0.wclq,1.28,0.62
T1_100_100_2.wclq,1.46,out_of_time
T1_200_2000_8.wclq,1.51,1231.51
