Instance,PeakMem(MB),Time(s)
frb50-23-3.clq,19.01,3600.67
frb40-19-1.clq,8.73,3600.45
frb30-15-1.clq,3.89,0.35
frb56-25-1.clq,26.77,3600.82
frb56-25-4.clq,26.77,3601.13
