dataset,family,baseline_solver,instance,repeats,formats,has_lb_summary,V,E,first_lb_min,first_lb_mean,first_lb_median,best_lb_min,best_lb_mean,best_lb_median,best_lb_max,best_ub_min,best_ub_mean,best_ub_median,final_gap_mean,historical_value_min,historical_value_mean,historical_value_median
T2,fast,dualcc2v3,T2_100_750_6.wclq,5,simple,0,,,,,,,,,,,,,,246.0,246,246
T2,fast,dualcc2v3,T2_100_750_7.wclq,8,simple,0,,,,,,,,,,,,,,356.0,356,356
T2,fast,dualcc2v3,T2_150_1000_0.wclq,5,simple,0,,,,,,,,,,,,,,639.0,639,639
T2,fast,dualcc2v3,T2_150_1000_2.wclq,2,simple,0,,,,,,,,,,,,,,633.0,633,633
T2,fast,dualcc2v3,T2_150_1000_3.wclq,1,simple,0,,,,,,,,,,,,,,557.0,557,557
T2,fast,dualcc2v3,T2_150_1000_4.wclq,4,simple,0,,,,,,,,,,,,,,499.0,499,499
T2,fast,dualcc2v3,T2_150_1000_5.wclq,5,simple,0,,,,,,,,,,,,,,474.0,474,474
T2,fast,dualcc2v3,T2_150_1000_6.wclq,5,simple,0,,,,,,,,,,,,,,424.0,424,424
T2,fast,dualcc2v3,T2_150_1000_7.wclq,4,simple,0,,,,,,,,,,,,,,494.0,494,494
T2,fast,dualcc2v3,T2_150_1000_8.wclq,3,simple,0,,,,,,,,,,,,,,626.0,626,626
T2,fast,dualcc2v3,T2_150_1000_9.wclq,1,simple,0,,,,,,,,,,,,,,640.0,640,640
T2,fast,dualcc2v3,T2_150_150_0.wclq,8,simple,0,,,,,,,,,,,,,,215.0,215,215
T2,fast,dualcc2v3,T2_150_150_1.wclq,8,simple,0,,,,,,,,,,,,,,161.0,161,161
T2,fast,dualcc2v3,T2_150_150_2.wclq,8,simple,0,,,,,,,,,,,,,,187.0,187,187
T2,fast,dualcc2v3,T2_150_150_3.wclq,8,simple,0,,,,,,,,,,,,,,183.0,183,183
T2,fast,dualcc2v3,T2_150_150_4.wclq,8,simple,0,,,,,,,,,,,,,,169.0,169,169
T2,fast,dualcc2v3,T2_150_150_5.wclq,8,simple,0,,,,,,,,,,,,,,158.0,158,158
T2,fast,dualcc2v3,T2_150_150_6.wclq,8,simple,0,,,,,,,,,,,,,,193.0,193,193
T2,fast,dualcc2v3,T2_150_150_7.wclq,8,simple,0,,,,,,,,,,,,,,189.0,189,189
T2,fast,dualcc2v3,T2_150_150_8.wclq,8,simple,0,,,,,,,,,,,,,,189.0,189,189
T2,fast,dualcc2v3,T2_150_150_9.wclq,8,simple,0,,,,,,,,,,,,,,201.0,201,201
T2,fast,dualcc2v3,T2_150_2000_0.wclq,1,simple,0,,,,,,,,,,,,,,958.0,958,958
T2,fast,dualcc2v3,T2_150_2000_1.wclq,5,simple,0,,,,,,,,,,,,,,598.0,598,598
T2,fast,dualcc2v3,T2_150_2000_2.wclq,5,simple,0,,,,,,,,,,,,,,781.0,781,781
T2,fast,dualcc2v3,T2_150_2000_3.wclq,5,simple,0,,,,,,,,,,,,,,699.0,699,699
T2,fast,dualcc2v3,T2_150_2000_4.wclq,5,simple,0,,,,,,,,,,,,,,534.0,534,534
T2,fast,dualcc2v3,T2_150_2000_5.wclq,5,simple,0,,,,,,,,,,,,,,623.0,623,623
T2,fast,dualcc2v3,T2_150_2000_6.wclq,5,simple,0,,,,,,,,,,,,,,553.0,553,553
T2,fast,dualcc2v3,T2_150_2000_7.wclq,1,simple,0,,,,,,,,,,,,,,542.0,542,542
T2,fast,dualcc2v3,T2_150_250_1.wclq,8,simple,0,,,,,,,,,,,,,,207.0,207,207
T2,fast,dualcc2v3,T2_150_250_2.wclq,5,simple,0,,,,,,,,,,,,,,238.0,238,238
T2,fast,dualcc2v3,T2_150_250_3.wclq,8,simple,0,,,,,,,,,,,,,,233.0,233,233
T2,fast,dualcc2v3,T2_150_250_4.wclq,5,simple,0,,,,,,,,,,,,,,227.0,227,227
T2,fast,dualcc2v3,T2_150_250_5.wclq,5,simple,0,,,,,,,,,,,,,,195.0,195,195
T2,fast,dualcc2v3,T2_150_250_6.wclq,8,simple,0,,,,,,,,,,,,,,233.0,233,233
T2,fast,dualcc2v3,T2_150_250_8.wclq,8,simple,0,,,,,,,,,,,,,,242.0,242,242
T2,fast,dualcc2v3,T2_150_250_9.wclq,5,simple,0,,,,,,,,,,,,,,248.0,248,248
T2,fast,dualcc2v3,T2_150_3000_0.wclq,5,simple,0,,,,,,,,,,,,,,1174.0,1174,1174
T2,fast,dualcc2v3,T2_150_3000_1.wclq,5,simple,0,,,,,,,,,,,,,,736.0,736,736
T2,fast,dualcc2v3,T2_150_3000_2.wclq,5,simple,0,,,,,,,,,,,,,,696.0,696,696
T2,fast,dualcc2v3,T2_150_3000_3.wclq,5,simple,0,,,,,,,,,,,,,,1053.0,1053,1053
T2,fast,dualcc2v3,T2_150_3000_4.wclq,5,simple,0,,,,,,,,,,,,,,416.0,416,416
T2,fast,dualcc2v3,T2_150_3000_5.wclq,5,simple,0,,,,,,,,,,,,,,728.0,728,728
T2,fast,dualcc2v3,T2_150_3000_6.wclq,1,simple,0,,,,,,,,,,,,,,610.0,610,610
T2,fast,dualcc2v3,T2_150_3000_7.wclq,5,simple,0,,,,,,,,,,,,,,733.0,733,733
T2,fast,dualcc2v3,T2_150_3000_9.wclq,5,simple,0,,,,,,,,,,,,,,897.0,897,897
T2,fast,dualcc2v3,T2_150_500_0.wclq,8,simple,0,,,,,,,,,,,,,,403.0,403,403
T2,fast,dualcc2v3,T2_150_500_1.wclq,8,simple,0,,,,,,,,,,,,,,294.0,294,294
T2,fast,dualcc2v3,T2_150_500_2.wclq,5,simple,0,,,,,,,,,,,,,,346.0,346,346
T2,fast,dualcc2v3,T2_150_500_3.wclq,5,simple,0,,,,,,,,,,,,,,394.0,394,394
T2,fast,dualcc2v3,T2_150_500_4.wclq,6,simple,0,,,,,,,,,,,,,,340.0,340,340
T2,fast,dualcc2v3,T2_150_500_5.wclq,2,simple,0,,,,,,,,,,,,,,308.0,308,308
T2,fast,dualcc2v3,T2_150_500_6.wclq,5,simple,0,,,,,,,,,,,,,,319.0,319,319
T2,fast,dualcc2v3,T2_150_500_7.wclq,8,simple,0,,,,,,,,,,,,,,338.0,338,338
T2,fast,dualcc2v3,T2_150_500_8.wclq,1,simple,0,,,,,,,,,,,,,,386.0,386,386
T2,fast,dualcc2v3,T2_150_500_9.wclq,8,simple,0,,,,,,,,,,,,,,367.0,367,367
T2,fast,dualcc2v3,T2_150_750_0.wclq,2,simple,0,,,,,,,,,,,,,,572.0,572,572
T2,fast,dualcc2v3,T2_150_750_1.wclq,5,simple,0,,,,,,,,,,,,,,357.0,357,357
T2,fast,dualcc2v3,T2_150_750_2.wclq,5,simple,0,,,,,,,,,,,,,,473.0,473,473
T2,fast,dualcc2v3,T2_150_750_4.wclq,3,simple,0,,,,,,,,,,,,,,431.0,431,431
T2,fast,dualcc2v3,T2_150_750_5.wclq,4,simple,0,,,,,,,,,,,,,,423.0,423,423
T2,fast,dualcc2v3,T2_150_750_7.wclq,4,simple,0,,,,,,,,,,,,,,379.0,379,379
T2,fast,dualcc2v3,T2_150_750_9.wclq,5,simple,0,,,,,,,,,,,,,,496.0,496,496
T2,fast,dualcc2v3,T2_200_1000_0.wclq,5,simple,0,,,,,,,,,,,,,,650.0,650,650
T2,fast,dualcc2v3,T2_200_1000_1.wclq,8,simple,0,,,,,,,,,,,,,,554.0,554,554
T2,fast,dualcc2v3,T2_200_1000_2.wclq,5,simple,0,,,,,,,,,,,,,,563.0,563,563
T2,fast,dualcc2v3,T2_200_1000_3.wclq,5,simple,0,,,,,,,,,,,,,,632.0,632,632
T2,fast,dualcc2v3,T2_200_1000_4.wclq,5,simple,0,,,,,,,,,,,,,,608.0,608,608
T2,fast,dualcc2v3,T2_200_1000_5.wclq,5,simple,0,,,,,,,,,,,,,,546.0,546,546
T2,fast,dualcc2v3,T2_200_1000_6.wclq,5,simple,0,,,,,,,,,,,,,,539.0,539,539
T2,fast,dualcc2v3,T2_200_1000_8.wclq,5,simple,0,,,,,,,,,,,,,,582.0,582,582
T2,fast,dualcc2v3,T2_200_2000_0.wclq,3,simple,0,,,,,,,,,,,,,,1043.0,1043,1043
T2,fast,dualcc2v3,T2_200_2000_1.wclq,5,simple,0,,,,,,,,,,,,,,811.0,811,811
T2,fast,dualcc2v3,T2_200_2000_2.wclq,5,simple,0,,,,,,,,,,,,,,762.0,762,762
T2,fast,dualcc2v3,T2_200_2000_4.wclq,5,simple,0,,,,,,,,,,,,,,912.0,912,912
T2,fast,dualcc2v3,T2_200_2000_5.wclq,5,simple,0,,,,,,,,,,,,,,748.0,748,748
T2,fast,dualcc2v3,T2_200_2000_6.wclq,5,simple,0,,,,,,,,,,,,,,806.0,806,806
T2,fast,dualcc2v3,T2_200_2000_7.wclq,5,simple,0,,,,,,,,,,,,,,887.0,887,887
T2,fast,dualcc2v3,T2_200_2000_8.wclq,4,simple,0,,,,,,,,,,,,,,764.0,764,764
T2,fast,dualcc2v3,T2_200_2000_9.wclq,5,simple,0,,,,,,,,,,,,,,1166.0,1166,1166
T2,fast,dualcc2v3,T2_200_250_0.wclq,5,simple,0,,,,,,,,,,,,,,310.0,310,310
T2,fast,dualcc2v3,T2_200_250_1.wclq,8,simple,0,,,,,,,,,,,,,,257.0,257,257
T2,fast,dualcc2v3,T2_200_250_2.wclq,1,simple,0,,,,,,,,,,,,,,276.0,276,276
T2,fast,dualcc2v3,T2_200_250_3.wclq,8,simple,0,,,,,,,,,,,,,,279.0,279,279
T2,fast,dualcc2v3,T2_200_250_4.wclq,8,simple,0,,,,,,,,,,,,,,264.0,264,264
T2,fast,dualcc2v3,T2_200_250_5.wclq,1,simple,0,,,,,,,,,,,,,,252.0,252,252
T2,fast,dualcc2v3,T2_200_250_6.wclq,8,simple,0,,,,,,,,,,,,,,249.0,249,249
T2,fast,dualcc2v3,T2_200_250_7.wclq,5,simple,0,,,,,,,,,,,,,,271.0,271,271
T2,fast,dualcc2v3,T2_200_250_8.wclq,5,simple,0,,,,,,,,,,,,,,261.0,261,261
T2,fast,dualcc2v3,T2_200_250_9.wclq,5,simple,0,,,,,,,,,,,,,,298.0,298,298
T2,fast,dualcc2v3,T2_200_3000_0.wclq,5,simple,0,,,,,,,,,,,,,,1063.0,1063,1063
T2,fast,dualcc2v3,T2_200_3000_1.wclq,8,simple,0,,,,,,,,,,,,,,916.0,916,916
T2,fast,dualcc2v3,T2_200_3000_3.wclq,5,simple,0,,,,,,,,,,,,,,1170.0,1170,1170
T2,fast,dualcc2v3,T2_200_3000_4.wclq,5,simple,0,,,,,,,,,,,,,,1075.0,1075,1075
T2,fast,dualcc2v3,T2_200_3000_6.wclq,5,simple,0,,,,,,,,,,,,,,938.0,938,938
T2,fast,dualcc2v3,T2_200_3000_7.wclq,3,simple,0,,,,,,,,,,,,,,1063.0,1063,1063
T2,fast,dualcc2v3,T2_200_3000_8.wclq,5,simple,0,,,,,,,,,,,,,,986.0,986,986
T2,fast,dualcc2v3,T2_200_3000_9.wclq,4,simple,0,,,,,,,,,,,,,,1343.0,1343,1343
T2,fast,dualcc2v3,T2_200_500_0.wclq,5,simple,0,,,,,,,,,,,,,,487.0,487,487
T2,fast,dualcc2v3,T2_200_500_1.wclq,8,simple,0,,,,,,,,,,,,,,335.0,335,335
T2,fast,dualcc2v3,T2_200_500_2.wclq,8,simple,0,,,,,,,,,,,,,,347.0,347,347
T2,fast,dualcc2v3,T2_200_500_3.wclq,8,simple,0,,,,,,,,,,,,,,419.0,419,419
T2,fast,dualcc2v3,T2_200_500_4.wclq,8,simple,0,,,,,,,,,,,,,,399.0,399,399
T2,fast,dualcc2v3,T2_200_500_5.wclq,8,simple,0,,,,,,,,,,,,,,347.0,347,347
T2,fast,dualcc2v3,T2_200_500_6.wclq,8,simple,0,,,,,,,,,,,,,,333.0,333,333
T2,fast,dualcc2v3,T2_200_500_7.wclq,8,simple,0,,,,,,,,,,,,,,381.0,381,381
T2,fast,dualcc2v3,T2_200_500_8.wclq,8,simple,0,,,,,,,,,,,,,,359.0,359,359
T2,fast,dualcc2v3,T2_200_500_9.wclq,8,simple,0,,,,,,,,,,,,,,460.0,460,460
T2,fast,dualcc2v3,T2_200_750_0.wclq,7,simple,0,,,,,,,,,,,,,,572.0,572,572
T2,fast,dualcc2v3,T2_200_750_1.wclq,4,simple,0,,,,,,,,,,,,,,463.0,463,463
T2,fast,dualcc2v3,T2_200_750_2.wclq,5,simple,0,,,,,,,,,,,,,,481.0,481,481
T2,fast,dualcc2v3,T2_200_750_5.wclq,8,simple,0,,,,,,,,,,,,,,485.0,485,485
T2,fast,dualcc2v3,T2_200_750_6.wclq,4,simple,0,,,,,,,,,,,,,,443.0,443,443
T2,fast,dualcc2v3,T2_200_750_7.wclq,5,simple,0,,,,,,,,,,,,,,449.0,449,449
T2,fast,dualcc2v3,T2_200_750_8.wclq,5,simple,0,,,,,,,,,,,,,,459.0,459,459
T2,fast,dualcc2v3,T2_200_750_9.wclq,5,simple,0,,,,,,,,,,,,,,594.0,594,594
T2,fast,dualcc2v3,T2_250_1000_0.wclq,6,simple,0,,,,,,,,,,,,,,695.0,695,695
T2,fast,dualcc2v3,T2_250_1000_1.wclq,5,simple,0,,,,,,,,,,,,,,681.0,681,681
T2,fast,dualcc2v3,T2_250_1000_2.wclq,5,simple,0,,,,,,,,,,,,,,675.0,675,675
T2,fast,dualcc2v3,T2_250_1000_3.wclq,4,simple,0,,,,,,,,,,,,,,749.0,749,749
T2,fast,dualcc2v3,T2_250_1000_5.wclq,8,simple,0,,,,,,,,,,,,,,603.0,603,603
T2,fast,dualcc2v3,T2_250_1000_6.wclq,5,simple,0,,,,,,,,,,,,,,622.0,622,622
T2,fast,dualcc2v3,T2_250_1000_7.wclq,5,simple,0,,,,,,,,,,,,,,587.0,587,587
T2,fast,dualcc2v3,T2_250_1000_8.wclq,4,simple,0,,,,,,,,,,,,,,707.0,707,707
T2,fast,dualcc2v3,T2_250_1000_9.wclq,5,simple,0,,,,,,,,,,,,,,749.0,749,749
T2,fast,dualcc2v3,T2_250_2000_1.wclq,5,simple,0,,,,,,,,,,,,,,956.0,956,956
T2,fast,dualcc2v3,T2_250_2000_2.wclq,5,simple,0,,,,,,,,,,,,,,1044.0,1044,1044
T2,fast,dualcc2v3,T2_250_2000_3.wclq,5,simple,0,,,,,,,,,,,,,,1183.0,1183,1183
T2,fast,dualcc2v3,T2_250_2000_4.wclq,5,simple,0,,,,,,,,,,,,,,905.0,905,905
T2,fast,dualcc2v3,T2_250_2000_5.wclq,5,simple,0,,,,,,,,,,,,,,834.0,834,834
T2,fast,dualcc2v3,T2_250_2000_6.wclq,5,simple,0,,,,,,,,,,,,,,904.0,904,904
T2,fast,dualcc2v3,T2_250_2000_7.wclq,4,simple,0,,,,,,,,,,,,,,900.0,900,900
T2,fast,dualcc2v3,T2_250_2000_8.wclq,5,simple,0,,,,,,,,,,,,,,1163.0,1163,1163
T2,fast,dualcc2v3,T2_250_250_0.wclq,5,simple,0,,,,,,,,,,,,,,317.0,317,317
T2,fast,dualcc2v3,T2_250_250_1.wclq,8,simple,0,,,,,,,,,,,,,,294.0,294,294
T2,fast,dualcc2v3,T2_250_250_2.wclq,1,simple,0,,,,,,,,,,,,,,305.0,305,305
T2,fast,dualcc2v3,T2_250_250_3.wclq,8,simple,0,,,,,,,,,,,,,,313.0,313,313
T2,fast,dualcc2v3,T2_250_250_4.wclq,8,simple,0,,,,,,,,,,,,,,332.0,332,332
T2,fast,dualcc2v3,T2_250_250_5.wclq,1,simple,0,,,,,,,,,,,,,,284.0,284,284
T2,fast,dualcc2v3,T2_250_250_6.wclq,8,simple,0,,,,,,,,,,,,,,283.0,283,283
T2,fast,dualcc2v3,T2_250_250_7.wclq,5,simple,0,,,,,,,,,,,,,,295.0,295,295
T2,fast,dualcc2v3,T2_250_250_8.wclq,5,simple,0,,,,,,,,,,,,,,306.0,306,306
T2,fast,dualcc2v3,T2_250_250_9.wclq,5,simple,0,,,,,,,,,,,,,,331.0,331,331
T2,fast,dualcc2v3,T2_250_3000_0.wclq,5,simple,0,,,,,,,,,,,,,,1330.0,1330,1330
T2,fast,dualcc2v3,T2_250_3000_2.wclq,5,simple,0,,,,,,,,,,,,,,1194.0,1194,1194
T2,fast,dualcc2v3,T2_250_3000_3.wclq,5,simple,0,,,,,,,,,,,,,,1479.0,1479.6,1479
T2,fast,dualcc2v3,T2_250_3000_4.wclq,5,simple,0,,,,,,,,,,,,,,1104.0,1104,1104
T2,fast,dualcc2v3,T2_250_3000_5.wclq,5,simple,0,,,,,,,,,,,,,,964.0,964,964
T2,fast,dualcc2v3,T2_250_3000_7.wclq,5,simple,0,,,,,,,,,,,,,,1013.0,1013,1013
T2,fast,dualcc2v3,T2_250_3000_9.wclq,5,simple,0,,,,,,,,,,,,,,1538.0,1538,1538
T2,fast,dualcc2v3,T2_250_5000_1.wclq,5,simple,0,,,,,,,,,,,,,,1521.0,1521,1521
T2,fast,dualcc2v3,T2_250_5000_2.wclq,4,simple,0,,,,,,,,,,,,,,1232.0,1232,1232
T2,fast,dualcc2v3,T2_250_5000_3.wclq,5,simple,0,,,,,,,,,,,,,,1954.0,1954,1954
T2,fast,dualcc2v3,T2_250_5000_4.wclq,5,simple,0,,,,,,,,,,,,,,1361.0,1361,1361
T2,fast,dualcc2v3,T2_250_5000_5.wclq,5,simple,0,,,,,,,,,,,,,,1160.0,1160,1160
T2,fast,dualcc2v3,T2_250_5000_6.wclq,6,simple,0,,,,,,,,,,,,,,1151.0,1151,1151
T2,fast,dualcc2v3,T2_250_5000_8.wclq,5,simple,0,,,,,,,,,,,,,,1640.0,1640,1640
T2,fast,dualcc2v3,T2_250_500_0.wclq,8,simple,0,,,,,,,,,,,,,,430.0,430,430
T2,fast,dualcc2v3,T2_250_500_1.wclq,7,simple,0,,,,,,,,,,,,,,420.0,420,420
T2,fast,dualcc2v3,T2_250_500_2.wclq,8,simple,0,,,,,,,,,,,,,,457.0,457,457
T2,fast,dualcc2v3,T2_250_500_3.wclq,8,simple,0,,,,,,,,,,,,,,466.0,466,466
T2,fast,dualcc2v3,T2_250_500_4.wclq,8,simple,0,,,,,,,,,,,,,,469.0,469,469
T2,fast,dualcc2v3,T2_250_500_5.wclq,8,simple,0,,,,,,,,,,,,,,406.0,406,406
T2,fast,dualcc2v3,T2_250_500_6.wclq,8,simple,0,,,,,,,,,,,,,,434.0,434,434
T2,fast,dualcc2v3,T2_250_500_7.wclq,8,simple,0,,,,,,,,,,,,,,385.0,385,385
T2,fast,dualcc2v3,T2_250_500_8.wclq,8,simple,0,,,,,,,,,,,,,,459.0,459,459
T2,fast,dualcc2v3,T2_250_500_9.wclq,8,simple,0,,,,,,,,,,,,,,481.0,481,481
T2,fast,dualcc2v3,T2_250_750_0.wclq,5,simple,0,,,,,,,,,,,,,,576.0,576,576
T2,fast,dualcc2v3,T2_250_750_1.wclq,4,simple,0,,,,,,,,,,,,,,575.0,575,575
T2,fast,dualcc2v3,T2_250_750_2.wclq,5,simple,0,,,,,,,,,,,,,,574.0,574,574
T2,fast,dualcc2v3,T2_250_750_5.wclq,8,simple,0,,,,,,,,,,,,,,520.0,520,520
T2,fast,dualcc2v3,T2_250_750_6.wclq,4,simple,0,,,,,,,,,,,,,,543.0,543,543
T2,fast,dualcc2v3,T2_250_750_7.wclq,7,simple,0,,,,,,,,,,,,,,491.0,491,491
T2,fast,dualcc2v3,T2_250_750_8.wclq,5,simple,0,,,,,,,,,,,,,,610.0,610,610
T2,fast,dualcc2v3,T2_250_750_9.wclq,7,simple,0,,,,,,,,,,,,,,592.0,592,592
T2,fast,dualcc2v3,T2_300_1000_0.wclq,5,simple,0,,,,,,,,,,,,,,736.0,736,736
T2,fast,dualcc2v3,T2_300_1000_1.wclq,4,simple,0,,,,,,,,,,,,,,653.0,653,653
T2,fast,dualcc2v3,T2_300_1000_2.wclq,5,simple,0,,,,,,,,,,,,,,761.0,761,761
T2,fast,dualcc2v3,T2_300_1000_5.wclq,5,simple,0,,,,,,,,,,,,,,625.0,625,625
T2,fast,dualcc2v3,T2_300_1000_6.wclq,5,simple,0,,,,,,,,,,,,,,682.0,682,682
T2,fast,dualcc2v3,T2_300_1000_7.wclq,5,simple,0,,,,,,,,,,,,,,729.0,729,729
T2,fast,dualcc2v3,T2_300_1000_8.wclq,5,simple,0,,,,,,,,,,,,,,774.0,774,774
T2,fast,dualcc2v3,T2_300_1000_9.wclq,5,simple,0,,,,,,,,,,,,,,877.0,877,877
T2,fast,dualcc2v3,T2_300_2000_1.wclq,5,simple,0,,,,,,,,,,,,,,887.0,887,887
T2,fast,dualcc2v3,T2_300_2000_2.wclq,5,simple,0,,,,,,,,,,,,,,1174.0,1174,1174
T2,fast,dualcc2v3,T2_300_2000_3.wclq,5,simple,0,,,,,,,,,,,,,,1105.0,1105,1105
T2,fast,dualcc2v3,T2_300_2000_4.wclq,5,simple,0,,,,,,,,,,,,,,1264.0,1264,1264
T2,fast,dualcc2v3,T2_300_2000_5.wclq,4,simple,0,,,,,,,,,,,,,,994.0,994,994
T2,fast,dualcc2v3,T2_300_2000_6.wclq,5,simple,0,,,,,,,,,,,,,,1025.0,1025,1025
T2,fast,dualcc2v3,T2_300_2000_8.wclq,5,simple,0,,,,,,,,,,,,,,1177.0,1177,1177
T2,fast,dualcc2v3,T2_300_2000_9.wclq,4,simple,0,,,,,,,,,,,,,,1133.0,1133,1133
T2,fast,dualcc2v3,T2_300_3000_0.wclq,5,simple,0,,,,,,,,,,,,,,1401.0,1401,1401
T2,fast,dualcc2v3,T2_300_3000_2.wclq,5,simple,0,,,,,,,,,,,,,,1399.0,1399,1399
T2,fast,dualcc2v3,T2_300_3000_3.wclq,5,simple,0,,,,,,,,,,,,,,1493.0,1493,1493
T2,fast,dualcc2v3,T2_300_3000_4.wclq,4,simple,0,,,,,,,,,,,,,,1391.0,1391,1391
T2,fast,dualcc2v3,T2_300_3000_5.wclq,5,simple,0,,,,,,,,,,,,,,1295.0,1295,1295
T2,fast,dualcc2v3,T2_300_3000_7.wclq,5,simple,0,,,,,,,,,,,,,,1193.0,1193,1193
T2,fast,dualcc2v3,T2_300_3000_8.wclq,3,simple,0,,,,,,,,,,,,,,1453.0,1453,1453
T2,fast,dualcc2v3,T2_300_3000_9.wclq,5,simple,0,,,,,,,,,,,,,,1548.0,1548,1548
T2,fast,dualcc2v3,T2_300_300_0.wclq,2,simple,0,,,,,,,,,,,,,,393.0,393,393
T2,fast,dualcc2v3,T2_300_300_1.wclq,5,simple,0,,,,,,,,,,,,,,339.0,339,339
T2,fast,dualcc2v3,T2_300_300_3.wclq,8,simple,0,,,,,,,,,,,,,,375.0,375,375
T2,fast,dualcc2v3,T2_300_300_4.wclq,8,simple,0,,,,,,,,,,,,,,376.0,376,376
T2,fast,dualcc2v3,T2_300_300_6.wclq,5,simple,0,,,,,,,,,,,,,,359.0,359,359
T2,fast,dualcc2v3,T2_300_300_7.wclq,5,simple,0,,,,,,,,,,,,,,352.0,352,352
T2,fast,dualcc2v3,T2_300_300_8.wclq,7,simple,0,,,,,,,,,,,,,,373.0,373,373
T2,fast,dualcc2v3,T2_300_300_9.wclq,5,simple,0,,,,,,,,,,,,,,413.0,413,413
T2,fast,dualcc2v3,T2_300_5000_1.wclq,5,simple,0,,,,,,,,,,,,,,1538.0,1538,1538
T2,fast,dualcc2v3,T2_300_5000_2.wclq,5,simple,0,,,,,,,,,,,,,,1490.0,1490,1490
T2,fast,dualcc2v3,T2_300_5000_3.wclq,5,simple,0,,,,,,,,,,,,,,2076.0,2076,2076
T2,fast,dualcc2v3,T2_300_5000_4.wclq,5,simple,0,,,,,,,,,,,,,,1454.0,1454,1454
T2,fast,dualcc2v3,T2_300_5000_5.wclq,5,simple,0,,,,,,,,,,,,,,1462.0,1462,1462
T2,fast,dualcc2v3,T2_300_5000_6.wclq,5,simple,0,,,,,,,,,,,,,,1389.0,1389,1389
T2,fast,dualcc2v3,T2_300_5000_8.wclq,5,simple,0,,,,,,,,,,,,,,1665.0,1665,1665
T2,fast,dualcc2v3,T2_300_500_0.wclq,8,simple,0,,,,,,,,,,,,,,521.0,521,521
T2,fast,dualcc2v3,T2_300_500_1.wclq,8,simple,0,,,,,,,,,,,,,,416.0,416,416
T2,fast,dualcc2v3,T2_300_500_2.wclq,8,simple,0,,,,,,,,,,,,,,479.0,479,479
T2,fast,dualcc2v3,T2_300_500_3.wclq,8,simple,0,,,,,,,,,,,,,,493.0,493,493
T2,fast,dualcc2v3,T2_300_500_4.wclq,8,simple,0,,,,,,,,,,,,,,491.0,491,491
T2,fast,dualcc2v3,T2_300_500_5.wclq,8,simple,0,,,,,,,,,,,,,,442.0,442,442
T2,fast,dualcc2v3,T2_300_500_6.wclq,8,simple,0,,,,,,,,,,,,,,463.0,463,463
T2,fast,dualcc2v3,T2_300_500_7.wclq,8,simple,0,,,,,,,,,,,,,,436.0,436,436
T2,fast,dualcc2v3,T2_300_500_8.wclq,8,simple,0,,,,,,,,,,,,,,485.0,485,485
T2,fast,dualcc2v3,T2_300_500_9.wclq,8,simple,0,,,,,,,,,,,,,,552.0,552,552
T2,fast,dualcc2v3,T2_300_750_1.wclq,8,simple,0,,,,,,,,,,,,,,555.0,555,555
T2,fast,dualcc2v3,T2_300_750_2.wclq,2,simple,0,,,,,,,,,,,,,,649.0,649,649
T2,fast,dualcc2v3,T2_300_750_3.wclq,5,simple,0,,,,,,,,,,,,,,646.0,646,646
T2,fast,dualcc2v3,T2_300_750_4.wclq,5,simple,0,,,,,,,,,,,,,,645.0,645,645
T2,fast,dualcc2v3,T2_300_750_5.wclq,2,simple,0,,,,,,,,,,,,,,540.0,540,540
T2,fast,dualcc2v3,T2_300_750_6.wclq,8,simple,0,,,,,,,,,,,,,,572.0,572,572
T2,fast,dualcc2v3,T2_300_750_8.wclq,6,simple,0,,,,,,,,,,,,,,642.0,642,642
T2,fast,dualcc2v3,T2_500_10000_1.wclq,8,simple,0,,,,,,,,,,,,,,3425.0,3425,3425
T2,fast,dualcc2v3,T2_500_10000_2.wclq,5,simple,0,,,,,,,,,,,,,,3170.0,3170,3170
T2,fast,dualcc2v3,T2_500_10000_3.wclq,5,simple,0,,,,,,,,,,,,,,3779.0,3779,3779
T2,fast,dualcc2v3,T2_500_10000_4.wclq,5,simple,0,,,,,,,,,,,,,,3308.0,3308,3308
T2,fast,dualcc2v3,T2_500_10000_5.wclq,5,simple,0,,,,,,,,,,,,,,2707.0,2707,2707
T2,fast,dualcc2v3,T2_500_10000_6.wclq,8,simple,0,,,,,,,,,,,,,,2940.0,2940,2940
T2,fast,dualcc2v3,T2_500_10000_8.wclq,8,simple,0,,,,,,,,,,,,,,3013.0,3013,3013
T2,fast,dualcc2v3,T2_500_1000_0.wclq,5,simple,0,,,,,,,,,,,,,,975.0,975,975
T2,fast,dualcc2v3,T2_500_1000_1.wclq,5,simple,0,,,,,,,,,,,,,,870.0,870,870
T2,fast,dualcc2v3,T2_500_1000_2.wclq,8,simple,0,,,,,,,,,,,,,,895.0,895,895
T2,fast,dualcc2v3,T2_500_1000_4.wclq,2,simple,0,,,,,,,,,,,,,,907.0,907,907
T2,fast,dualcc2v3,T2_500_1000_5.wclq,8,simple,0,,,,,,,,,,,,,,875.0,875,875
T2,fast,dualcc2v3,T2_500_1000_6.wclq,5,simple,0,,,,,,,,,,,,,,929.0,929,929
T2,fast,dualcc2v3,T2_500_1000_7.wclq,8,simple,0,,,,,,,,,,,,,,818.0,818,818
T2,fast,dualcc2v3,T2_500_1000_8.wclq,2,simple,0,,,,,,,,,,,,,,911.0,911,911
