dataset,family,baseline_solver,instance,repeats,formats,has_lb_summary,V,E,first_lb_min,first_lb_mean,first_lb_median,best_lb_min,best_lb_mean,best_lb_median,best_lb_max,best_ub_min,best_ub_mean,best_ub_median,final_gap_mean,historical_value_min,historical_value_mean,historical_value_median
DIMACS,deep,dualdeep,san200_0.9_2.clq,10,summary,1,200,17910,4,4,4,4,4,4,4,4,4,4,0.0,4,4,4
DIMACS,deep,dualdeep,san200_0.9_3.clq,10,summary,1,200,17910,5,5,5,5,5,5,5,6,6,6,0.1667,6,6,6
DIMACS,deep,dualdeep,san400_0.5_1.clq,10,summary,1,400,39900,7,7,7,7,7,7,7,9,9,9,0.2222,9,9,9
DIMACS,deep,dualdeep,san400_0.7_1.clq,10,summary,1,400,55860,6,6,6,7,7,7,7,7,7,7,0.0,7,7,7
DIMACS,deep,dualdeep,san400_0.7_2.clq,10,summary,1,400,55860,5,5,5,5,5,5,5,7,7,7,0.2857,7,7,7
DIMACS,deep,dualdeep,san400_0.7_3.clq,10,summary,1,400,55860,6,6,6,6,6,6,6,7,7,7,0.1429,7,7,7
DIMACS,deep,dualdeep,san400_0.9_1.clq,10,summary,1,400,71820,3,3,3,3,3,3,3,3,3,3,0.0,3,3,3
DIMACS,deep,dualdeep,sanr200_0.7.clq,2,summary,1,200,13868,11,11,11,12,12,12,12,14,14,14,0.1429,14,14,14
DIMACS,deep,dualdeep,sanr200_0.9.clq,10,summary,1,200,17863,5,5,5,5,5,5,5,6,6,6,0.1667,6,6,6
DIMACS,deep,dualdeep,sanr400_0.5.clq,10,summary,1,400,39984,14,14,14,15,15,15,15,17,17,17,0.1176,17,17,17
DIMACS,deep,dualdeep,sanr400_0.7.clq,10,summary,1,400,55869,6,6,6,7,7,7,7,7,7,7,0.0,7,7,7
DIMACS,fast,dualcc2v3,C1000.9.clq,10,simple,0,,,,,,,,,,,,,,3.0,3,3
DIMACS,fast,dualcc2v3,C125.9.clq,10,simple,0,,,,,,,,,,,,,,7.0,7,7
DIMACS,fast,dualcc2v3,C2000.5.clq,10,simple,0,,,,,,,,,,,,,,10.0,10,10
DIMACS,fast,dualcc2v3,C2000.9.clq,10,simple,0,,,,,,,,,,,,,,3.0,3,3
DIMACS,fast,dualcc2v3,C250.9.clq,10,simple,0,,,,,,,,,,,,,,5.0,5,5
DIMACS,fast,dualcc2v3,C4000.5.clq,10,simple,0,,,,,,,,,,,,,,9.0,9,9
DIMACS,fast,dualcc2v3,C500.9.clq,10,simple,0,,,,,,,,,,,,,,4.0,4,4
DIMACS,fast,dualcc2v3,DSJC1000_5.clq,10,simple,0,,,,,,,,,,,,,,13.0,13,13
DIMACS,fast,dualcc2v3,DSJC500_5.clq,10,simple,0,,,,,,,,,,,,,,16.0,16,16
DIMACS,fast,dualcc2v3,MANN_a27.clq,10,simple,0,,,,,,,,,,,,,,4.0,4,4
DIMACS,fast,dualcc2v3,MANN_a45.clq,10,simple,0,,,,,,,,,,,,,,2.0,2,2
DIMACS,fast,dualcc2v3,MANN_a81.clq,10,simple,0,,,,,,,,,,,,,,2.0,2,2
DIMACS,fast,dualcc2v3,MANN_a9.clq,10,simple,0,,,,,,,,,,,,,,5.0,5,5
DIMACS,fast,dualcc2v3,brock200_1.clq,10,simple,0,,,,,,,,,,,,,,13.0,13,13
DIMACS,fast,dualcc2v3,brock200_2.clq,10,simple,0,,,,,,,,,,,,,,23.0,23,23
DIMACS,fast,dualcc2v3,brock200_3.clq,10,simple,0,,,,,,,,,,,,,,22.0,22,22
DIMACS,fast,dualcc2v3,brock200_4.clq,10,simple,0,,,,,,,,,,,,,,11.0,11,11
DIMACS,fast,dualcc2v3,brock400_1.clq,10,simple,0,,,,,,,,,,,,,,6.0,6,6
DIMACS,fast,dualcc2v3,brock400_2.clq,10,simple,0,,,,,,,,,,,,,,6.0,6,6
DIMACS,fast,dualcc2v3,brock400_3.clq,10,simple,0,,,,,,,,,,,,,,8.0,8,8
DIMACS,fast,dualcc2v3,brock400_4.clq,10,simple,0,,,,,,,,,,,,,,8.0,8,8
DIMACS,fast,dualcc2v3,brock800_1.clq,10,simple,0,,,,,,,,,,,,,,8.0,8,8
DIMACS,fast,dualcc2v3,brock800_2.clq,10,simple,0,,,,,,,,,,,,,,7.0,7,7
DIMACS,fast,dualcc2v3,brock800_3.clq,10,simple,0,,,,,,,,,,,,,,7.0,7,7
DIMACS,fast,dualcc2v3,brock800_4.clq,10,simple,0,,,,,,,,,,,,,,7.0,7,7
DIMACS,fast,dualcc2v3,c-fat200-1.clq,10,simple,0,,,,,,,,,,,,,,226.0,226,226
DIMACS,fast,dualcc2v3,c-fat200-2.clq,10,simple,0,,,,,,,,,,,,,,57.0,57,57
DIMACS,fast,dualcc2v3,c-fat200-5.clq,10,simple,0,,,,,,,,,,,,,,9.0,9,9
DIMACS,fast,dualcc2v3,c-fat500-1.clq,10,simple,0,,,,,,,,,,,,,,522.0,522,522
DIMACS,fast,dualcc2v3,c-fat500-10.clq,10,simple,0,,,,,,,,,,,,,,10.0,10,10
DIMACS,fast,dualcc2v3,c-fat500-2.clq,10,simple,0,,,,,,,,,,,,,,261.0,261,261
DIMACS,fast,dualcc2v3,c-fat500-5.clq,10,simple,0,,,,,,,,,,,,,,20.0,20,20
DIMACS,fast,dualcc2v3,gen200_p0.9_44.clq,10,simple,0,,,,,,,,,,,,,,4.0,4,4
DIMACS,fast,dualcc2v3,gen200_p0.9_55.clq,10,simple,0,,,,,,,,,,,,,,6.0,6,6
DIMACS,fast,dualcc2v3,gen400_p0.9_55.clq,10,simple,0,,,,,,,,,,,,,,4.0,4,4
DIMACS,fast,dualcc2v3,gen400_p0.9_65.clq,10,simple,0,,,,,,,,,,,,,,4.0,4,4
DIMACS,fast,dualcc2v3,gen400_p0.9_75.clq,10,simple,0,,,,,,,,,,,,,,4.0,4,4
DIMACS,fast,dualcc2v3,hamming10-2.clq,10,simple,0,,,,,,,,,,,,,,2.0,2,2
DIMACS,fast,dualcc2v3,hamming10-4.clq,10,simple,0,,,,,,,,,,,,,,3.0,3,3
DIMACS,fast,dualcc2v3,hamming6-2.clq,10,simple,0,,,,,,,,,,,,,,5.0,5,5
DIMACS,fast,dualcc2v3,hamming6-4.clq,10,simple,0,,,,,,,,,,,,,,44.0,44,44
DIMACS,fast,dualcc2v3,hamming8-2.clq,10,simple,0,,,,,,,,,,,,,,3.0,3,3
DIMACS,fast,dualcc2v3,hamming8-4.clq,10,simple,0,,,,,,,,,,,,,,17.0,17,17
DIMACS,fast,dualcc2v3,johnson16-2-4.clq,10,simple,0,,,,,,,,,,,,,,9.0,9,9
DIMACS,fast,dualcc2v3,johnson32-2-4.clq,10,simple,0,,,,,,,,,,,,,,4.0,4,4
DIMACS,fast,dualcc2v3,johnson8-2-4.clq,10,simple,0,,,,,,,,,,,,,,9.0,9,9
DIMACS,fast,dualcc2v3,johnson8-4-4.clq,10,simple,0,,,,,,,,,,,,,,16.0,16,16
DIMACS,fast,dualcc2v3,keller4.clq,10,simple,0,,,,,,,,,,,,,,25.0,25,25
DIMACS,fast,dualcc2v3,keller5.clq,10,simple,0,,,,,,,,,,,,,,7.0,7,7
DIMACS,fast,dualcc2v3,keller6.clq,10,simple,0,,,,,,,,,,,,,,4.0,4,4
DIMACS,fast,dualcc2v3,p_hat1000-1.clq,10,simple,0,,,,,,,,,,,,,,42.0,42,42
DIMACS,fast,dualcc2v3,p_hat1000-2.clq,10,simple,0,,,,,,,,,,,,,,13.0,13,13
DIMACS,fast,dualcc2v3,p_hat1000-3.clq,10,simple,0,,,,,,,,,,,,,,5.0,5,5
DIMACS,fast,dualcc2v3,p_hat1500-1.clq,10,simple,0,,,,,,,,,,,,,,56.0,56,56
DIMACS,fast,dualcc2v3,p_hat1500-2.clq,10,simple,0,,,,,,,,,,,,,,14.0,14,14
DIMACS,fast,dualcc2v3,p_hat1500-3.clq,10,simple,0,,,,,,,,,,,,,,5.0,5,5
DIMACS,fast,dualcc2v3,p_hat300-1.clq,8,simple,0,,,,,,,,,,,,,,99.0,99,99
DIMACS,fast,dualcc2v3,p_hat300-2.clq,10,simple,0,,,,,,,,,,,,,,31.0,31,31
DIMACS,fast,dualcc2v3,p_hat300-3.clq,10,simple,0,,,,,,,,,,,,,,8.0,8,8
DIMACS,fast,dualcc2v3,p_hat500-1.clq,9,simple,0,,,,,,,,,,,,,,81.0,81,81
DIMACS,fast,dualcc2v3,p_hat500-2.clq,10,simple,0,,,,,,,,,,,,,,20.0,20,20
DIMACS,fast,dualcc2v3,p_hat500-3.clq,10,simple,0,,,,,,,,,,,,,,7.0,7,7
DIMACS,fast,dualcc2v3,p_hat700-1.clq,10,simple,0,,,,,,,,,,,,,,67.0,67,67
DIMACS,fast,dualcc2v3,p_hat700-2.clq,10,simple,0,,,,,,,,,,,,,,21.0,21,21
DIMACS,fast,dualcc2v3,p_hat700-3.clq,10,simple,0,,,,,,,,,,,,,,6.0,6,6
DIMACS,fast,dualcc2v3,san1000.clq,10,simple,0,,,,,,,,,,,,,,6.0,6,6
DIMACS,fast,dualcc2v3,san200_0.7_1.clq,10,simple,0,,,,,,,,,,,,,,9.0,9,9
DIMACS,fast,dualcc2v3,san200_0.7_2.clq,10,simple,0,,,,,,,,,,,,,,15.0,15,15
DIMACS,fast,dualcc2v3,san200_0.9_1.clq,10,simple,0,,,,,,,,,,,,,,6.0,6,6
DIMACS,fast,dualcc2v3,san200_0.9_2.clq,10,simple,0,,,,,,,,,,,,,,4.0,4,4
DIMACS,fast,dualcc2v3,san200_0.9_3.clq,10,simple,0,,,,,,,,,,,,,,6.0,6,6
DIMACS,fast,dualcc2v3,san400_0.5_1.clq,10,simple,0,,,,,,,,,,,,,,9.0,9,9
DIMACS,fast,dualcc2v3,san400_0.7_1.clq,10,simple,0,,,,,,,,,,,,,,7.0,7,7
DIMACS,fast,dualcc2v3,san400_0.7_2.clq,10,simple,0,,,,,,,,,,,,,,7.0,7,7
DIMACS,fast,dualcc2v3,san400_0.7_3.clq,10,simple,0,,,,,,,,,,,,,,7.0,7,7
DIMACS,fast,dualcc2v3,san400_0.9_1.clq,10,simple,0,,,,,,,,,,,,,,3.0,3,3
DIMACS,fast,dualcc2v3,sanr200_0.7.clq,10,simple,0,,,,,,,,,,,,,,14.0,14,14
DIMACS,fast,dualcc2v3,sanr200_0.9.clq,10,simple,0,,,,,,,,,,,,,,6.0,6,6
DIMACS,fast,dualcc2v3,sanr400_0.5.clq,10,simple,0,,,,,,,,,,,,,,17.0,17,17
DIMACS,fast,dualcc2v3,sanr400_0.7.clq,10,simple,0,,,,,,,,,,,,,,7.0,7,7
DIMACS10,deep,dualdeep,333SP.clq,10,simple,0,,,,,,,,,,,,,,36842482.0,37278898.5,37077050
DIMACS10,deep,dualdeep,G_n_pin_pout.clq,10,simple,0,,,,,,,,,,,,,,585868.0,586154.1,586182.5
DIMACS10,deep,dualdeep,as-22july06.clq,10,simple,0,,,,,,,,,,,,,,166420.0,166420,166420
DIMACS10,deep,dualdeep,audikw1.clq,10,simple,0,,,,,,,,,,,,,,454603.0,455320.4,455377.5
DIMACS10,deep,dualdeep,belgium_osm.clq,10,simple,0,,,,,,,,,,,,,,45431474.0,45469314.1,45462916
DIMACS10,deep,dualdeep,cage15.clq,10,simple,0,,,,,,,,,,,,,,15741902.0,15742077.9,15742099
DIMACS10,deep,dualdeep,caidaRouterLevel.clq,10,simple,0,,,,,,,,,,,,,,3173164.0,3173434.4,3173430
DIMACS10,deep,dualdeep,citationCiteseer.clq,10,simple,0,,,,,,,,,,,,,,3111819.0,3111980.5,3111985.5
DIMACS10,deep,dualdeep,cnr-2000.clq,10,simple,0,,,,,,,,,,,,,,2132919.0,2133170.3,2133223.5
DIMACS10,deep,dualdeep,coAuthorsCiteseer.clq,10,simple,0,,,,,,,,,,,,,,2862521.0,2862562,2862564.5
DIMACS10,deep,dualdeep,coAuthorsDBLP.clq,10,simple,0,,,,,,,,,,,,,,3793018.0,3793063.5,3793067.5
DIMACS10,deep,dualdeep,coPapersCiteseer.clq,10,simple,0,,,,,,,,,,,,,,1807670.0,1808034.5,1807984.5
DIMACS10,deep,dualdeep,coPapersDBLP.clq,10,simple,0,,,,,,,,,,,,,,2471513.0,2471684.8,2471664
DIMACS10,deep,dualdeep,cond-mat-2005.clq,10,simple,0,,,,,,,,,,,,,,552550.0,552555.1,552554
DIMACS10,deep,dualdeep,ecology1.clq,10,simple,0,,,,,,,,,,,,,,20425008.0,20497332.4,20485472.5
DIMACS10,deep,dualdeep,eu-2005.clq,10,simple,0,,,,,,,,,,,,,,2809630.0,2809844.3,2809788.5
DIMACS10,deep,dualdeep,in-2004.clq,10,simple,0,,,,,,,,,,,,,,7415710.0,7416436.9,7416332
DIMACS10,deep,dualdeep,kron_g500-logn16.clq,10,simple,0,,,,,,,,,,,,,,1313389.0,1313389,1313389
DIMACS10,deep,dualdeep,ldoor.clq,10,simple,0,,,,,,,,,,,,,,1100176.0,1101522.5,1101541.5
DIMACS10,deep,dualdeep,luxembourg_osm.clq,10,simple,0,,,,,,,,,,,,,,3691688.0,3692257.2,3692356.5
DIMACS10,deep,dualdeep,preferentialAttachment.clq,10,simple,0,,,,,,,,,,,,,,486843.0,486997.1,486977.5
DIMACS10,deep,dualdeep,rgg_n_2_17_s0.clq,10,simple,0,,,,,,,,,,,,,,448151.0,448266.6,448285
DIMACS10,deep,dualdeep,rgg_n_2_19_s0.clq,10,simple,0,,,,,,,,,,,,,,1513430.0,1513879.1,1513980.5
DIMACS10,deep,dualdeep,rgg_n_2_20_s0.clq,10,simple,0,,,,,,,,,,,,,,2779897.0,2780203.6,2780161
DIMACS10,deep,dualdeep,rgg_n_2_21_s0.clq,10,simple,0,,,,,,,,,,,,,,5142857.0,5143945.9,5143948
DIMACS10,deep,dualdeep,rgg_n_2_22_s0.clq,10,simple,0,,,,,,,,,,,,,,9849601.0,9849724.7,9849724.5
DIMACS10,deep,dualdeep,rgg_n_2_23_s0.clq,10,simple,0,,,,,,,,,,,,,,18327530.0,18327676.9,18327683.5
DIMACS10,deep,dualdeep,rgg_n_2_24_s0.clq,10,simple,0,,,,,,,,,,,,,,34159798.0,34160076.2,34160071.5
DIMACS10,deep,dualdeep,smallworld.clq,10,simple,0,,,,,,,,,,,,,,976501.0,977563.2,977640
DIMACS10,deep,dualdeep,uk-2002.clq,10,simple,0,,,,,,,,,,,,,,100858168.0,100875915.4,100874615
DIMACS10,deep,dualdeep,wave.clq,10,simple,0,,,,,,,,,,,,,,664348.0,664613.3,664546.5
DIMACS10,fast,dualcc2v3,333SP.clq,10,simple,0,,,,,,,,,,,,,,39044770.0,39231586.2,39223945.5
DIMACS10,fast,dualcc2v3,G_n_pin_pout.clq,10,simple,0,,,,,,,,,,,,,,591324.0,591690.9,591720.5
DIMACS10,fast,dualcc2v3,as-22july06.clq,10,simple,0,,,,,,,,,,,,,,166420.0,166420,166420
DIMACS10,fast,dualcc2v3,audikw1.clq,10,simple,0,,,,,,,,,,,,,,492569.0,493929.8,494039.5
DIMACS10,fast,dualcc2v3,belgium_osm.clq,10,simple,0,,,,,,,,,,,,,,46657438.0,46814484,46786415
DIMACS10,fast,dualcc2v3,cage15.clq,10,simple,0,,,,,,,,,,,,,,17387466.0,17430346,17435936.5
DIMACS10,fast,dualcc2v3,caidaRouterLevel.clq,10,simple,0,,,,,,,,,,,,,,3177438.0,3177688.6,3177731
DIMACS10,fast,dualcc2v3,citationCiteseer.clq,10,simple,0,,,,,,,,,,,,,,3112061.0,3112182.3,3112185.5
DIMACS10,fast,dualcc2v3,cnr-2000.clq,10,simple,0,,,,,,,,,,,,,,2135812.0,2136023.3,2136015.5
DIMACS10,fast,dualcc2v3,coAuthorsCiteseer.clq,10,simple,0,,,,,,,,,,,,,,2862642.0,2862680.3,2862675
DIMACS10,fast,dualcc2v3,coAuthorsDBLP.clq,10,simple,0,,,,,,,,,,,,,,3793062.0,3793126.8,3793133
DIMACS10,fast,dualcc2v3,coPapersCiteseer.clq,10,simple,0,,,,,,,,,,,,,,1801710.0,1801817.7,1801836
DIMACS10,fast,dualcc2v3,coPapersDBLP.clq,10,simple,0,,,,,,,,,,,,,,2471865.0,2472029.3,2472055.5
DIMACS10,fast,dualcc2v3,cond-mat-2005.clq,10,simple,0,,,,,,,,,,,,,,552548.0,552558.2,552560
DIMACS10,fast,dualcc2v3,ecology1.clq,10,simple,0,,,,,,,,,,,,,,24009839.0,24206036.7,24196370.5
DIMACS10,fast,dualcc2v3,eu-2005.clq,10,simple,0,,,,,,,,,,,,,,2812338.0,2812701,2812698.5
DIMACS10,fast,dualcc2v3,in-2004.clq,10,simple,0,,,,,,,,,,,,,,7420232.0,7420561,7420527
DIMACS10,fast,dualcc2v3,kron_g500-logn16.clq,5,simple,0,,,,,,,,,,,,,,1313389.0,1313389,1313389
DIMACS10,fast,dualcc2v3,ldoor.clq,10,simple,0,,,,,,,,,,,,,,1124884.0,1125778.2,1125935
DIMACS10,fast,dualcc2v3,luxembourg_osm.clq,10,simple,0,,,,,,,,,,,,,,3696962.0,3698765.9,3698217
DIMACS10,fast,dualcc2v3,preferentialAttachment.clq,10,simple,0,,,,,,,,,,,,,,496906.0,497439.5,497451
DIMACS10,fast,dualcc2v3,rgg_n_2_17_s0.clq,10,simple,0,,,,,,,,,,,,,,448282.0,448402.4,448414
DIMACS10,fast,dualcc2v3,rgg_n_2_19_s0.clq,10,simple,0,,,,,,,,,,,,,,1514730.0,1515107.6,1515118
DIMACS10,fast,dualcc2v3,rgg_n_2_20_s0.clq,10,simple,0,,,,,,,,,,,,,,2787430.0,2788732.9,2788658
DIMACS10,fast,dualcc2v3,rgg_n_2_21_s0.clq,10,simple,0,,,,,,,,,,,,,,5160483.0,5161799.8,5161163.5
DIMACS10,fast,dualcc2v3,rgg_n_2_22_s0.clq,10,simple,0,,,,,,,,,,,,,,9550363.0,9561429.6,9559710
DIMACS10,fast,dualcc2v3,rgg_n_2_23_s0.clq,10,simple,0,,,,,,,,,,,,,,17817656.0,17836262.5,17834011.5
DIMACS10,fast,dualcc2v3,rgg_n_2_24_s0.clq,10,simple,0,,,,,,,,,,,,,,33316424.0,33317969.3,33318101.5
DIMACS10,fast,dualcc2v3,smallworld.clq,10,simple,0,,,,,,,,,,,,,,980983.0,981685.2,981739.5
DIMACS10,fast,dualcc2v3,uk-2002.clq,5,simple,0,,,,,,,,,,,,,,97150842.0,97158097,97155680
DIMACS10,fast,dualcc2v3,wave.clq,10,simple,0,,,,,,,,,,,,,,676371.0,677581.6,677630.5
NDR,deep,dualdeep,bn-human-BNU_1_0025865_session_1-bg.clq,8,simple,0,,,,,,,,,,,,,,110785476.0,110786165.625,110786206.5
NDR,deep,dualdeep,bn-human-BNU_1_0025865_session_2-bg.clq,8,simple,0,,,,,,,,,,,,,,112811134.0,112811823.5,112811758
NDR,deep,dualdeep,ca-coauthors-dblp.clq,8,simple,0,,,,,,,,,,,,,,2471501.0,2471772.125,2471770
NDR,deep,dualdeep,ca-dblp-2012.clq,8,simple,0,,,,,,,,,,,,,,3656272.0,3656347.875,3656360.5
NDR,deep,dualdeep,ca-hollywood-2009.clq,8,simple,0,,,,,,,,,,,,,,3556427.0,3557297.625,3557406.5
NDR,deep,dualdeep,channel-500x100x100-b050.clq,8,simple,0,,,,,,,,,,,,,,26547213.0,26571629,26573880
NDR,deep,dualdeep,dbpedia-link.clq,8,simple,0,,,,,,,,,,,,,,169982846.0,169982885.75,169982899
NDR,deep,dualdeep,delaunay_n22.clq,8,simple,0,,,,,,,,,,,,,,53843942.0,53882161.875,53882866.5
NDR,deep,dualdeep,delaunay_n23.clq,8,simple,0,,,,,,,,,,,,,,107340854.0,107429812.875,107437603.5
NDR,deep,dualdeep,delaunay_n24.clq,2,simple,0,,,,,,,,,,,,,,215531908.0,215586531.5,215586531.5
NDR,deep,dualdeep,friendster.clq,8,simple,0,,,,,,,,,,,,,,55117965.0,55117994.375,55117989.5
NDR,deep,dualdeep,inf-europe_osm.clq,6,simple,0,,,,,,,,,,,,,,1661113327.0,1661461742.1666667,1661222617
NDR,deep,dualdeep,inf-germany_osm.clq,10,simple,0,,,,,,,,,,,,,,375220667.0,375359688.4,375407223
NDR,deep,dualdeep,inf-road-usa.clq,8,simple,0,,,,,,,,,,,,,,628110376.0,628166549.125,628177350.5
NDR,deep,dualdeep,inf-roadNet-CA.clq,8,simple,0,,,,,,,,,,,,,,51116117.0,51129459.125,51127413
NDR,deep,dualdeep,inf-roadNet-PA.clq,8,simple,0,,,,,,,,,,,,,,28185456.0,28188809.25,28188522.5
NDR,deep,dualdeep,rec-dating.clq,8,simple,0,,,,,,,,,,,,,,851342.0,851343.875,851343
NDR,deep,dualdeep,rec-epinions.clq,8,simple,0,,,,,,,,,,,,,,756652.0,756664.75,756669
NDR,deep,dualdeep,rec-libimseti-dir.clq,8,simple,0,,,,,,,,,,,,,,927854.0,927863.625,927865
NDR,deep,dualdeep,rgg_n_2_23_s0.clq,8,simple,0,,,,,,,,,,,,,,18327562.0,18327689.25,18327683.5
NDR,deep,dualdeep,rgg_n_2_24_s0.clq,8,simple,0,,,,,,,,,,,,,,34159798.0,34160085.75,34160098
NDR,deep,dualdeep,rt-retweet-crawl.clq,8,simple,0,,,,,,,,,,,,,,7124841.0,7124841,7124841
NDR,deep,dualdeep,sc-ldoor.clq,8,simple,0,,,,,,,,,,,,,,5393852.0,5394475.875,5394359
NDR,deep,dualdeep,sc-msdoor.clq,8,simple,0,,,,,,,,,,,,,,1548867.0,1549173.25,1549212.5
NDR,deep,dualdeep,sc-pwtk.clq,8,simple,0,,,,,,,,,,,,,,264692.0,265127.75,265164.5
NDR,deep,dualdeep,sc-rel9.clq,8,simple,0,,,,,,,,,,,,,,11207924.0,11243624.75,11242346.5
NDR,deep,dualdeep,sc-shipsec1.clq,8,simple,0,,,,,,,,,,,,,,373451.0,373630.25,373657.5
NDR,deep,dualdeep,sc-shipsec5.clq,8,simple,0,,,,,,,,,,,,,,493404.0,493543.75,493584.5
NDR,deep,dualdeep,soc-FourSquare.clq,8,simple,0,,,,,,,,,,,,,,5381167.0,5381167,5381167
NDR,deep,dualdeep,soc-LiveMocha.clq,8,simple,0,,,,,,,,,,,,,,93906.0,93906,93906
NDR,deep,dualdeep,soc-buzznet.clq,8,simple,0,,,,,,,,,,,,,,6998.0,6998,6998
NDR,deep,dualdeep,soc-delicious.clq,8,simple,0,,,,,,,,,,,,,,4893757.0,4893778.375,4893775.5
NDR,deep,dualdeep,soc-digg.clq,8,simple,0,,,,,,,,,,,,,,5436094.0,5436101.625,5436103
NDR,deep,dualdeep,soc-dogster.clq,8,simple,0,,,,,,,,,,,,,,1886384.0,1886536.75,1886564.5
NDR,deep,dualdeep,soc-flickr-und.clq,8,simple,0,,,,,,,,,,,,,,24506301.0,24506343.25,24506346.5
NDR,deep,dualdeep,soc-flickr.clq,8,simple,0,,,,,,,,,,,,,,7868446.0,7868487.75,7868489.5
NDR,deep,dualdeep,soc-flixster.clq,8,simple,0,,,,,,,,,,,,,,8602428.0,8602428,8602428
NDR,deep,dualdeep,soc-lastfm.clq,8,simple,0,,,,,,,,,,,,,,6058234.0,6058234,6058234
NDR,deep,dualdeep,soc-livejournal-user-groups.clq,8,simple,0,,,,,,,,,,,,,,85974953.0,85975101.125,85975130
NDR,deep,dualdeep,soc-livejournal.clq,8,simple,0,,,,,,,,,,,,,,59260945.0,59261200.75,59261214.5
NDR,deep,dualdeep,soc-ljournal-2008.clq,8,simple,0,,,,,,,,,,,,,,91097557.0,91098533.5,91098529
NDR,deep,dualdeep,soc-orkut-dir.clq,8,simple,0,,,,,,,,,,,,,,6290568.0,6292104.5,6292603.5
NDR,deep,dualdeep,soc-orkut.clq,8,simple,0,,,,,,,,,,,,,,7062312.0,7063680.5,7063266.5
NDR,deep,dualdeep,soc-pokec.clq,8,simple,0,,,,,,,,,,,,,,14471919.0,14472485.5,14472450
NDR,deep,dualdeep,soc-sinaweibo.clq,8,simple,0,,,,,,,,,,,,,,20002141.0,20002141,20002141
NDR,deep,dualdeep,soc-twitter-higgs.clq,8,simple,0,,,,,,,,,,,,,,901424.0,901463.5,901464.5
NDR,deep,dualdeep,soc-youtube-snap.clq,8,simple,0,,,,,,,,,,,,,,16740718.0,16740718,16740718
NDR,deep,dualdeep,soc-youtube.clq,8,simple,0,,,,,,,,,,,,,,6898811.0,6898831.875,6898829.5
NDR,deep,dualdeep,socfb-A-anon.clq,8,simple,0,,,,,,,,,,,,,,17019110.0,17019110.25,17019110
NDR,deep,dualdeep,socfb-B-anon.clq,8,simple,0,,,,,,,,,,,,,,16095595.0,16095595,16095595
NDR,deep,dualdeep,socfb-uci-uni.clq,10,simple,0,,,,,,,,,,,,,,84041228.0,84041228,84041228
NDR,deep,dualdeep,tech-as-skitter.clq,8,simple,0,,,,,,,,,,,,,,13031620.0,13032394.125,13032429
NDR,deep,dualdeep,tech-ip.clq,8,simple,0,,,,,,,,,,,,,,2273.0,2275.5,2276
NDR,deep,dualdeep,twitter_mpi.clq,8,simple,0,,,,,,,,,,,,,,50396486.0,50396489.5,50396490
NDR,deep,dualdeep,web-arabic-2005.clq,8,simple,0,,,,,,,,,,,,,,1570886.0,1571018.125,1571031
NDR,deep,dualdeep,web-baidu-baike.clq,8,simple,0,,,,,,,,,,,,,,23668768.0,23668832.75,23668832.5
NDR,deep,dualdeep,web-it-2004.clq,8,simple,0,,,,,,,,,,,,,,2567456.0,2567502.25,2567517.5
NDR,deep,dualdeep,web-uk-2005.clq,8,simple,0,,,,,,,,,,,,,,93183.0,93183,93183
NDR,deep,dualdeep,web-wikipedia-growth.clq,8,simple,0,,,,,,,,,,,,,,8152403.0,8152455.875,8152453
NDR,deep,dualdeep,web-wikipedia2009.clq,8,simple,0,,,,,,,,,,,,,,26819846.0,26820330.5,26820352
NDR,deep,dualdeep,web-wikipedia_link_it.clq,8,simple,0,,,,,,,,,,,,,,28933472.0,28933545.25,28933554
NDR,deep,dualdeep,wikipedia_link_en.clq,8,simple,0,,,,,,,,,,,,,,2408968576.0,2408968576,2408968576
NDR,fast,dualcc2v3,bn-human-BNU_1_0025865_session_1-bg.clq,10,simple,0,,,,,,,,,,,,,,110787696.0,110788173.5,110788156
NDR,fast,dualcc2v3,bn-human-BNU_1_0025865_session_2-bg.clq,10,simple,0,,,,,,,,,,,,,,112813437.0,112813685.3,112813649.5
NDR,fast,dualcc2v3,ca-coauthors-dblp.clq,10,simple,0,,,,,,,,,,,,,,2471828.0,2472006.3,2471997
NDR,fast,dualcc2v3,ca-dblp-2012.clq,10,simple,0,,,,,,,,,,,,,,3656335.0,3656392.5,3656397
NDR,fast,dualcc2v3,ca-hollywood-2009.clq,10,simple,0,,,,,,,,,,,,,,3543783.0,3544381.3,3544277
NDR,fast,dualcc2v3,channel-500x100x100-b050.clq,10,simple,0,,,,,,,,,,,,,,29557511.0,30057574.5,30164124
NDR,fast,dualcc2v3,dbpedia-link.clq,10,simple,0,,,,,,,,,,,,,,169983015.0,169983015,169983015
NDR,fast,dualcc2v3,delaunay_n22.clq,10,simple,0,,,,,,,,,,,,,,54176627.0,54391806.9,54332833.5
NDR,fast,dualcc2v3,delaunay_n23.clq,10,simple,0,,,,,,,,,,,,,,111211615.0,114990010.9,116512935.5
NDR,fast,dualcc2v3,delaunay_n24.clq,10,simple,0,,,,,,,,,,,,,,234174388.0,234234787.7,234226586.5
NDR,fast,dualcc2v3,friendster.clq,10,simple,0,,,,,,,,,,,,,,55118798.0,55118815.4,55118813
NDR,fast,dualcc2v3,hugebubbles-00020.clq,10,simple,0,,,,,,,,,,,,,,519186695.0,526828750.4,526955321
