Instance,PeakMem(MB),Time(s)
C4000.5.clq,108.75,3602.37
gen200_p0.9_55.clq,1.83,3600.22
hamming6-2.clq,0.82,0.22
DSJC500_5.clq,3.65,3600.05
p_hat300-2.clq,1.95,3600.19
